,Ward/VillageTract,tot_pop,male_pop,female_pop,Township,Longitude,Latitude
1821,No(3)(W),1709.0,770.0,939.0,Thabaung Township,94.805885,17.047335
1822,No(3)(W),1709.0,770.0,939.0,Ngapudaw Township,94.34411,16.01602
1823,No(3)(W),1709.0,770.0,939.0,Kyonpyaw Township,95.333653,17.348547
1824,No(3)(W),1709.0,770.0,939.0,Yegyi Township,95.083313,17.199739
1825,No(3)(W),18412.0,8407.0,10005.0,Pathein Township,94.733028,16.77924
1826,No(3)(W),18412.0,8407.0,10005.0,Pathein Township,94.461332,17.076739
1827,No(3)(W),18412.0,8407.0,10005.0,Pathein Township,94.387108,16.863792
1828,No(3)(W),18412.0,8407.0,10005.0,Kangyidaunt Township,94.89476,16.932903
1829,No(3)(W),18412.0,8407.0,10005.0,Thabaung Township,94.805885,17.047335
1830,No(3)(W),18412.0,8407.0,10005.0,Ngapudaw Township,94.34411,16.01602
1831,No(3)(W),18412.0,8407.0,10005.0,Kyonpyaw Township,95.333653,17.348547
1832,No(3)(W),18412.0,8407.0,10005.0,Yegyi Township,95.083313,17.199739
1833,No(3)(W),1897.0,894.0,1003.0,Pathein Township,94.733028,16.77924
1834,No(3)(W),1897.0,894.0,1003.0,Pathein Township,94.461332,17.076739
1835,No(3)(W),1897.0,894.0,1003.0,Pathein Township,94.387108,16.863792
1836,No(3)(W),1897.0,894.0,1003.0,Kangyidaunt Township,94.89476,16.932903
1837,No(3)(W),1897.0,894.0,1003.0,Thabaung Township,94.805885,17.047335
1838,No(3)(W),1897.0,894.0,1003.0,Ngapudaw Township,94.34411,16.01602
1839,No(3)(W),1897.0,894.0,1003.0,Kyonpyaw Township,95.333653,17.348547
1840,No(3)(W),1897.0,894.0,1003.0,Yegyi Township,95.083313,17.199739
1841,No(3)(W),7539.0,3926.0,3613.0,Pathein Township,94.733028,16.77924
1842,No(3)(W),7539.0,3926.0,3613.0,Pathein Township,94.461332,17.076739
1843,No(3)(W),7539.0,3926.0,3613.0,Pathein Township,94.387108,16.863792
1844,No(3)(W),7539.0,3926.0,3613.0,Kangyidaunt Township,94.89476,16.932903
1845,No(3)(W),7539.0,3926.0,3613.0,Thabaung Township,94.805885,17.047335
1846,No(3)(W),7539.0,3926.0,3613.0,Ngapudaw Township,94.34411,16.01602
1847,No(3)(W),7539.0,3926.0,3613.0,Kyonpyaw Township,95.333653,17.348547
1848,No(3)(W),7539.0,3926.0,3613.0,Yegyi Township,95.083313,17.199739
1849,No(3)(W),517.0,278.0,239.0,Pathein Township,94.733028,16.77924
1850,No(3)(W),517.0,278.0,239.0,Pathein Township,94.461332,17.076739
1851,No(3)(W),517.0,278.0,239.0,Pathein Township,94.387108,16.863792
1852,No(3)(W),517.0,278.0,239.0,Kangyidaunt Township,94.89476,16.932903
1853,No(3)(W),517.0,278.0,239.0,Thabaung Township,94.805885,17.047335
1854,No(3)(W),517.0,278.0,239.0,Ngapudaw Township,94.34411,16.01602
1855,No(3)(W),517.0,278.0,239.0,Kyonpyaw Township,95.333653,17.348547
1856,No(3)(W),517.0,278.0,239.0,Yegyi Township,95.083313,17.199739
1857,No(3)(W),4702.0,2498.0,2204.0,Pathein Township,94.733028,16.77924
1858,No(3)(W),4702.0,2498.0,2204.0,Pathein Township,94.461332,17.076739
1859,No(3)(W),4702.0,2498.0,2204.0,Pathein Township,94.387108,16.863792
1860,No(3)(W),4702.0,2498.0,2204.0,Kangyidaunt Township,94.89476,16.932903
1861,No(3)(W),4702.0,2498.0,2204.0,Thabaung Township,94.805885,17.047335
1862,No(3)(W),4702.0,2498.0,2204.0,Ngapudaw Township,94.34411,16.01602
1863,No(3)(W),4702.0,2498.0,2204.0,Kyonpyaw Township,95.333653,17.348547
1864,No(3)(W),4702.0,2498.0,2204.0,Yegyi Township,95.083313,17.199739
1865,No(4)(W),944.0,446.0,498.0,Pathein Township,94.733028,16.77924
1866,No(4)(W),944.0,446.0,498.0,Pathein Township,94.387108,16.863792
1867,No(4)(W),944.0,446.0,498.0,Kangyidaunt Township,94.89476,16.932903
1868,No(4)(W),944.0,446.0,498.0,Kyonpyaw Township,95.333653,17.348547
1869,No(4)(W),944.0,446.0,498.0,Yegyi Township,95.083313,17.199739
1870,No(4)(W),1726.0,816.0,910.0,Pathein Township,94.733028,16.77924
1871,No(4)(W),1726.0,816.0,910.0,Pathein Township,94.387108,16.863792
1872,No(4)(W),1726.0,816.0,910.0,Kangyidaunt Township,94.89476,16.932903
1873,No(4)(W),1726.0,816.0,910.0,Kyonpyaw Township,95.333653,17.348547
1874,No(4)(W),1726.0,816.0,910.0,Yegyi Township,95.083313,17.199739
1875,No(4)(W),9954.0,4401.0,5553.0,Pathein Township,94.733028,16.77924
1876,No(4)(W),9954.0,4401.0,5553.0,Pathein Township,94.387108,16.863792
1877,No(4)(W),9954.0,4401.0,5553.0,Kangyidaunt Township,94.89476,16.932903
1878,No(4)(W),9954.0,4401.0,5553.0,Kyonpyaw Township,95.333653,17.348547
1879,No(4)(W),9954.0,4401.0,5553.0,Yegyi Township,95.083313,17.199739
1880,No(4)(W),4242.0,2315.0,1927.0,Pathein Township,94.733028,16.77924
1881,No(4)(W),4242.0,2315.0,1927.0,Pathein Township,94.387108,16.863792
1882,No(4)(W),4242.0,2315.0,1927.0,Kangyidaunt Township,94.89476,16.932903
1883,No(4)(W),4242.0,2315.0,1927.0,Kyonpyaw Township,95.333653,17.348547
1884,No(4)(W),4242.0,2315.0,1927.0,Yegyi Township,95.083313,17.199739
1885,No(5)(W),943.0,441.0,502.0,Pathein Township,94.733028,16.77924
1886,No(5)(W),943.0,441.0,502.0,Kangyidaunt Township,94.89476,16.932903
1887,No(5)(W),943.0,441.0,502.0,Yegyi Township,95.083313,17.199739
1888,No(5)(W),12304.0,5682.0,6622.0,Pathein Township,94.733028,16.77924
1889,No(5)(W),12304.0,5682.0,6622.0,Kangyidaunt Township,94.89476,16.932903
1890,No(5)(W),12304.0,5682.0,6622.0,Yegyi Township,95.083313,17.199739
1891,No(6)(W),969.0,480.0,489.0,Pathein Township,94.733028,16.77924
1892,No(6)(W),969.0,480.0,489.0,Kangyidaunt Township,94.89476,16.932903
1893,No(6)(W),12157.0,5559.0,6598.0,Pathein Township,94.733028,16.77924
1894,No(6)(W),12157.0,5559.0,6598.0,Kangyidaunt Township,94.89476,16.932903
1895,No(7)(W),716.0,344.0,372.0,Pathein Township,94.733028,16.77924
1896,No(7)(W),716.0,344.0,372.0,Kangyidaunt Township,94.89476,16.932903
1897,No(7)(W),15910.0,7489.0,8421.0,Pathein Township,94.733028,16.77924
1898,No(7)(W),15910.0,7489.0,8421.0,Kangyidaunt Township,94.89476,16.932903
1899,MyaukPaing(W),5141.0,2428.0,2713.0,Ngapudaw Township,94.692236,16.545095
1900,MyaukPaing(W),5141.0,2428.0,2713.0,Kyaunggon Township,95.190399,17.107683
1901,MyaukPaing(W),6610.0,3159.0,3451.0,Ngapudaw Township,94.692236,16.545095
1902,MyaukPaing(W),6610.0,3159.0,3451.0,Kyaunggon Township,95.190399,17.107683
1903,TaungPaing(W),6274.0,2911.0,3363.0,Ngapudaw Township,94.692236,16.545095
1904,TaungPaing(W),6274.0,2911.0,3363.0,Kyaunggon Township,95.190399,17.107683
1905,TaungPaing(W),4072.0,1913.0,2159.0,Ngapudaw Township,94.692236,16.545095
1906,TaungPaing(W),4072.0,1913.0,2159.0,Kyaunggon Township,95.190399,17.107683
1907,TaLokeKone(W),4637.0,2157.0,2480.0,Kyaunggon Township,95.190399,17.107683
1908,TayZa(W),2947.0,1325.0,1622.0,Kyonpyaw Township,95.2,17.3
1909,MyaWaDi(W),1948.0,935.0,1013.0,Kyonpyaw Township,95.2,17.3
1910,PinLon(W),4295.0,2101.0,2194.0,Kyonpyaw Township,95.2,17.3
1911,AungSan(W),7355.0,3450.0,3905.0,Kyonpyaw Township,95.2,17.3
1912,AungSan(W),7355.0,3450.0,3905.0,Yegyi Township,95.120672,17.344564
1913,AungSan(W),1764.0,761.0,1003.0,Kyonpyaw Township,95.2,17.3
1914,AungSan(W),1764.0,761.0,1003.0,Yegyi Township,95.120672,17.344564
1915,No(8)(W),16437.0,7908.0,8529.0,Pathein Township,94.733028,16.77924
1916,No(9)(W),10621.0,5083.0,5538.0,Pathein Township,94.733028,16.77924
1917,No(10)(W),6098.0,2960.0,3138.0,Pathein Township,94.733028,16.77924
1918,No(14)(W),9049.0,4243.0,4806.0,Pathein Township,94.733028,16.77924
1919,No(15)(W),6566.0,3310.0,3256.0,Pathein Township,94.733028,16.77924
1920,NayWin(W),2384.0,1088.0,1296.0,Yegyi Township,95.120672,17.344564
1921,SaYarSan(W),2014.0,945.0,1069.0,Yegyi Township,95.120672,17.344564
1922,BaHtu(W),2902.0,1324.0,1578.0,Yegyi Township,95.120672,17.344564
1923,MyoMa(W),1563.0,716.0,847.0,Yegyi Township,95.120672,17.344564
1924,MyoMa(W),1563.0,716.0,847.0,Yegyi Township,95.077309,17.399274
1925,MyoMa(W),2159.0,947.0,1212.0,Yegyi Township,95.120672,17.344564
1926,MyoMa(W),2159.0,947.0,1212.0,Yegyi Township,95.077309,17.399274
1927,SheySaung(W),2423.0,1136.0,1287.0,Yegyi Township,95.077309,17.399274
1928,NgaWun(W),2556.0,1178.0,1378.0,Yegyi Township,95.077309,17.399274
1929,ThaungTan(AungSan)(W),2854.0,1304.0,1550.0,Yegyi Township,95.077309,17.399274
1930,MyoThit(W),4971.0,2336.0,2635.0,Yegyi Township,95.077309,17.399274
1931,ShweBo(W),3780.0,1795.0,1985.0,Yegyi Township,95.077309,17.399274
1932,No(1)(W),1721.0,817.0,904.0,Nyaungdon Township,95.633592,17.049025
1933,No(1)(W),1721.0,817.0,904.0,Danubyu Township,95.595833,17.254681
1934,No(1)(W),1372.0,632.0,740.0,Nyaungdon Township,95.633592,17.049025
1935,No(1)(W),1372.0,632.0,740.0,Danubyu Township,95.595833,17.254681
1936,No(2)(W),1208.0,591.0,617.0,Nyaungdon Township,95.633592,17.049025
1937,No(2)(W),1208.0,591.0,617.0,Danubyu Township,95.595833,17.254681
1938,No(2)(W),1099.0,508.0,591.0,Nyaungdon Township,95.633592,17.049025
1939,No(2)(W),1099.0,508.0,591.0,Danubyu Township,95.595833,17.254681
1940,No(3)(W),1753.0,812.0,941.0,Nyaungdon Township,95.633592,17.049025
1941,No(3)(W),1753.0,812.0,941.0,Danubyu Township,95.595833,17.254681
1942,No(3)(W),499.0,236.0,263.0,Nyaungdon Township,95.633592,17.049025
1943,No(3)(W),499.0,236.0,263.0,Danubyu Township,95.595833,17.254681
1944,No(4)(W),2077.0,967.0,1110.0,Nyaungdon Township,95.633592,17.049025
1945,No(4)(W),2077.0,967.0,1110.0,Danubyu Township,95.595833,17.254681
1946,No(4)(W),523.0,257.0,266.0,Nyaungdon Township,95.633592,17.049025
1947,No(4)(W),523.0,257.0,266.0,Danubyu Township,95.595833,17.254681
1948,No(5)(W),1442.0,669.0,773.0,Nyaungdon Township,95.633592,17.049025
1949,No(5)(W),1442.0,669.0,773.0,Danubyu Township,95.595833,17.254681
1950,No(5)(W),419.0,184.0,235.0,Nyaungdon Township,95.633592,17.049025
1951,No(5)(W),419.0,184.0,235.0,Danubyu Township,95.595833,17.254681
1952,No(6)(W),3507.0,1693.0,1814.0,Nyaungdon Township,95.633592,17.049025
1953,No(6)(W),3507.0,1693.0,1814.0,Danubyu Township,95.595833,17.254681
1954,No(6)(W),451.0,200.0,251.0,Nyaungdon Township,95.633592,17.049025
1955,No(6)(W),451.0,200.0,251.0,Danubyu Township,95.595833,17.254681
1956,No(7)(W),3637.0,1766.0,1871.0,Nyaungdon Township,95.633592,17.049025
1957,No(7)(W),3637.0,1766.0,1871.0,Danubyu Township,95.595833,17.254681
1958,No(7)(W),546.0,229.0,317.0,Nyaungdon Township,95.633592,17.049025
1959,No(7)(W),546.0,229.0,317.0,Danubyu Township,95.595833,17.254681
1960,No(8)(W),3707.0,1668.0,2039.0,Nyaungdon Township,95.633592,17.049025
1961,No(8)(W),3707.0,1668.0,2039.0,Danubyu Township,95.595833,17.254681
1962,No(8)(W),562.0,223.0,339.0,Nyaungdon Township,95.633592,17.049025
1963,No(8)(W),562.0,223.0,339.0,Danubyu Township,95.595833,17.254681
1964,No(9)(W),3179.0,1505.0,1674.0,Nyaungdon Township,95.633592,17.049025
1965,No(9)(W),3179.0,1505.0,1674.0,Danubyu Township,95.595833,17.254681
1966,No(9)(W),772.0,315.0,457.0,Nyaungdon Township,95.633592,17.049025
1967,No(9)(W),772.0,315.0,457.0,Danubyu Township,95.595833,17.254681
1968,No(10)(W),2224.0,1078.0,1146.0,Nyaungdon Township,95.633592,17.049025
1969,No(10)(W),2224.0,1078.0,1146.0,Danubyu Township,95.595833,17.254681
1970,No(10)(W),2599.0,1202.0,1397.0,Nyaungdon Township,95.633592,17.049025
1971,No(10)(W),2599.0,1202.0,1397.0,Danubyu Township,95.595833,17.254681
1972,No(11)(W),1585.0,751.0,834.0,Danubyu Township,95.595833,17.254681
1973,No(12)(W),1819.0,844.0,975.0,Danubyu Township,95.595833,17.254681
1974,No(13)(W),1784.0,842.0,942.0,Danubyu Township,95.595833,17.254681
1975,No(14)(W),1336.0,614.0,722.0,Danubyu Township,95.595833,17.254681
1976,No(15)(W),1242.0,590.0,652.0,Danubyu Township,95.595833,17.254681
1977,No(16)(W),605.0,280.0,325.0,Danubyu Township,95.595833,17.254681
1978,No(17)(W),2435.0,1099.0,1336.0,Danubyu Township,95.595833,17.254681
1979,No(18)(W),2114.0,971.0,1143.0,Danubyu Township,95.595833,17.254681
1980,AhSheyPaing(W),5714.0,2677.0,3037.0,Pantanaw Township,95.465951,16.982115
1981,AhLelPaing(W),3714.0,1750.0,1964.0,Pantanaw Township,95.465951,16.982115
1982,AhNaukPaing(W),6223.0,2912.0,3311.0,Pantanaw Township,95.465951,16.982115
1983,MyoThit(W),4169.0,2046.0,2123.0,Pantanaw Township,95.465951,16.982115
1984,SarYayKone(W),5432.0,2506.0,2926.0,Maubin Township,95.649398,16.730231
1985,BawLoneKwin(W),4990.0,2370.0,2620.0,Maubin Township,95.649398,16.730231
1986,Zay(W),2532.0,1247.0,1285.0,Maubin Township,95.649398,16.730231
1987,MyoLelKyaung(W),1687.0,751.0,936.0,Maubin Township,95.649398,16.730231
1988,SayYon(W),2518.0,1138.0,1380.0,Maubin Township,95.649398,16.730231
1989,AhHtaKa(1)Kyaung(W),4490.0,2076.0,2414.0,Maubin Township,95.649398,16.730231
1990,HlaySeikMyaukPaing(W),3291.0,1527.0,1764.0,Maubin Township,95.649398,16.730231
1991,HlaySeikTaungPaing(W),3581.0,1729.0,1852.0,Maubin Township,95.649398,16.730231
1992,AungMyayTharZi(W),3798.0,1847.0,1951.0,Maubin Township,95.649398,16.730231
1993,AhHtaKa(2)Kyaung(W),4261.0,1998.0,2263.0,Maubin Township,95.649398,16.730231
1994,PawTawMu(W),3884.0,1850.0,2034.0,Maubin Township,95.649398,16.730231
1995,No(1)(W),2760.0,1318.0,1442.0,Myaungmya Township,94.929767,16.599261
1996,No(2)(W),2182.0,984.0,1198.0,Myaungmya Township,94.929767,16.599261
1997,No(3)(W),3782.0,1830.0,1952.0,Myaungmya Township,94.929767,16.599261
1998,No(4)(W),2738.0,1344.0,1394.0,Myaungmya Township,94.929767,16.599261
1999,No(5)(W),1686.0,667.0,1019.0,Myaungmya Township,94.929767,16.599261
2000,No(6)(W),1689.0,745.0,944.0,Myaungmya Township,94.929767,16.599261
2001,No(7)(W),2455.0,1129.0,1326.0,Myaungmya Township,94.929767,16.599261
2002,No(8)(W),3128.0,1536.0,1592.0,Myaungmya Township,94.929767,16.599261
2003,No(9)(W),2356.0,1106.0,1250.0,Myaungmya Township,94.929767,16.599261
2004,No(10)(W),2683.0,1253.0,1430.0,Myaungmya Township,94.929767,16.599261
2005,MaYanGone(W),7840.0,3699.0,4141.0,Myaungmya Township,94.929767,16.599261
2006,MyaSandar(W),5262.0,2575.0,2687.0,Myaungmya Township,94.929767,16.599261
2007,MyaHayMar(W),3558.0,1763.0,1795.0,Myaungmya Township,94.929767,16.599261
2008,MyaKanThar(W),5261.0,2317.0,2944.0,Myaungmya Township,94.929767,16.599261
2009,MyaYadanar(W),5928.0,2863.0,3065.0,Myaungmya Township,94.929767,16.599261
2010,ThawKa(W),1121.0,546.0,575.0,Wakema Township,95.180412,16.60383
2011,TaYokeTan(W),1321.0,642.0,679.0,Wakema Township,95.180412,16.60383
2012,YwarLel(W),1867.0,943.0,924.0,Wakema Township,95.180412,16.60383
2013,YeKyaw(W),2140.0,997.0,1143.0,Wakema Township,95.180412,16.60383
2014,PaDaMyar(W),443.0,205.0,238.0,Wakema Township,95.180412,16.60383
2015,SarYayKone(W),1976.0,909.0,1067.0,Wakema Township,95.180412,16.60383
2016,YwarThit(W),1435.0,676.0,759.0,Wakema Township,95.180412,16.60383
2017,HtawKaNwut(W),846.0,411.0,435.0,Wakema Township,95.180412,16.60383
2018,MyaTheinTan(W),2907.0,1413.0,1494.0,Wakema Township,95.180412,16.60383
2019,SayYon(W),1289.0,568.0,721.0,Wakema Township,95.180412,16.60383
2020,Zay(W),449.0,190.0,259.0,Wakema Township,95.180412,16.60383
2021,MinPaing(W),733.0,345.0,388.0,Wakema Township,95.180412,16.60383
2022,ThanKyoeTaing(W),2880.0,1325.0,1555.0,Wakema Township,95.180412,16.60383
2023,ChaungWaPaing(W),3350.0,1638.0,1712.0,Einme Township,95.180499,16.896198
2024,AhHtetPaing(W),4666.0,2154.0,2512.0,Einme Township,95.180499,16.896198
2025,EinMeGyiPaing(W),1805.0,829.0,976.0,Einme Township,95.180499,16.896198
2026,LelPawPaing(W),1839.0,829.0,1010.0,Einme Township,95.180499,16.896198
2027,SarChunKhanPaing(W),1894.0,945.0,949.0,Einme Township,95.180499,16.896198
2028,No(1)(W),1294.0,628.0,666.0,Labutta Township,94.758892,16.145565
2029,No(1)(W),1294.0,628.0,666.0,Labutta Township,94.813989,15.827158
2030,No(1)(W),1294.0,628.0,666.0,Mawlamyinegyun Township,95.262983,16.378942
2031,No(1)(W),5351.0,2566.0,2785.0,Labutta Township,94.758892,16.145565
2032,No(1)(W),5351.0,2566.0,2785.0,Labutta Township,94.813989,15.827158
2033,No(1)(W),5351.0,2566.0,2785.0,Mawlamyinegyun Township,95.262983,16.378942
2034,No(1)(W),940.0,500.0,440.0,Labutta Township,94.758892,16.145565
2035,No(1)(W),940.0,500.0,440.0,Labutta Township,94.813989,15.827158
2036,No(1)(W),940.0,500.0,440.0,Mawlamyinegyun Township,95.262983,16.378942
2037,No(2)(W),1797.0,831.0,966.0,Labutta Township,94.758892,16.145565
2038,No(2)(W),1797.0,831.0,966.0,Labutta Township,94.813989,15.827158
2039,No(2)(W),1797.0,831.0,966.0,Mawlamyinegyun Township,95.262983,16.378942
2040,No(2)(W),3540.0,1703.0,1837.0,Labutta Township,94.758892,16.145565
2041,No(2)(W),3540.0,1703.0,1837.0,Labutta Township,94.813989,15.827158
2042,No(2)(W),3540.0,1703.0,1837.0,Mawlamyinegyun Township,95.262983,16.378942
2043,No(2)(W),514.0,255.0,259.0,Labutta Township,94.758892,16.145565
2044,No(2)(W),514.0,255.0,259.0,Labutta Township,94.813989,15.827158
2045,No(2)(W),514.0,255.0,259.0,Mawlamyinegyun Township,95.262983,16.378942
2046,No(3)(W),958.0,397.0,561.0,Labutta Township,94.758892,16.145565
2047,No(3)(W),958.0,397.0,561.0,Labutta Township,94.813989,15.827158
2048,No(3)(W),958.0,397.0,561.0,Mawlamyinegyun Township,95.262983,16.378942
2049,No(3)(W),2251.0,1101.0,1150.0,Labutta Township,94.758892,16.145565
2050,No(3)(W),2251.0,1101.0,1150.0,Labutta Township,94.813989,15.827158
2051,No(3)(W),2251.0,1101.0,1150.0,Mawlamyinegyun Township,95.262983,16.378942
2052,No(3)(W),775.0,431.0,344.0,Labutta Township,94.758892,16.145565
2053,No(3)(W),775.0,431.0,344.0,Labutta Township,94.813989,15.827158
2054,No(3)(W),775.0,431.0,344.0,Mawlamyinegyun Township,95.262983,16.378942
2055,No(4)(W),1227.0,613.0,614.0,Labutta Township,94.758892,16.145565
2056,No(4)(W),1227.0,613.0,614.0,Mawlamyinegyun Township,95.262983,16.378942
2057,No(4)(W),1449.0,674.0,775.0,Labutta Township,94.758892,16.145565
2058,No(4)(W),1449.0,674.0,775.0,Mawlamyinegyun Township,95.262983,16.378942
2059,No(5)(W),729.0,353.0,376.0,Labutta Township,94.758892,16.145565
2060,No(5)(W),729.0,353.0,376.0,Mawlamyinegyun Township,95.262983,16.378942
2061,No(5)(W),2809.0,1341.0,1468.0,Labutta Township,94.758892,16.145565
2062,No(5)(W),2809.0,1341.0,1468.0,Mawlamyinegyun Township,95.262983,16.378942
2063,No(6)(W),1147.0,530.0,617.0,Labutta Township,94.758892,16.145565
2064,No(6)(W),1147.0,530.0,617.0,Mawlamyinegyun Township,95.262983,16.378942
2065,No(6)(W),1769.0,834.0,935.0,Labutta Township,94.758892,16.145565
2066,No(6)(W),1769.0,834.0,935.0,Mawlamyinegyun Township,95.262983,16.378942
2067,No(7)(W),1157.0,521.0,636.0,Labutta Township,94.758892,16.145565
2068,No(7)(W),1157.0,521.0,636.0,Mawlamyinegyun Township,95.262983,16.378942
2069,No(7)(W),4101.0,1985.0,2116.0,Labutta Township,94.758892,16.145565
2070,No(7)(W),4101.0,1985.0,2116.0,Mawlamyinegyun Township,95.262983,16.378942
2071,No(8)(W),4580.0,2240.0,2340.0,Labutta Township,94.758892,16.145565
2072,No(8)(W),4580.0,2240.0,2340.0,Mawlamyinegyun Township,95.262983,16.378942
2073,No(8)(W),2120.0,1050.0,1070.0,Labutta Township,94.758892,16.145565
2074,No(8)(W),2120.0,1050.0,1070.0,Mawlamyinegyun Township,95.262983,16.378942
2075,No(9)(W),5346.0,2597.0,2749.0,Labutta Township,94.758892,16.145565
2076,No(9)(W),5346.0,2597.0,2749.0,Mawlamyinegyun Township,95.262983,16.378942
2077,No(9)(W),5123.0,2497.0,2626.0,Labutta Township,94.758892,16.145565
2078,No(9)(W),5123.0,2497.0,2626.0,Mawlamyinegyun Township,95.262983,16.378942
2079,No(10)(W),3250.0,1577.0,1673.0,Labutta Township,94.758892,16.145565
2080,No(10)(W),3250.0,1577.0,1673.0,Mawlamyinegyun Township,95.262983,16.378942
2081,No(10)(W),2661.0,1236.0,1425.0,Labutta Township,94.758892,16.145565
2082,No(10)(W),2661.0,1236.0,1425.0,Mawlamyinegyun Township,95.262983,16.378942
2083,No(11)(W),3856.0,1840.0,2016.0,Mawlamyinegyun Township,95.262983,16.378942
2084,No(12)(W),3490.0,1668.0,1822.0,Mawlamyinegyun Township,95.262983,16.378942
2085,MyoMa(W),6154.0,2847.0,3307.0,Myanaung Township,95.379639,18.217976
2086,MyoMa(W),6154.0,2847.0,3307.0,Kyangin Township,95.239143,18.340347
2087,MyoMa(W),666.0,306.0,360.0,Myanaung Township,95.379639,18.217976
2088,MyoMa(W),666.0,306.0,360.0,Kyangin Township,95.239143,18.340347
2089,YwarThit(W),6082.0,2859.0,3223.0,Kyangin Township,95.239143,18.340347
2090,ShweTaungSu(W),3495.0,1636.0,1859.0,Kyangin Township,95.239143,18.340347
2091,No(1)(W),2093.0,1005.0,1088.0,Lemyethna Township,95.174538,17.600376
2092,No(1)(W),2093.0,1005.0,1088.0,Myanaung Township,95.31779,18.286958
2093,No(1)(W),2093.0,1005.0,1088.0,Kyangin Township,95.147034,18.300443
2094,No(1)(W),2093.0,1005.0,1088.0,Ingapu Township,95.269257,17.809811
2095,No(1)(W),2093.0,1005.0,1088.0,Ingapu Township,95.260728,17.971322
2096,No(1)(W),3669.0,1713.0,1956.0,Lemyethna Township,95.174538,17.600376
2097,No(1)(W),3669.0,1713.0,1956.0,Myanaung Township,95.31779,18.286958
2098,No(1)(W),3669.0,1713.0,1956.0,Kyangin Township,95.147034,18.300443
2099,No(1)(W),3669.0,1713.0,1956.0,Ingapu Township,95.269257,17.809811
2100,No(1)(W),3669.0,1713.0,1956.0,Ingapu Township,95.260728,17.971322
2101,No(1)(W),439.0,202.0,237.0,Lemyethna Township,95.174538,17.600376
2102,No(1)(W),439.0,202.0,237.0,Myanaung Township,95.31779,18.286958
2103,No(1)(W),439.0,202.0,237.0,Kyangin Township,95.147034,18.300443
2104,No(1)(W),439.0,202.0,237.0,Ingapu Township,95.269257,17.809811
2105,No(1)(W),439.0,202.0,237.0,Ingapu Township,95.260728,17.971322
2106,No(2)(W),1671.0,776.0,895.0,Lemyethna Township,95.174538,17.600376
2107,No(2)(W),1671.0,776.0,895.0,Myanaung Township,95.31779,18.286958
2108,No(2)(W),1671.0,776.0,895.0,Kyangin Township,95.147034,18.300443
2109,No(2)(W),1671.0,776.0,895.0,Ingapu Township,95.269257,17.809811
2110,No(2)(W),1671.0,776.0,895.0,Ingapu Township,95.260728,17.971322
2111,No(2)(W),2593.0,1072.0,1521.0,Lemyethna Township,95.174538,17.600376
2112,No(2)(W),2593.0,1072.0,1521.0,Myanaung Township,95.31779,18.286958
2113,No(2)(W),2593.0,1072.0,1521.0,Kyangin Township,95.147034,18.300443
2114,No(2)(W),2593.0,1072.0,1521.0,Ingapu Township,95.269257,17.809811
2115,No(2)(W),2593.0,1072.0,1521.0,Ingapu Township,95.260728,17.971322
2116,No(2)(W),448.0,211.0,237.0,Lemyethna Township,95.174538,17.600376
2117,No(2)(W),448.0,211.0,237.0,Myanaung Township,95.31779,18.286958
2118,No(2)(W),448.0,211.0,237.0,Kyangin Township,95.147034,18.300443
2119,No(2)(W),448.0,211.0,237.0,Ingapu Township,95.269257,17.809811
2120,No(2)(W),448.0,211.0,237.0,Ingapu Township,95.260728,17.971322
2121,KanNar(W),1289.0,635.0,654.0,Zalun Township,95.556656,17.478098
2122,LanMaTaw(North)(W),4829.0,2168.0,2661.0,Zalun Township,95.556656,17.478098
2123,LanMaTaw(South)(W),3469.0,1582.0,1887.0,Zalun Township,95.556656,17.478098
2124,SanTan(W),3143.0,1570.0,1573.0,Zalun Township,95.556656,17.478098
2125,NyaungPinZay(W),8524.0,4014.0,4510.0,Zalun Township,95.556656,17.478098
2126,No(3)(W),2241.0,968.0,1273.0,Lemyethna Township,95.174538,17.600376
2127,No(3)(W),2241.0,968.0,1273.0,Myanaung Township,95.31779,18.286958
2128,No(3)(W),2241.0,968.0,1273.0,Ingapu Township,95.269257,17.809811
2129,No(3)(W),2241.0,968.0,1273.0,Ingapu Township,95.260728,17.971322
2130,No(3)(W),716.0,331.0,385.0,Lemyethna Township,95.174538,17.600376
2131,No(3)(W),716.0,331.0,385.0,Myanaung Township,95.31779,18.286958
2132,No(3)(W),716.0,331.0,385.0,Ingapu Township,95.269257,17.809811
2133,No(3)(W),716.0,331.0,385.0,Ingapu Township,95.260728,17.971322
2134,No(4)(W),5066.0,2260.0,2806.0,Lemyethna Township,95.174538,17.600376
2135,No(4)(W),5066.0,2260.0,2806.0,Myanaung Township,95.31779,18.286958
2136,No(4)(W),5066.0,2260.0,2806.0,Ingapu Township,95.260728,17.971322
2137,No(4)(W),647.0,314.0,333.0,Lemyethna Township,95.174538,17.600376
2138,No(4)(W),647.0,314.0,333.0,Myanaung Township,95.31779,18.286958
2139,No(4)(W),647.0,314.0,333.0,Ingapu Township,95.260728,17.971322
2140,No(5)(W),2539.0,1077.0,1462.0,Lemyethna Township,95.174538,17.600376
2141,No(5)(W),2539.0,1077.0,1462.0,Myanaung Township,95.31779,18.286958
2142,No(5)(W),2539.0,1077.0,1462.0,Ingapu Township,95.260728,17.971322
2143,No(5)(W),607.0,280.0,327.0,Lemyethna Township,95.174538,17.600376
