,Ward/VillageTract,tot_pop,male_pop,female_pop,Township,Longitude,Latitude
0,AyeYar(W),3647.0,1694.0,1953.0,Myitkyina Township,97.390355,25.387488
1,ThiDar(W),4143.0,2094.0,2049.0,Myitkyina Township,97.390355,25.387488
2,YanGyiAung(W),5309.0,2430.0,2879.0,Myitkyina Township,97.390355,25.387488
3,DuKaHtaung(W),8888.0,3845.0,5043.0,Myitkyina Township,97.390355,25.387488
4,MyoMa(W),1369.0,657.0,712.0,Myitkyina Township,97.390355,25.387488
5,MinYat(W),931.0,421.0,510.0,Myitkyina Township,97.390355,25.387488
6,ShanSu(North)(W),1418.0,674.0,744.0,Myitkyina Township,97.390355,25.387488
7,ShanSu(South)(W),1366.0,664.0,702.0,Myitkyina Township,97.390355,25.387488
8,KachinSu(W),2267.0,1024.0,1243.0,Myitkyina Township,97.390355,25.387488
9,KyunPinThar(W),6106.0,2786.0,3320.0,Myitkyina Township,97.390355,25.387488
10,AyeZayDi(W),5004.0,2321.0,2683.0,Myitkyina Township,97.390355,25.387488
11,ShweNyaungPin(W),9491.0,4277.0,5214.0,Myitkyina Township,97.390355,25.387488
12,MyoThit(W),2067.0,990.0,1077.0,Myitkyina Township,97.390355,25.387488
13,KhayMarThiRi(W),7630.0,3626.0,4004.0,Myitkyina Township,97.390355,25.387488
14,YuZaNa(W),6460.0,3023.0,3437.0,Myitkyina Township,97.390355,25.387488
15,MyayMyint(W),5660.0,2686.0,2974.0,Myitkyina Township,97.390355,25.387488
16,ShweSet(W),9409.0,4581.0,4828.0,Myitkyina Township,97.390355,25.387488
17,ManKhein(W),9223.0,4599.0,4624.0,Myitkyina Township,97.390355,25.387488
18,TatKone(W),27354.0,12773.0,14581.0,Myitkyina Township,97.390355,25.387488
19,SiTarPu(W),19969.0,9249.0,10720.0,Myitkyina Township,97.390355,25.387488
20,RamPu(W),26197.0,12311.0,13886.0,Myitkyina Township,97.390355,25.387488
21,KyetPaungChan(W),5234.0,2553.0,2681.0,Myitkyina Township,97.390355,25.387488
22,MyoThitGyi(W),23760.0,11576.0,12184.0,Myitkyina Township,97.390355,25.387488
23,LelKone(W),23413.0,11918.0,11495.0,Myitkyina Township,97.390355,25.387488
24,ShweAik(W),1418.0,770.0,648.0,Myitkyina Township,97.390355,25.387488
25,ShwePyiThar(W),1012.0,490.0,522.0,Myitkyina Township,97.390355,25.387488
26,PanMaTi(W),16954.0,8613.0,8341.0,Myitkyina Township,97.390355,25.387488
27,ChaungGyi(W),3199.0,1575.0,1624.0,Tanintharyi Township,99.016256,12.084177
28,ChaungNge(W),2315.0,1171.0,1144.0,Tanintharyi Township,99.016256,12.084177
29,No(1)(W),3019.0,1451.0,1568.0,Kyunsu Township,98.513198,11.787821
30,No(1)(W),3019.0,1451.0,1568.0,Palaw Township,98.648224,12.969094
31,No(1)(W),3019.0,1451.0,1568.0,Palaw Township,98.622123,13.270975
32,No(1)(W),3004.0,1801.0,1203.0,Kyunsu Township,98.513198,11.787821
33,No(1)(W),3004.0,1801.0,1203.0,Palaw Township,98.648224,12.969094
34,No(1)(W),3004.0,1801.0,1203.0,Palaw Township,98.622123,13.270975
35,No(1)(W),6424.0,3192.0,3232.0,Kyunsu Township,98.513198,11.787821
36,No(1)(W),6424.0,3192.0,3232.0,Palaw Township,98.648224,12.969094
37,No(1)(W),6424.0,3192.0,3232.0,Palaw Township,98.622123,13.270975
38,No(2)(W),615.0,291.0,324.0,Kyunsu Township,98.513198,11.787821
39,No(2)(W),615.0,291.0,324.0,Palaw Township,98.648224,12.969094
40,No(2)(W),615.0,291.0,324.0,Palaw Township,98.622123,13.270975
41,No(2)(W),596.0,307.0,289.0,Kyunsu Township,98.513198,11.787821
42,No(2)(W),596.0,307.0,289.0,Palaw Township,98.648224,12.969094
43,No(2)(W),596.0,307.0,289.0,Palaw Township,98.622123,13.270975
44,No(2)(W),6462.0,3149.0,3313.0,Kyunsu Township,98.513198,11.787821
45,No(2)(W),6462.0,3149.0,3313.0,Palaw Township,98.648224,12.969094
46,No(2)(W),6462.0,3149.0,3313.0,Palaw Township,98.622123,13.270975
47,No(3)(W),598.0,358.0,240.0,Kyunsu Township,98.513198,11.787821
48,No(3)(W),598.0,358.0,240.0,Palaw Township,98.648224,12.969094
49,No(3)(W),598.0,358.0,240.0,Palaw Township,98.622123,13.270975
50,No(3)(W),1391.0,679.0,712.0,Kyunsu Township,98.513198,11.787821
51,No(3)(W),1391.0,679.0,712.0,Palaw Township,98.648224,12.969094
52,No(3)(W),1391.0,679.0,712.0,Palaw Township,98.622123,13.270975
53,No(3)(W),2142.0,969.0,1173.0,Kyunsu Township,98.513198,11.787821
54,No(3)(W),2142.0,969.0,1173.0,Palaw Township,98.648224,12.969094
55,No(3)(W),2142.0,969.0,1173.0,Palaw Township,98.622123,13.270975
56,No(4)(W),1944.0,964.0,980.0,Kyunsu Township,98.513198,11.787821
57,No(4)(W),1944.0,964.0,980.0,Palaw Township,98.648224,12.969094
58,No(4)(W),1944.0,964.0,980.0,Palaw Township,98.622123,13.270975
59,No(4)(W),557.0,267.0,290.0,Kyunsu Township,98.513198,11.787821
60,No(4)(W),557.0,267.0,290.0,Palaw Township,98.648224,12.969094
61,No(4)(W),557.0,267.0,290.0,Palaw Township,98.622123,13.270975
62,No(4)(W),2510.0,1187.0,1323.0,Kyunsu Township,98.513198,11.787821
63,No(4)(W),2510.0,1187.0,1323.0,Palaw Township,98.648224,12.969094
64,No(4)(W),2510.0,1187.0,1323.0,Palaw Township,98.622123,13.270975
65,ShweHinThar(W),3585.0,1823.0,1762.0,Kawthoung Township,98.563828,10.01202
66,AhNanWar(W),3776.0,1804.0,1972.0,Kawthoung Township,98.563828,10.01202
67,PiTaukShweWar(W),7557.0,3696.0,3861.0,Kawthoung Township,98.563828,10.01202
68,BaYintNaung(W),3495.0,1708.0,1787.0,Kawthoung Township,98.563828,10.01202
69,AungThuKha(W),7926.0,3838.0,4088.0,Kawthoung Township,98.563828,10.01202
70,ThiRiMyaing(W),2610.0,1296.0,1314.0,Kawthoung Township,98.563828,10.01202
71,ShweZinYaw(W),5855.0,2968.0,2887.0,Kawthoung Township,98.563828,10.01202
72,AyeYeikNyein(W),10533.0,5148.0,5385.0,Kawthoung Township,98.563828,10.01202
73,ShwePyiThar(W),8978.0,4566.0,4412.0,Kawthoung Township,98.563828,10.01202
74,ShweBonThar(W),1586.0,790.0,796.0,Bokpyin Township,98.76107,11.262613
75,AungMinGaLar(W),1248.0,631.0,617.0,Bokpyin Township,98.76107,11.262613
76,No(1)(W),1603.0,816.0,787.0,Kawthoung Township,98.625,10.353
77,No(1)(W),1603.0,816.0,787.0,Bokpyin Township,98.759979,10.933357
78,No(2)(W),730.0,516.0,214.0,Kawthoung Township,98.625,10.353
79,No(2)(W),730.0,516.0,214.0,Bokpyin Township,98.759979,10.933357
80,No(3)(W),939.0,495.0,444.0,Kawthoung Township,98.625,10.353
81,No(3)(W),939.0,495.0,444.0,Bokpyin Township,98.759979,10.933357
82,PyiGyiMandaing(W),1566.0,784.0,782.0,Bokpyin Township,99.002,11.468
83,LayHnar(East)(W),1453.0,769.0,684.0,Bokpyin Township,99.002,11.468
84,LayHnar(West)(W),627.0,412.0,215.0,Bokpyin Township,99.002,11.468
85,MyoTwin(East-KaGyi)(W),9091.0,4668.0,4423.0,Bago Township,96.483893,17.335828
86,MyoTwin(East-KhaGway)(W),31389.0,14041.0,17348.0,Bago Township,96.483893,17.335828
87,LeikPyarKan(W),5358.0,2720.0,2638.0,Bago Township,96.483893,17.335828
88,PonNarSu(W),12285.0,5662.0,6623.0,Bago Township,96.483893,17.335828
89,PanHlaing(W),1128.0,494.0,634.0,Bago Township,96.483893,17.335828
90,ZayPaing(W),967.0,420.0,547.0,Bago Township,96.483893,17.335828
91,ZayPaing(W),967.0,420.0,547.0,Thanatpin Township,96.576637,17.289032
92,ZayPaing(W),967.0,420.0,547.0,Kyauktaga Township,96.613907,18.158672
93,ZayPaing(W),967.0,420.0,547.0,Daik-U Township,96.669693,17.789671
94,ZayPaing(W),2429.0,1127.0,1302.0,Bago Township,96.483893,17.335828
95,ZayPaing(W),2429.0,1127.0,1302.0,Thanatpin Township,96.576637,17.289032
96,ZayPaing(W),2429.0,1127.0,1302.0,Kyauktaga Township,96.613907,18.158672
97,ZayPaing(W),2429.0,1127.0,1302.0,Daik-U Township,96.669693,17.789671
98,ZayPaing(W),2531.0,1193.0,1338.0,Bago Township,96.483893,17.335828
99,ZayPaing(W),2531.0,1193.0,1338.0,Thanatpin Township,96.576637,17.289032
100,ZayPaing(W),2531.0,1193.0,1338.0,Kyauktaga Township,96.613907,18.158672
101,ZayPaing(W),2531.0,1193.0,1338.0,Daik-U Township,96.669693,17.789671
102,ZayPaing(W),1153.0,496.0,657.0,Bago Township,96.483893,17.335828
103,ZayPaing(W),1153.0,496.0,657.0,Thanatpin Township,96.576637,17.289032
104,ZayPaing(W),1153.0,496.0,657.0,Kyauktaga Township,96.613907,18.158672
105,ZayPaing(W),1153.0,496.0,657.0,Daik-U Township,96.669693,17.789671
106,NyaungWaing(South)(W),1349.0,585.0,764.0,Bago Township,96.483893,17.335828
107,NyaungWaing(North)(W),1094.0,478.0,616.0,Bago Township,96.483893,17.335828
108,ThunHpaYarKone(W),1641.0,935.0,706.0,Bago Township,96.483893,17.335828
109,KyaukGyiSu(W),7867.0,3656.0,4211.0,Bago Township,96.483893,17.335828
110,ZyaingGaNaing(South)(W),7410.0,3561.0,3849.0,Bago Township,96.483893,17.335828
111,ZyaingGaNaing(North)(W),8570.0,4018.0,4552.0,Bago Township,96.483893,17.335828
112,MaZin(KaGyi)(W),19954.0,9312.0,10642.0,Bago Township,96.483893,17.335828
113,MaZin(GaNge)(W),11891.0,5657.0,6234.0,Bago Township,96.483893,17.335828
114,HinTharKone(W),8148.0,3679.0,4469.0,Bago Township,96.483893,17.335828
115,BoKone(W),5566.0,2646.0,2920.0,Bago Township,96.483893,17.335828
116,HanTharWaDi(W),5041.0,2381.0,2660.0,Bago Township,96.483893,17.335828
117,YwaThit(W),2517.0,1157.0,1360.0,Bago Township,96.483893,17.335828
118,MyoThit(W),10537.0,5022.0,5515.0,Bago Township,96.483893,17.335828
119,AukSuPaing(W),1533.0,701.0,832.0,Thanatpin Township,96.576637,17.289032
120,HpaYarGyiPaing(W),3332.0,1538.0,1794.0,Thanatpin Township,96.576637,17.289032
121,BuTarPaing(W),2178.0,996.0,1182.0,Thanatpin Township,96.576637,17.289032
122,SetKonePaing(W),4358.0,2062.0,2296.0,Thanatpin Township,96.576637,17.289032
123,TaDarGyi(W),746.0,355.0,391.0,Kawa Township,96.466322,17.089668
124,KyaungGyi(W),1095.0,516.0,579.0,Kawa Township,96.466322,17.089668
125,MinPaing(W),822.0,359.0,463.0,Kawa Township,96.466322,17.089668
126,YoneGyi(W),1408.0,632.0,776.0,Kawa Township,96.466322,17.089668
127,KhaMayLay(W),956.0,462.0,494.0,Kawa Township,96.466322,17.089668
128,ZayGyi(W),2411.0,1085.0,1326.0,Kawa Township,96.59657,17.02939
129,ShwePyiAye(W),1843.0,851.0,992.0,Kawa Township,96.59657,17.02939
130,KanTaw(W),3597.0,1644.0,1953.0,Waw Township,96.682335,17.483604
131,ThitSet(W),1990.0,877.0,1113.0,Waw Township,96.682335,17.483604
132,ChanMyaTharSi(W),2411.0,1108.0,1303.0,Waw Township,96.682335,17.483604
133,AyeChanTharYar(W),4675.0,2172.0,2503.0,Waw Township,96.682335,17.483604
134,BoeBon(W),208.0,100.0,108.0,Waw Township,96.682335,17.483604
135,WawAhSheyBetKan(W),10262.0,4851.0,5411.0,Waw Township,96.682335,17.483604
136,No(1)(W),359.0,171.0,188.0,Waingmaw Township,97.44281,25.35099
137,No(1)(W),359.0,171.0,188.0,Waingmaw Township,97.87883,25.380484
138,No(1)(W),359.0,171.0,188.0,Waingmaw Township,98.117394,25.403186
139,No(1)(W),359.0,171.0,188.0,Injangyang Township,97.726713,25.829906
140,No(1)(W),359.0,171.0,188.0,Tanai Township,96.2094,26.69478
141,No(1)(W),359.0,171.0,188.0,Chipwi Township,98.378634,25.598664
142,No(1)(W),5349.0,2536.0,2813.0,Waingmaw Township,97.44281,25.35099
143,No(1)(W),5349.0,2536.0,2813.0,Waingmaw Township,97.87883,25.380484
144,No(1)(W),5349.0,2536.0,2813.0,Waingmaw Township,98.117394,25.403186
145,No(1)(W),5349.0,2536.0,2813.0,Injangyang Township,97.726713,25.829906
146,No(1)(W),5349.0,2536.0,2813.0,Tanai Township,96.2094,26.69478
147,No(1)(W),5349.0,2536.0,2813.0,Chipwi Township,98.378634,25.598664
148,No(1)(W),95.0,44.0,51.0,Waingmaw Township,97.44281,25.35099
149,No(1)(W),95.0,44.0,51.0,Waingmaw Township,97.87883,25.380484
150,No(1)(W),95.0,44.0,51.0,Waingmaw Township,98.117394,25.403186
151,No(1)(W),95.0,44.0,51.0,Injangyang Township,97.726713,25.829906
152,No(1)(W),95.0,44.0,51.0,Tanai Township,96.2094,26.69478
153,No(1)(W),95.0,44.0,51.0,Chipwi Township,98.378634,25.598664
154,No(1)(W),527.0,257.0,270.0,Waingmaw Township,97.44281,25.35099
155,No(1)(W),527.0,257.0,270.0,Waingmaw Township,97.87883,25.380484
156,No(1)(W),527.0,257.0,270.0,Waingmaw Township,98.117394,25.403186
157,No(1)(W),527.0,257.0,270.0,Injangyang Township,97.726713,25.829906
158,No(1)(W),527.0,257.0,270.0,Tanai Township,96.2094,26.69478
159,No(1)(W),527.0,257.0,270.0,Chipwi Township,98.378634,25.598664
160,No(1)(W),325.0,182.0,143.0,Waingmaw Township,97.44281,25.35099
161,No(1)(W),325.0,182.0,143.0,Waingmaw Township,97.87883,25.380484
162,No(1)(W),325.0,182.0,143.0,Waingmaw Township,98.117394,25.403186
163,No(1)(W),325.0,182.0,143.0,Injangyang Township,97.726713,25.829906
164,No(1)(W),325.0,182.0,143.0,Tanai Township,96.2094,26.69478
165,No(1)(W),325.0,182.0,143.0,Chipwi Township,98.378634,25.598664
166,No(1)(W),1489.0,882.0,607.0,Waingmaw Township,97.44281,25.35099
167,No(1)(W),1489.0,882.0,607.0,Waingmaw Township,97.87883,25.380484
168,No(1)(W),1489.0,882.0,607.0,Waingmaw Township,98.117394,25.403186
169,No(1)(W),1489.0,882.0,607.0,Injangyang Township,97.726713,25.829906
170,No(1)(W),1489.0,882.0,607.0,Tanai Township,96.2094,26.69478
171,No(1)(W),1489.0,882.0,607.0,Chipwi Township,98.378634,25.598664
172,No(2)(W),412.0,215.0,197.0,Waingmaw Township,97.44281,25.35099
173,No(2)(W),412.0,215.0,197.0,Waingmaw Township,97.87883,25.380484
174,No(2)(W),412.0,215.0,197.0,Waingmaw Township,98.117394,25.403186
175,No(2)(W),412.0,215.0,197.0,Injangyang Township,97.726713,25.829906
176,No(2)(W),412.0,215.0,197.0,Tanai Township,96.2094,26.69478
177,No(2)(W),412.0,215.0,197.0,Chipwi Township,98.378634,25.598664
178,No(2)(W),3810.0,1826.0,1984.0,Waingmaw Township,97.44281,25.35099
179,No(2)(W),3810.0,1826.0,1984.0,Waingmaw Township,97.87883,25.380484
180,No(2)(W),3810.0,1826.0,1984.0,Waingmaw Township,98.117394,25.403186
181,No(2)(W),3810.0,1826.0,1984.0,Injangyang Township,97.726713,25.829906
182,No(2)(W),3810.0,1826.0,1984.0,Tanai Township,96.2094,26.69478
183,No(2)(W),3810.0,1826.0,1984.0,Chipwi Township,98.378634,25.598664
184,No(2)(W),36.0,18.0,18.0,Waingmaw Township,97.44281,25.35099
185,No(2)(W),36.0,18.0,18.0,Waingmaw Township,97.87883,25.380484
186,No(2)(W),36.0,18.0,18.0,Waingmaw Township,98.117394,25.403186
187,No(2)(W),36.0,18.0,18.0,Injangyang Township,97.726713,25.829906
188,No(2)(W),36.0,18.0,18.0,Tanai Township,96.2094,26.69478
189,No(2)(W),36.0,18.0,18.0,Chipwi Township,98.378634,25.598664
190,No(2)(W),1122.0,591.0,531.0,Waingmaw Township,97.44281,25.35099
191,No(2)(W),1122.0,591.0,531.0,Waingmaw Township,97.87883,25.380484
192,No(2)(W),1122.0,591.0,531.0,Waingmaw Township,98.117394,25.403186
193,No(2)(W),1122.0,591.0,531.0,Injangyang Township,97.726713,25.829906
194,No(2)(W),1122.0,591.0,531.0,Tanai Township,96.2094,26.69478
195,No(2)(W),1122.0,591.0,531.0,Chipwi Township,98.378634,25.598664
196,No(2)(W),655.0,319.0,336.0,Waingmaw Township,97.44281,25.35099
197,No(2)(W),655.0,319.0,336.0,Waingmaw Township,97.87883,25.380484
198,No(2)(W),655.0,319.0,336.0,Waingmaw Township,98.117394,25.403186
199,No(2)(W),655.0,319.0,336.0,Injangyang Township,97.726713,25.829906
200,No(2)(W),655.0,319.0,336.0,Tanai Township,96.2094,26.69478
201,No(2)(W),655.0,319.0,336.0,Chipwi Township,98.378634,25.598664
202,No(2)(W),923.0,475.0,448.0,Waingmaw Township,97.44281,25.35099
203,No(2)(W),923.0,475.0,448.0,Waingmaw Township,97.87883,25.380484
204,No(2)(W),923.0,475.0,448.0,Waingmaw Township,98.117394,25.403186
205,No(2)(W),923.0,475.0,448.0,Injangyang Township,97.726713,25.829906
206,No(2)(W),923.0,475.0,448.0,Tanai Township,96.2094,26.69478
207,No(2)(W),923.0,475.0,448.0,Chipwi Township,98.378634,25.598664
208,No(3)(W),452.0,237.0,215.0,Waingmaw Township,97.44281,25.35099
209,No(3)(W),452.0,237.0,215.0,Waingmaw Township,97.87883,25.380484
210,No(3)(W),452.0,237.0,215.0,Waingmaw Township,98.117394,25.403186
211,No(3)(W),452.0,237.0,215.0,Injangyang Township,97.726713,25.829906
212,No(3)(W),452.0,237.0,215.0,Tanai Township,96.2094,26.69478
213,No(3)(W),452.0,237.0,215.0,Chipwi Township,98.378634,25.598664
214,No(3)(W),6253.0,3124.0,3129.0,Waingmaw Township,97.44281,25.35099
215,No(3)(W),6253.0,3124.0,3129.0,Waingmaw Township,97.87883,25.380484
216,No(3)(W),6253.0,3124.0,3129.0,Waingmaw Township,98.117394,25.403186
217,No(3)(W),6253.0,3124.0,3129.0,Injangyang Township,97.726713,25.829906
218,No(3)(W),6253.0,3124.0,3129.0,Tanai Township,96.2094,26.69478
219,No(3)(W),6253.0,3124.0,3129.0,Chipwi Township,98.378634,25.598664
220,No(3)(W),59.0,49.0,10.0,Waingmaw Township,97.44281,25.35099
221,No(3)(W),59.0,49.0,10.0,Waingmaw Township,97.87883,25.380484
222,No(3)(W),59.0,49.0,10.0,Waingmaw Township,98.117394,25.403186
223,No(3)(W),59.0,49.0,10.0,Injangyang Township,97.726713,25.829906
224,No(3)(W),59.0,49.0,10.0,Tanai Township,96.2094,26.69478
225,No(3)(W),59.0,49.0,10.0,Chipwi Township,98.378634,25.598664
226,No(3)(W),689.0,354.0,335.0,Waingmaw Township,97.44281,25.35099
227,No(3)(W),689.0,354.0,335.0,Waingmaw Township,97.87883,25.380484
228,No(3)(W),689.0,354.0,335.0,Waingmaw Township,98.117394,25.403186
229,No(3)(W),689.0,354.0,335.0,Injangyang Township,97.726713,25.829906
230,No(3)(W),689.0,354.0,335.0,Tanai Township,96.2094,26.69478
231,No(3)(W),689.0,354.0,335.0,Chipwi Township,98.378634,25.598664
232,No(3)(W),173.0,107.0,66.0,Waingmaw Township,97.44281,25.35099
233,No(3)(W),173.0,107.0,66.0,Waingmaw Township,97.87883,25.380484
234,No(3)(W),173.0,107.0,66.0,Waingmaw Township,98.117394,25.403186
235,No(3)(W),173.0,107.0,66.0,Injangyang Township,97.726713,25.829906
236,No(3)(W),173.0,107.0,66.0,Tanai Township,96.2094,26.69478
237,No(3)(W),173.0,107.0,66.0,Chipwi Township,98.378634,25.598664
238,No(3)(W),2684.0,1529.0,1155.0,Waingmaw Township,97.44281,25.35099
239,No(3)(W),2684.0,1529.0,1155.0,Waingmaw Township,97.87883,25.380484
240,No(3)(W),2684.0,1529.0,1155.0,Waingmaw Township,98.117394,25.403186
241,No(3)(W),2684.0,1529.0,1155.0,Injangyang Township,97.726713,25.829906
242,No(3)(W),2684.0,1529.0,1155.0,Tanai Township,96.2094,26.69478
243,No(3)(W),2684.0,1529.0,1155.0,Chipwi Township,98.378634,25.598664
244,MyoMaNo(1)(W),4286.0,2059.0,2227.0,Nyaunglebin Township,96.845345,17.914909
245,MyoMaNo(1)(W),4286.0,2059.0,2227.0,Nyaunglebin Township,96.71597,17.875173
246,MyoMaNo(1)(W),4286.0,2059.0,2227.0,Nyaunglebin Township,96.66836,18.0699
247,MyoMaNo(1)(W),5392.0,2609.0,2783.0,Nyaunglebin Township,96.845345,17.914909
248,MyoMaNo(1)(W),5392.0,2609.0,2783.0,Nyaunglebin Township,96.71597,17.875173
249,MyoMaNo(1)(W),5392.0,2609.0,2783.0,Nyaunglebin Township,96.66836,18.0699
250,MyoMaNo(2)(W),6675.0,3211.0,3464.0,Nyaunglebin Township,96.845345,17.914909
251,MyoMaNo(2)(W),6675.0,3211.0,3464.0,Nyaunglebin Township,96.71597,17.875173
252,MyoMaNo(2)(W),6675.0,3211.0,3464.0,Nyaunglebin Township,96.66836,18.0699
253,MyoMaNo(2)(W),6638.0,3092.0,3546.0,Nyaunglebin Township,96.845345,17.914909
254,MyoMaNo(2)(W),6638.0,3092.0,3546.0,Nyaunglebin Township,96.71597,17.875173
255,MyoMaNo(2)(W),6638.0,3092.0,3546.0,Nyaunglebin Township,96.66836,18.0699
256,MyoMaNo(3)(W),4915.0,2265.0,2650.0,Nyaunglebin Township,96.71597,17.875173
257,MyoMaNo(4)(W),4378.0,2042.0,2336.0,Nyaunglebin Township,96.71597,17.875173
258,Kwin(West)(W),5415.0,2560.0,2855.0,Kyauktaga Township,96.613907,18.158672
259,SarTaik(W),2271.0,1094.0,1177.0,Kyauktaga Township,96.613907,18.158672
260,Kwin(South)(W),2745.0,1244.0,1501.0,Kyauktaga Township,96.613907,18.158672
261,Kwin(North)(W),3023.0,1420.0,1603.0,Kyauktaga Township,96.613907,18.158672
262,TaPinShweHtee(W),3893.0,1874.0,2019.0,Kyauktaga Township,96.568855,18.222708
263,GonTaw(W),823.0,387.0,436.0,Kyauktaga Township,96.568855,18.222708
264,PyiTawThar(W),1576.0,711.0,865.0,Kyauktaga Township,96.568855,18.222708
265,ThaTiPaHtan(W),2623.0,1181.0,1442.0,Kyauktaga Township,96.568855,18.222708
266,MyoMa(W),617.0,271.0,346.0,Kyauktaga Township,96.568855,18.222708
267,ThanMaNi(W),2538.0,1190.0,1348.0,Kyauktaga Township,96.568855,18.222708
268,AungMyay(W),1735.0,833.0,902.0,Kyauktaga Township,96.568855,18.222708
269,KanBawZa(W),1866.0,891.0,975.0,Kyauktaga Township,96.568855,18.222708
270,KonThei(W),1518.0,668.0,850.0,Daik-U Township,96.669693,17.789671
271,WarSo(W),3959.0,1864.0,2095.0,Daik-U Township,96.669693,17.789671
272,KyaungSu(W),2513.0,1128.0,1385.0,Daik-U Township,96.669693,17.789671
273,ThanTaDar(W),3048.0,1453.0,1595.0,Daik-U Township,96.669693,17.789671
274,MinTe(W),8033.0,3780.0,4253.0,Daik-U Township,96.669693,17.789671
275,SetKwin(W),1997.0,923.0,1074.0,Daik-U Township,96.669693,17.789671
276,DaYeiMee(W),4668.0,2246.0,2422.0,Daik-U Township,96.669693,17.789671
277,HpaAungWea(W),11588.0,5496.0,6092.0,Daik-U Township,96.669693,17.789671
278,MaGyiTan(W),1610.0,748.0,862.0,Shwegyin Township,96.877666,17.923038
279,PweKone(W),2569.0,1217.0,1352.0,Shwegyin Township,96.877666,17.923038
280,KyayNanTan+ShanKone(W),7294.0,3574.0,3720.0,Shwegyin Township,96.877666,17.923038
281,PyinMaPin(W),2389.0,1189.0,1200.0,Shwegyin Township,96.877666,17.923038
282,GantGawWaing(W),2407.0,1159.0,1248.0,Shwegyin Township,96.877666,17.923038
283,PanBeDan(W),1217.0,545.0,672.0,Shwegyin Township,96.877666,17.923038
284,TaYokeTan+NyaungWaing(W),2875.0,1393.0,1482.0,Shwegyin Township,96.877666,17.923038
285,KyweTe(W),4218.0,2169.0,2049.0,Shwegyin Township,96.877666,17.923038
286,NamKhar(W),7721.0,3709.0,4012.0,Mohnyin Township,96.373198,24.779057
287,MyoMa(W),7073.0,3549.0,3524.0,Mohnyin Township,96.373198,24.779057
288,MyoMa(W),7073.0,3549.0,3524.0,Mogaung Township,97.00896,25.37835
289,MyoMa(W),7073.0,3549.0,3524.0,Hpakant Township,96.312122,25.612795
290,MyoMa(W),3299.0,1779.0,1520.0,Mohnyin Township,96.373198,24.779057
291,MyoMa(W),3299.0,1779.0,1520.0,Mogaung Township,97.00896,25.37835
292,MyoMa(W),3299.0,1779.0,1520.0,Hpakant Township,96.312122,25.612795
293,OkeKyin(W),4677.0,2173.0,2504.0,Mohnyin Township,96.373198,24.779057
294,AhSheySu(W),7154.0,3409.0,3745.0,Mohnyin Township,96.373198,24.779057
295,AungThaPyay(W),6665.0,3070.0,3595.0,Mohnyin Township,96.373198,24.779057
296,NaWin(W),19347.0,8845.0,10502.0,Pyay Township,95.221029,18.82151
297,ShweKu(W),3178.0,1554.0,1624.0,Pyay Township,95.221029,18.82151
298,KyaungGyiOeTan(W),4204.0,1824.0,2380.0,Pyay Township,95.221029,18.82151
299,SanTaw(W),12173.0,5788.0,6385.0,Pyay Township,95.221029,18.82151
300,SinSu(W),9514.0,4413.0,5101.0,Pyay Township,95.221029,18.82151
301,YwarBe(W),39564.0,18642.0,20922.0,Pyay Township,95.221029,18.82151
302,PyiTharYar(W),13474.0,6188.0,7286.0,Pyay Township,95.221029,18.82151
303,NaWaDay(W),5414.0,2683.0,2731.0,Pyay Township,95.221029,18.82151
304,ShweTaGar(W),12015.0,5732.0,6283.0,Pyay Township,95.221029,18.82151
305,No(1)(W),3859.0,1788.0,2071.0,Paukkhaung Township,95.548187,18.9028
306,No(2)(W),1772.0,849.0,923.0,Paukkhaung Township,95.548187,18.9028
307,No(3)(W),3085.0,1428.0,1657.0,Paukkhaung Township,95.548187,18.9028
308,No(4)(W),2646.0,1188.0,1458.0,Paukkhaung Township,95.548187,18.9028
309,No(5)(W),2675.0,1224.0,1451.0,Paukkhaung Township,95.548187,18.9028
310,KyaKhat(W),1462.0,671.0,791.0,Padaung Township,95.153526,18.717974
311,MinYat(W),1024.0,450.0,574.0,Padaung Township,95.153526,18.717974
312,WunLo(W),1700.0,774.0,926.0,Padaung Township,95.153526,18.717974
313,SiThar(W),1590.0,734.0,856.0,Padaung Township,95.153526,18.717974
314,HpaungKan(W),1167.0,527.0,640.0,Padaung Township,95.153526,18.717974
315,BweitPinKan(W),1762.0,837.0,925.0,Paungde Township,95.50721,18.48947
316,PyinPinKan(W),2230.0,1066.0,1164.0,Paungde Township,95.50721,18.48947
317,MinKwetNo(1)(W),1990.0,915.0,1075.0,Paungde Township,95.50721,18.48947
318,MinKwetNo(2)(W),1815.0,861.0,954.0,Paungde Township,95.50721,18.48947
319,MinKwetNo(3)(W),4092.0,1908.0,2184.0,Paungde Township,95.50721,18.48947
320,NweCho(1)(W),2629.0,1227.0,1402.0,Paungde Township,95.50721,18.48947
321,NweCho(2)(W),1734.0,816.0,918.0,Paungde Township,95.50721,18.48947
322,HinTharKan(W),1316.0,624.0,692.0,Paungde Township,95.50721,18.48947
323,MyoMa(W),2282.0,1061.0,1221.0,Thegon Township,95.417206,18.646975
324,KanTawMinGaLar(W),2331.0,1051.0,1280.0,Thegon Township,95.417206,18.646975
325,HtanYin(W),964.0,437.0,527.0,Thegon Township,95.417206,18.646975
326,PaukTaw(W),2159.0,1073.0,1086.0,Thegon Township,95.417206,18.646975
