Unnamed: 0,centroid_lon,centroid_lat,pcode_ts,township_name,pop_total,urban_perc,literacy_perc_total,literacy_perc_urban,literacy_perc_rural,mean_hhsize,hh_1,hh_2,hh_3,hh_4,hh_5,hh_6,hh_7,hh_8,hh_9,light_total,electricity,kerosene,candle,lbattery,generator,water,solar,other,trans_t,trans_car,trans_mcyc,trans_bicyc,trans_4wheel,trans_canoe,trans_mboat,trans_cart,ownshp_t,ownshp_own,ownshp_rent,ownshp_free,ownshp_gov,ownshp_com,ownshp_oth,com_t,com_radio,com_tv,com_lline,com_mob,com_comp,com_int,Ward/Village
0,97.2030164,25.35259274,MMR001001,Myitkyina,317604,77.61426179,94.21729002,95.1833572,90.41629984,5,1771,4523,7356,9091,8578,6739,4869,4107,5557,52591,26777,102.0,11498.0,2020.0,3591.0,2220.0,6041.0,342.0,52591,3180,40715,23313,1057.0,1218.0,667.0,6994,52591,35343,10161,1905.0,4464,458.0,260,52591,28403,35801,4499,28739,4041,6078,"[{'AyeYar(W)': {'tot_pop': 3647.0, 'female_pop': 1953.0, 'male_pop': 1694.0}}, {'ThiDar(W)': {'tot_pop': 4143.0, 'female_pop': 2049.0, 'male_pop': 2094.0}}, {'YanGyiAung(W)': {'tot_pop': 5309.0, 'female_pop': 2879.0, 'male_pop': 2430.0}}, {'DuKaHtaung(W)': {'tot_pop': 8888.0, 'female_pop': 5043.0, 'male_pop': 3845.0}}, {'MyoMa(W)': {'tot_pop': 1369.0, 'female_pop': 712.0, 'male_pop': 657.0}}, {'MinYat(W)': {'tot_pop': 931.0, 'female_pop': 510.0, 'male_pop': 421.0}}, {'ShanSu(North)(W)': {'tot_pop': 1418.0, 'female_pop': 744.0, 'male_pop': 674.0}}, {'ShanSu(South)(W)': {'tot_pop': 1366.0, 'female_pop': 702.0, 'male_pop': 664.0}}, {'KachinSu(W)': {'tot_pop': 2267.0, 'female_pop': 1243.0, 'male_pop': 1024.0}}, {'KyunPinThar(W)': {'tot_pop': 6106.0, 'female_pop': 3320.0, 'male_pop': 2786.0}}, {'AyeZayDi(W)': {'tot_pop': 5004.0, 'female_pop': 2683.0, 'male_pop': 2321.0}}, {'ShweNyaungPin(W)': {'tot_pop': 9491.0, 'female_pop': 5214.0, 'male_pop': 4277.0}}, {'MyoThit(W)': {'tot_pop': 2067.0, 'female_pop': 1077.0, 'male_pop': 990.0}}, {'KhayMarThiRi(W)': {'tot_pop': 7630.0, 'female_pop': 4004.0, 'male_pop': 3626.0}}, {'YuZaNa(W)': {'tot_pop': 6460.0, 'female_pop': 3437.0, 'male_pop': 3023.0}}, {'MyayMyint(W)': {'tot_pop': 5660.0, 'female_pop': 2974.0, 'male_pop': 2686.0}}, {'ShweSet(W)': {'tot_pop': 9409.0, 'female_pop': 4828.0, 'male_pop': 4581.0}}, {'ManKhein(W)': {'tot_pop': 9223.0, 'female_pop': 4624.0, 'male_pop': 4599.0}}, {'TatKone(W)': {'tot_pop': 27354.0, 'female_pop': 14581.0, 'male_pop': 12773.0}}, {'SiTarPu(W)': {'tot_pop': 19969.0, 'female_pop': 10720.0, 'male_pop': 9249.0}}, {'RamPu(W)': {'tot_pop': 26197.0, 'female_pop': 13886.0, 'male_pop': 12311.0}}, {'KyetPaungChan(W)': {'tot_pop': 5234.0, 'female_pop': 2681.0, 'male_pop': 2553.0}}, {'MyoThitGyi(W)': {'tot_pop': 23760.0, 'female_pop': 12184.0, 'male_pop': 11576.0}}, {'LelKone(W)': {'tot_pop': 23413.0, 'female_pop': 11495.0, 'male_pop': 11918.0}}, {'ShweAik(W)': {'tot_pop': 1418.0, 'female_pop': 648.0, 'male_pop': 770.0}}, {'ShwePyiThar(W)': {'tot_pop': 1012.0, 'female_pop': 522.0, 'male_pop': 490.0}}, {'PanMaTi(W)': {'tot_pop': 16954.0, 'female_pop': 8341.0, 'male_pop': 8613.0}}, {'AyeYarU(W)': {'tot_pop': 1502.0, 'female_pop': 656.0, 'male_pop': 846.0}}, {'AungMinGaLar(W)': {'tot_pop': 1246.0, 'female_pop': 613.0, 'male_pop': 633.0}}, {'AungChanThar(W)': {'tot_pop': 727.0, 'female_pop': 378.0, 'male_pop': 349.0}}, {'Alam(VT)': {'tot_pop': 4669.0, 'female_pop': 2376.0, 'male_pop': 2293.0}}, {'NawngNang(VT)': {'tot_pop': 7930.0, 'female_pop': 4261.0, 'male_pop': 3669.0}}, {'PaLaNaSaKhanMyar(VT)': {'tot_pop': 7379.0, 'female_pop': 3709.0, 'male_pop': 3670.0}}, {'NamJin(VT)': {'tot_pop': 2117.0, 'female_pop': 1023.0, 'male_pop': 1094.0}}, {'NamKoi(VT)': {'tot_pop': 8515.0, 'female_pop': 3907.0, 'male_pop': 4608.0}}, {'MawHpawng(VT)': {'tot_pop': 9772.0, 'female_pop': 4506.0, 'male_pop': 5266.0}}, {'ShaDaung(VT)': {'tot_pop': 2435.0, 'female_pop': 1215.0, 'male_pop': 1220.0}}, {'LweHkaw(VT)': {'tot_pop': 3979.0, 'female_pop': 1884.0, 'male_pop': 2095.0}}, {'TangHpre(VT)': {'tot_pop': 2075.0, 'female_pop': 1066.0, 'male_pop': 1009.0}}, {'InJitYang(VT)': {'tot_pop': 397.0, 'female_pop': 200.0, 'male_pop': 197.0}}, {'TiYangZug(VT)': {'tot_pop': 841.0, 'female_pop': 396.0, 'male_pop': 445.0}}, {'TaLawGyi(VT)': {'tot_pop': 6879.0, 'female_pop': 3469.0, 'male_pop': 3410.0}}, {'HkaungHpuYwarThit(VT)': {'tot_pop': 1793.0, 'female_pop': 887.0, 'male_pop': 906.0}}, {'HkaungHpuYwarHaung(VT)': {'tot_pop': 819.0, 'female_pop': 444.0, 'male_pop': 375.0}}, {'HoKat(VT)': {'tot_pop': 1450.0, 'female_pop': 719.0, 'male_pop': 731.0}}, {'SanKin(VT)': {'tot_pop': 540.0, 'female_pop': 271.0, 'male_pop': 269.0}}, {'AhKye(VT)': {'tot_pop': 2328.0, 'female_pop': 1183.0, 'male_pop': 1145.0}}, {'MyinThar(VT)': {'tot_pop': 514.0, 'female_pop': 248.0, 'male_pop': 266.0}}, {'YaeNarPinLon(VT)': {'tot_pop': 395.0, 'female_pop': 204.0, 'male_pop': 191.0}}, {'PinTaw(VT)': {'tot_pop': 461.0, 'female_pop': 216.0, 'male_pop': 245.0}}, {'TawPinLon(VT)': {'tot_pop': 714.0, 'female_pop': 345.0, 'male_pop': 369.0}}, {'ManKin(VT)': {'tot_pop': 809.0, 'female_pop': 385.0, 'male_pop': 424.0}}, {'WeaGyi(VT)': {'tot_pop': 297.0, 'female_pop': 138.0, 'male_pop': 159.0}}, {'NawngPwe(VT)': {'tot_pop': 267.0, 'female_pop': 134.0, 'male_pop': 133.0}}, {'NeiChar(VT)': {'tot_pop': 531.0, 'female_pop': 257.0, 'male_pop': 274.0}}, {'ManHpwar(VT)': {'tot_pop': 714.0, 'female_pop': 343.0, 'male_pop': 371.0}}, {'NyaungPinThar(VT)': {'tot_pop': 1845.0, 'female_pop': 878.0, 'male_pop': 967.0}}, {'WaingLon(VT)': {'tot_pop': 341.0, 'female_pop': 163.0, 'male_pop': 178.0}}, {'TarHoeNar(VT)': {'tot_pop': 292.0, 'female_pop': 135.0, 'male_pop': 157.0}}]"
1,97.7010344,25.31177524,MMR001002,Waingmaw,125544,21.23239661,81.92089654,86.46954465,80.62367187,5,933,2088,3043,3767,3886,3215,2320,1653,1955,22860,2728,128.0,9604.0,739.0,1426.0,2580.0,5506.0,149.0,22860,545,14414,6696,632.0,337.0,236.0,6171,22860,19706,1299,703.0,405,588.0,159,22860,10051,10541,1416,5880,474,525,"[{'No(1)(W)': {'tot_pop': 359.0, 'female_pop': 188.0, 'male_pop': 171.0}}, {'No(1)(W)': {'tot_pop': 359.0, 'female_pop': 188.0, 'male_pop': 171.0}}, {'No(1)(W)': {'tot_pop': 359.0, 'female_pop': 188.0, 'male_pop': 171.0}}, {'No(1)(W)': {'tot_pop': 5349.0, 'female_pop': 2813.0, 'male_pop': 2536.0}}, {'No(1)(W)': {'tot_pop': 5349.0, 'female_pop': 2813.0, 'male_pop': 2536.0}}, {'No(1)(W)': {'tot_pop': 5349.0, 'female_pop': 2813.0, 'male_pop': 2536.0}}, {'No(1)(W)': {'tot_pop': 95.0, 'female_pop': 51.0, 'male_pop': 44.0}}, {'No(1)(W)': {'tot_pop': 95.0, 'female_pop': 51.0, 'male_pop': 44.0}}, {'No(1)(W)': {'tot_pop': 95.0, 'female_pop': 51.0, 'male_pop': 44.0}}, {'No(1)(W)': {'tot_pop': 527.0, 'female_pop': 270.0, 'male_pop': 257.0}}, {'No(1)(W)': {'tot_pop': 527.0, 'female_pop': 270.0, 'male_pop': 257.0}}, {'No(1)(W)': {'tot_pop': 527.0, 'female_pop': 270.0, 'male_pop': 257.0}}, {'No(1)(W)': {'tot_pop': 325.0, 'female_pop': 143.0, 'male_pop': 182.0}}, {'No(1)(W)': {'tot_pop': 325.0, 'female_pop': 143.0, 'male_pop': 182.0}}, {'No(1)(W)': {'tot_pop': 325.0, 'female_pop': 143.0, 'male_pop': 182.0}}, {'No(1)(W)': {'tot_pop': 1489.0, 'female_pop': 607.0, 'male_pop': 882.0}}, {'No(1)(W)': {'tot_pop': 1489.0, 'female_pop': 607.0, 'male_pop': 882.0}}, {'No(1)(W)': {'tot_pop': 1489.0, 'female_pop': 607.0, 'male_pop': 882.0}}, {'No(2)(W)': {'tot_pop': 412.0, 'female_pop': 197.0, 'male_pop': 215.0}}, {'No(2)(W)': {'tot_pop': 412.0, 'female_pop': 197.0, 'male_pop': 215.0}}, {'No(2)(W)': {'tot_pop': 412.0, 'female_pop': 197.0, 'male_pop': 215.0}}, {'No(2)(W)': {'tot_pop': 3810.0, 'female_pop': 1984.0, 'male_pop': 1826.0}}, {'No(2)(W)': {'tot_pop': 3810.0, 'female_pop': 1984.0, 'male_pop': 1826.0}}, {'No(2)(W)': {'tot_pop': 3810.0, 'female_pop': 1984.0, 'male_pop': 1826.0}}, {'No(2)(W)': {'tot_pop': 36.0, 'female_pop': 18.0, 'male_pop': 18.0}}, {'No(2)(W)': {'tot_pop': 36.0, 'female_pop': 18.0, 'male_pop': 18.0}}, {'No(2)(W)': {'tot_pop': 36.0, 'female_pop': 18.0, 'male_pop': 18.0}}, {'No(2)(W)': {'tot_pop': 1122.0, 'female_pop': 531.0, 'male_pop': 591.0}}, {'No(2)(W)': {'tot_pop': 1122.0, 'female_pop': 531.0, 'male_pop': 591.0}}, {'No(2)(W)': {'tot_pop': 1122.0, 'female_pop': 531.0, 'male_pop': 591.0}}, {'No(2)(W)': {'tot_pop': 655.0, 'female_pop': 336.0, 'male_pop': 319.0}}, {'No(2)(W)': {'tot_pop': 655.0, 'female_pop': 336.0, 'male_pop': 319.0}}, {'No(2)(W)': {'tot_pop': 655.0, 'female_pop': 336.0, 'male_pop': 319.0}}, {'No(2)(W)': {'tot_pop': 923.0, 'female_pop': 448.0, 'male_pop': 475.0}}, {'No(2)(W)': {'tot_pop': 923.0, 'female_pop': 448.0, 'male_pop': 475.0}}, {'No(2)(W)': {'tot_pop': 923.0, 'female_pop': 448.0, 'male_pop': 475.0}}, {'No(3)(W)': {'tot_pop': 452.0, 'female_pop': 215.0, 'male_pop': 237.0}}, {'No(3)(W)': {'tot_pop': 452.0, 'female_pop': 215.0, 'male_pop': 237.0}}, {'No(3)(W)': {'tot_pop': 452.0, 'female_pop': 215.0, 'male_pop': 237.0}}, {'No(3)(W)': {'tot_pop': 6253.0, 'female_pop': 3129.0, 'male_pop': 3124.0}}, {'No(3)(W)': {'tot_pop': 6253.0, 'female_pop': 3129.0, 'male_pop': 3124.0}}, {'No(3)(W)': {'tot_pop': 6253.0, 'female_pop': 3129.0, 'male_pop': 3124.0}}, {'No(3)(W)': {'tot_pop': 59.0, 'female_pop': 10.0, 'male_pop': 49.0}}, {'No(3)(W)': {'tot_pop': 59.0, 'female_pop': 10.0, 'male_pop': 49.0}}, {'No(3)(W)': {'tot_pop': 59.0, 'female_pop': 10.0, 'male_pop': 49.0}}, {'No(3)(W)': {'tot_pop': 689.0, 'female_pop': 335.0, 'male_pop': 354.0}}, {'No(3)(W)': {'tot_pop': 689.0, 'female_pop': 335.0, 'male_pop': 354.0}}, {'No(3)(W)': {'tot_pop': 689.0, 'female_pop': 335.0, 'male_pop': 354.0}}, {'No(3)(W)': {'tot_pop': 173.0, 'female_pop': 66.0, 'male_pop': 107.0}}, {'No(3)(W)': {'tot_pop': 173.0, 'female_pop': 66.0, 'male_pop': 107.0}}, {'No(3)(W)': {'tot_pop': 173.0, 'female_pop': 66.0, 'male_pop': 107.0}}, {'No(3)(W)': {'tot_pop': 2684.0, 'female_pop': 1155.0, 'male_pop': 1529.0}}, {'No(3)(W)': {'tot_pop': 2684.0, 'female_pop': 1155.0, 'male_pop': 1529.0}}, {'No(3)(W)': {'tot_pop': 2684.0, 'female_pop': 1155.0, 'male_pop': 1529.0}}, {'No(4)(W)': {'tot_pop': 4415.0, 'female_pop': 2177.0, 'male_pop': 2238.0}}, {'No(4)(W)': {'tot_pop': 4415.0, 'female_pop': 2177.0, 'male_pop': 2238.0}}, {'No(4)(W)': {'tot_pop': 255.0, 'female_pop': 122.0, 'male_pop': 133.0}}, {'No(4)(W)': {'tot_pop': 255.0, 'female_pop': 122.0, 'male_pop': 133.0}}, {'No(4)(W)': {'tot_pop': 615.0, 'female_pop': 328.0, 'male_pop': 287.0}}, {'No(4)(W)': {'tot_pop': 615.0, 'female_pop': 328.0, 'male_pop': 287.0}}, {'No(4)(W)': {'tot_pop': 321.0, 'female_pop': 134.0, 'male_pop': 187.0}}, {'No(4)(W)': {'tot_pop': 321.0, 'female_pop': 134.0, 'male_pop': 187.0}}, {'No(5)(W)': {'tot_pop': 2142.0, 'female_pop': 1039.0, 'male_pop': 1103.0}}, {'No(5)(W)': {'tot_pop': 2142.0, 'female_pop': 1039.0, 'male_pop': 1103.0}}, {'No(5)(W)': {'tot_pop': 581.0, 'female_pop': 281.0, 'male_pop': 300.0}}, {'No(5)(W)': {'tot_pop': 581.0, 'female_pop': 281.0, 'male_pop': 300.0}}, {'Mading(VT)': {'tot_pop': 4745.0, 'female_pop': 2450.0, 'male_pop': 2295.0}}, {'MokeLwe(VT)': {'tot_pop': 1928.0, 'female_pop': 995.0, 'male_pop': 933.0}}, {'HkatCho(VT)': {'tot_pop': 10524.0, 'female_pop': 5377.0, 'male_pop': 5147.0}}, {'AungMyay(1)(VT)': {'tot_pop': 5190.0, 'female_pop': 2575.0, 'male_pop': 2615.0}}, {'AungMyay(2)(VT)': {'tot_pop': 848.0, 'female_pop': 432.0, 'male_pop': 416.0}}, {'MaiNa(VT)': {'tot_pop': 14211.0, 'female_pop': 7357.0, 'male_pop': 6854.0}}, {'NawngTaLaw(VT)': {'tot_pop': 2708.0, 'female_pop': 1412.0, 'male_pop': 1296.0}}, {'NawngHee(VT)': {'tot_pop': 2040.0, 'female_pop': 1033.0, 'male_pop': 1007.0}}, {'MaHkanTee(VT)': {'tot_pop': 2134.0, 'female_pop': 1104.0, 'male_pop': 1030.0}}, {'WuYang(VT)': {'tot_pop': 5935.0, 'female_pop': 3094.0, 'male_pop': 2841.0}}, {'ShweNyaungPin(VT)': {'tot_pop': 3492.0, 'female_pop': 1681.0, 'male_pop': 1811.0}}, {'NawngSiPaw(VT)': {'tot_pop': 2218.0, 'female_pop': 1164.0, 'male_pop': 1054.0}}, {'NawngChein(VT)': {'tot_pop': 7380.0, 'female_pop': 3606.0, 'male_pop': 3774.0}}, {'NangWar(VT)': {'tot_pop': 3091.0, 'female_pop': 1582.0, 'male_pop': 1509.0}}, {'WarShawng(VT)': {'tot_pop': 4450.0, 'female_pop': 2273.0, 'male_pop': 2177.0}}, {'DingJangYang(VT)': {'tot_pop': 984.0, 'female_pop': 509.0, 'male_pop': 475.0}}, {'ShaNgaw(VT)': {'tot_pop': 615.0, 'female_pop': 255.0, 'male_pop': 360.0}}, {'MaGaRanYang(VT)': {'tot_pop': 234.0, 'female_pop': 103.0, 'male_pop': 131.0}}, {'HpanDawng(VT)': {'tot_pop': 2652.0, 'female_pop': 1166.0, 'male_pop': 1486.0}}, {'GangDauYang(VT)': {'tot_pop': 2.0, 'female_pop': 0.0, 'male_pop': 2.0}}, {'NamSangYang(VT)': {'tot_pop': 43.0, 'female_pop': 3.0, 'male_pop': 40.0}}, {'DaBakYang(VT)': {'tot_pop': 9.0, 'female_pop': 1.0, 'male_pop': 8.0}}, {'SaiLaw(VT)': {'tot_pop': 1187.0, 'female_pop': 568.0, 'male_pop': 619.0}}, {'ManWein(VT)': {'tot_pop': 3142.0, 'female_pop': 1518.0, 'male_pop': 1624.0}}, {'SanKa(VT)': {'tot_pop': 4072.0, 'female_pop': 1979.0, 'male_pop': 2093.0}}, {'HpungTangKawng(VT)': {'tot_pop': 563.0, 'female_pop': 289.0, 'male_pop': 274.0}}, {'SaNar(VT)': {'tot_pop': 2464.0, 'female_pop': 1212.0, 'male_pop': 1252.0}}, {'LaHpai(VT)': {'tot_pop': 756.0, 'female_pop': 379.0, 'male_pop': 377.0}}, {'HpungKraw(VT)': {'tot_pop': 623.0, 'female_pop': 303.0, 'male_pop': 320.0}}, {'LuHtaung(VT)': {'tot_pop': 1215.0, 'female_pop': 651.0, 'male_pop': 564.0}}, {'SagaPa(VT)': {'tot_pop': 1904.0, 'female_pop': 967.0, 'male_pop': 937.0}}, {'WawShung(VT)': {'tot_pop': 5731.0, 'female_pop': 2755.0, 'male_pop': 2976.0}}, {'LawtPun(VT)': {'tot_pop': 496.0, 'female_pop': 233.0, 'male_pop': 263.0}}, {'Zahkung(VT)': {'tot_pop': 1302.0, 'female_pop': 621.0, 'male_pop': 681.0}}]"
2,97.88643293,26.11031728,MMR001003,Injangyang,1732,25.69284065,80.84606345,79.90430622,81.15264798,5,25,29,36,43,29,45,34,23,21,285,47,1.0,164.0,1.0,4.0,3.0,64.0,1.0,285,1,105,3,1.0,3.0,4.0,74,285,275,2,1.0,7,0.0,0,285,115,58,5,22,3,1,"[{'No(1)(W)': {'tot_pop': 359.0, 'female_pop': 188.0, 'male_pop': 171.0}}, {'No(1)(W)': {'tot_pop': 5349.0, 'female_pop': 2813.0, 'male_pop': 2536.0}}, {'No(1)(W)': {'tot_pop': 95.0, 'female_pop': 51.0, 'male_pop': 44.0}}, {'No(1)(W)': {'tot_pop': 527.0, 'female_pop': 270.0, 'male_pop': 257.0}}, {'No(1)(W)': {'tot_pop': 325.0, 'female_pop': 143.0, 'male_pop': 182.0}}, {'No(1)(W)': {'tot_pop': 1489.0, 'female_pop': 607.0, 'male_pop': 882.0}}, {'No(2)(W)': {'tot_pop': 412.0, 'female_pop': 197.0, 'male_pop': 215.0}}, {'No(2)(W)': {'tot_pop': 3810.0, 'female_pop': 1984.0, 'male_pop': 1826.0}}, {'No(2)(W)': {'tot_pop': 36.0, 'female_pop': 18.0, 'male_pop': 18.0}}, {'No(2)(W)': {'tot_pop': 1122.0, 'female_pop': 531.0, 'male_pop': 591.0}}, {'No(2)(W)': {'tot_pop': 655.0, 'female_pop': 336.0, 'male_pop': 319.0}}, {'No(2)(W)': {'tot_pop': 923.0, 'female_pop': 448.0, 'male_pop': 475.0}}, {'No(3)(W)': {'tot_pop': 452.0, 'female_pop': 215.0, 'male_pop': 237.0}}, {'No(3)(W)': {'tot_pop': 6253.0, 'female_pop': 3129.0, 'male_pop': 3124.0}}, {'No(3)(W)': {'tot_pop': 59.0, 'female_pop': 10.0, 'male_pop': 49.0}}, {'No(3)(W)': {'tot_pop': 689.0, 'female_pop': 335.0, 'male_pop': 354.0}}, {'No(3)(W)': {'tot_pop': 173.0, 'female_pop': 66.0, 'male_pop': 107.0}}, {'No(3)(W)': {'tot_pop': 2684.0, 'female_pop': 1155.0, 'male_pop': 1529.0}}, {'No(4)(W)': {'tot_pop': 4415.0, 'female_pop': 2177.0, 'male_pop': 2238.0}}, {'No(4)(W)': {'tot_pop': 255.0, 'female_pop': 122.0, 'male_pop': 133.0}}, {'No(4)(W)': {'tot_pop': 615.0, 'female_pop': 328.0, 'male_pop': 287.0}}, {'No(4)(W)': {'tot_pop': 321.0, 'female_pop': 134.0, 'male_pop': 187.0}}, {'InWaingKawng(VT)': {'tot_pop': 639.0, 'female_pop': 282.0, 'male_pop': 357.0}}, {'MyitSon(VT)': {'tot_pop': 648.0, 'female_pop': 303.0, 'male_pop': 345.0}}]"
3,96.69919538,26.48565368,MMR001004,Tanai,60019,62.33859278,85.81994071,88.47001995,81.93707208,6,214,638,1109,1421,1263,1127,924,750,1082,8528,1397,29.0,3487.0,467.0,1480.0,33.0,1615.0,20.0,8528,147,5309,2397,132.0,318.0,595.0,1686,8528,7578,403,91.0,430,19.0,7,8528,3516,4406,444,2556,176,409,"[{'No(1)(W)': {'tot_pop': 359.0, 'female_pop': 188.0, 'male_pop': 171.0}}, {'No(1)(W)': {'tot_pop': 5349.0, 'female_pop': 2813.0, 'male_pop': 2536.0}}, {'No(1)(W)': {'tot_pop': 95.0, 'female_pop': 51.0, 'male_pop': 44.0}}, {'No(1)(W)': {'tot_pop': 527.0, 'female_pop': 270.0, 'male_pop': 257.0}}, {'No(1)(W)': {'tot_pop': 325.0, 'female_pop': 143.0, 'male_pop': 182.0}}, {'No(1)(W)': {'tot_pop': 1489.0, 'female_pop': 607.0, 'male_pop': 882.0}}, {'No(2)(W)': {'tot_pop': 412.0, 'female_pop': 197.0, 'male_pop': 215.0}}, {'No(2)(W)': {'tot_pop': 3810.0, 'female_pop': 1984.0, 'male_pop': 1826.0}}, {'No(2)(W)': {'tot_pop': 36.0, 'female_pop': 18.0, 'male_pop': 18.0}}, {'No(2)(W)': {'tot_pop': 1122.0, 'female_pop': 531.0, 'male_pop': 591.0}}, {'No(2)(W)': {'tot_pop': 655.0, 'female_pop': 336.0, 'male_pop': 319.0}}, {'No(2)(W)': {'tot_pop': 923.0, 'female_pop': 448.0, 'male_pop': 475.0}}, {'No(3)(W)': {'tot_pop': 452.0, 'female_pop': 215.0, 'male_pop': 237.0}}, {'No(3)(W)': {'tot_pop': 6253.0, 'female_pop': 3129.0, 'male_pop': 3124.0}}, {'No(3)(W)': {'tot_pop': 59.0, 'female_pop': 10.0, 'male_pop': 49.0}}, {'No(3)(W)': {'tot_pop': 689.0, 'female_pop': 335.0, 'male_pop': 354.0}}, {'No(3)(W)': {'tot_pop': 173.0, 'female_pop': 66.0, 'male_pop': 107.0}}, {'No(3)(W)': {'tot_pop': 2684.0, 'female_pop': 1155.0, 'male_pop': 1529.0}}, {'No(4)(W)': {'tot_pop': 4415.0, 'female_pop': 2177.0, 'male_pop': 2238.0}}, {'No(4)(W)': {'tot_pop': 255.0, 'female_pop': 122.0, 'male_pop': 133.0}}, {'No(4)(W)': {'tot_pop': 615.0, 'female_pop': 328.0, 'male_pop': 287.0}}, {'No(4)(W)': {'tot_pop': 321.0, 'female_pop': 134.0, 'male_pop': 187.0}}, {'SinSaKaung(W)': {'tot_pop': 5244.0, 'female_pop': 2390.0, 'male_pop': 2854.0}}, {'MonDeinKaung(W)': {'tot_pop': 8669.0, 'female_pop': 4136.0, 'male_pop': 4533.0}}, {'HuKaung(W)': {'tot_pop': 3661.0, 'female_pop': 1828.0, 'male_pop': 1833.0}}, {'KinSar(W)': {'tot_pop': 5351.0, 'female_pop': 2402.0, 'male_pop': 2949.0}}, {'DuKaung(W)': {'tot_pop': 3286.0, 'female_pop': 1547.0, 'male_pop': 1739.0}}, {'PonKhonKaung(W)': {'tot_pop': 5787.0, 'female_pop': 2688.0, 'male_pop': 3099.0}}, {'TingKawk(VT)': {'tot_pop': 1635.0, 'female_pop': 787.0, 'male_pop': 848.0}}, {'NamHpyetYang(VT)': {'tot_pop': 460.0, 'female_pop': 188.0, 'male_pop': 272.0}}, {'MaiKhun(MoneHkawm)(VT)': {'tot_pop': 2240.0, 'female_pop': 1008.0, 'male_pop': 1232.0}}, {'MaKaw(VT)': {'tot_pop': 5904.0, 'female_pop': 2827.0, 'male_pop': 3077.0}}, {'ShinLonGa(VT)': {'tot_pop': 519.0, 'female_pop': 223.0, 'male_pop': 296.0}}, {'HkaLone(VT)': {'tot_pop': 1875.0, 'female_pop': 901.0, 'male_pop': 974.0}}, {'TaRon(VT)': {'tot_pop': 4161.0, 'female_pop': 2002.0, 'male_pop': 2159.0}}]"
