pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,mean_hhsize,hh_1,hh_2,hh_3,hh_4,hh_5,hh_6,hh_7,hh_8,hh_9
MMR222,Shan,MMR014D003,Langkho,MMR014019,Mongnai,4,479,1134,1719,1698,1350,888,573,330,314
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,5,325,837,1345,1428,1256,854,569,349,231
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,4,335,728,1090,1071,845,568,338,238,208
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,5,2846,7110,11597,12909,10964,7534,4790,3352,3830
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,5,543,1323,1988,2389,2068,1474,911,582,501
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,4,433,1466,2934,3332,2389,1372,722,410,270
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,5,1092,3162,5983,7562,6551,4631,2819,1820,1522
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,5,1434,3661,5694,6744,5303,3752,2454,1880,1836
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,5,817,1857,3166,4403,3953,2985,1872,1265,1099
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,5,963,2481,4118,5240,5500,4901,3615,2595,2667
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,4,2013,5212,7906,8448,6140,3842,2169,1336,1190
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,4,1151,3591,6741,7726,5742,3441,1916,1094,822
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,4,1211,4012,7903,9091,6779,4137,2239,1365,1169
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,4,844,1660,2329,2364,1887,1163,657,371,366
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,5,591,1367,2088,2525,2465,1763,1276,927,683
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,4,647,1588,2803,3052,2377,1451,867,523,344
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,5,177,692,1500,1996,1622,1138,684,497,326
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,5,232,723,1190,1442,1448,1105,720,486,337
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,5,355,815,1201,1720,1786,1641,1131,858,885
MMR222,Shan,MMR015D005,Laukkaing,MMR015022,Laukkaing,6,291,1010,1744,2488,2752,2434,1723,1284,1455
MMR222,Shan,MMR015D005,Laukkaing,MMR015023,Konkyan,6,110,367,720,1261,1600,1742,1417,1087,1361
MMR222,Shan,MMR015D006,Hopang,MMR015021,Hopang,5,403,971,1481,1884,1878,1532,1096,935,1036
MMR222,Shan,MMR015D006,Hopang,MMR015008,Mongmao,7,24,168,557,1024,1561,1781,1573,2612,1145
MMR222,Shan,MMR015D006,Hopang,MMR015007,Pangwaun,7,54,181,492,1032,1810,2259,2424,3683,2034
MMR222,Shan,MMR015D007,Matman,MMR015024,Matman,6,36,198,406,493,540,487,423,391,344
MMR222,Shan,MMR015D007,Matman,MMR015005,Pangsang,5,263,1184,2226,3045,2916,2360,1670,1312,1481
MMR222,Shan,MMR015D007,Matman,MMR015006,Narphan,7,82,349,834,1576,2184,2537,2451,2914,3547
MMR222,Shan,MMR016D001,Kengtung,MMR016001,Kengtung,5,1663,3681,5499,6272,5753,4437,2818,2050,1923
MMR222,Shan,MMR016D001,Kengtung,MMR016002,Mongkhet,5,165,509,1069,1582,1427,1202,792,607,672
MMR222,Shan,MMR016D001,Kengtung,MMR016003,Mongyang,5,440,1259,2608,3744,3473,2930,1851,1440,1659
MMR222,Shan,MMR016D001,Kengtung,MMR016005,Mongla,5,74,284,762,1060,963,791,466,355,453
MMR222,Shan,MMR016D002,Monghsat,MMR016006,Monghsat,5,493,1644,2815,3577,3264,2788,1911,1270,1349
MMR222,Shan,MMR016D002,Monghsat,MMR016007,Mongping,5,320,1169,2144,2603,2331,1875,1282,815,760
MMR222,Shan,MMR016D002,Monghsat,MMR016008,Mongton,5,390,1140,2038,2383,2186,1698,1105,837,744
MMR222,Shan,MMR016D003,Tachileik,MMR016009,Tachileik,4,2069,5292,7011,7347,5822,4099,2574,1871,1588
MMR222,Shan,MMR016D004,Monghpyak,MMR016010,Monghpyak,5,216,725,1142,1213,1048,788,494,285,254
MMR222,Shan,MMR016D004,Monghpyak,MMR016011,Mongyawng,4,746,1829,3594,3840,2926,2048,1084,597,532
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,4,2155,5707,9748,10054,6879,4217,2195,1202,809
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,4,2475,6343,10062,9406,6369,3669,1698,869,511
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,4,3421,9062,13802,13851,9399,5319,2578,1301,755
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,4,3118,10609,16925,17236,12610,7825,4269,2286,1774
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,4,3796,12543,19760,19210,13256,7968,4409,2598,2147
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,4,3165,8773,12391,11745,7294,3937,1931,925,554
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,4,1732,5210,8307,8396,6233,3760,1942,1016,641
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,4,2037,5722,9136,9630,7403,4618,2580,1475,1147
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,4,2451,6778,11077,11109,7979,4504,2475,1352,885
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,4,2488,8755,14144,14900,11573,7755,4568,2727,2506
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,4,3524,10353,16895,16922,12276,7629,4182,2361,1845
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,4,2665,7147,11620,11341,8214,4947,2679,1512,1076
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,4,2779,6810,10329,9982,7010,4050,2057,1090,690
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,4,2259,7194,12391,13803,10364,6668,3774,2246,1578
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,4,3224,9505,15095,15648,11708,7669,4362,2616,1977
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,4,2676,7915,13555,14439,11047,7228,4369,2647,2296
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,4,3368,8772,14222,15026,11257,7017,3957,2145,1684
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,4,2444,6369,10058,10429,7600,4659,2457,1401,1038
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,4,3551,10433,17214,16884,11962,7127,3908,2257,1550
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,4,3473,10327,17628,17290,12065,7218,3963,2212,1407
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,4,1626,5340,7700,6112,3460,1595,636,269,119
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,4,2289,6324,9925,9548,6771,3759,1943,928,586
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,4,4426,11236,15484,13437,8235,4152,1857,738,355
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017010,Lemyethna,4,1520,4240,6273,6063,4065,2162,1127,520,274
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,4,5754,14030,20456,19339,12868,7236,3495,1752,1199
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,4,4039,10111,14337,13003,8210,4335,1959,864,371
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018003,Tatkon,4,2337,6963,12220,12257,8390,4815,2515,1303,947
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018001,Zay Yar Thi Ri,4,1541,3624,6114,5993,4114,2331,1215,637,506
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018008,Oke Ta Ra Thi Ri,4,847,2710,4391,4290,2841,1761,984,509,328
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018005,Poke Ba Thi Ri,4,1644,4215,6541,6114,4201,2411,1327,692,471
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018006,Pyinmana,5,1819,4956,7790,8196,6317,4439,2626,1696,1824
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018007,Lewe,4,2872,8257,14083,14447,10714,7027,3950,2208,1616
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018002,Za Bu Thi Ri,4,4262,5284,5668,4675,2890,1602,842,569,528
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018004,Det Khi Na Thi Ri,4,416,1031,1768,1546,1010,643,289,217,77
