Longitude,Latitude,Ward/VillageTract,total_population,male_population,female_population,Township
95.95105362,24.54140759,ManHton(VT),2834,1702,1132,Banmauk Township
96.05401357,24.41847197,AhLelKyun(VT),3704,1817,1887,Indaw Township
96.17666855,24.47376175,MawLu(VT),11128,5300,5828,Indaw Township
96.18183517,24.45487499,SeeMaw(VT),4181,1933,2248,Indaw Township
95.92917851,24.27599852,SeeMaw(VT),4181,1933,2248,Banmauk Township
96.18183517,24.45487499,SeeMaw(VT),2549,1260,1289,Indaw Township
95.92917851,24.27599852,SeeMaw(VT),2549,1260,1289,Banmauk Township
96.14090576,24.42687607,PoneHon(VT),4281,2012,2269,Indaw Township
96.15670013,24.53995991,HaungTone(VT),1045,536,509,Indaw Township
96.06839371,24.58995152,NaMee(VT),2741,1337,1404,Indaw Township
96.06167412,24.51083803,KoneKhar(VT),1994,982,1012,Indaw Township
96.15760549,24.48792966,GwaytGyi(VT),1884,921,963,Indaw Township
96.15122223,24.46406937,ThuYaung(VT),2100,997,1103,Indaw Township
96.18237114,24.52617741,ManHe(VT),5824,2757,3067,Indaw Township
96.19786072,24.35621166,PinWei(VT),2955,1425,1530,Indaw Township
96.12708155,24.01596832,KunBaung(KwinBaung)(VT),2592,1250,1342,Tigyaing Township
96.10823975,23.95406113,KyaukAik(VT),2411,1197,1214,Tigyaing Township
96.11203003,23.8941227,AhLelTaw(VT),3846,1865,1981,Tigyaing Township
96.09981155,23.84356022,KanPauk(VT),2517,1220,1297,Tigyaing Township
96.05300713,23.83020782,ZeeThaung(VT),2149,1070,1079,Tigyaing Township
96.11176872,23.82465553,KwinGyi(VT),2973,1411,1562,Tigyaing Township
96.04459076,23.78422356,SinHpyuSeik(VT),3256,1521,1735,Tigyaing Township
96.13192177,23.78660154,TeiTaw(VT),3395,1631,1764,Tigyaing Township
96.23756154,23.8760198,MeHin(VT),3451,1731,1720,Tigyaing Township
96.27902222,23.88265514,KyetTaKaung(VT),6918,3367,3551,Tigyaing Township
96.30287933,23.87213612,InDaung(VT),5661,2818,2843,Tigyaing Township
96.25078201,23.82386494,KanNi(VT),5497,2662,2835,Tigyaing Township
96.31581752,23.77065309,CheikThin(VT),4800,2364,2436,Tigyaing Township
96.24365387,23.77508698,SatKya(VT),5244,2597,2647,Tigyaing Township
96.1905365,23.79006577,KyaukHmaw(VT),3111,1458,1653,Tigyaing Township
96.13018036,23.74723625,KyetThunKhin(VT),2467,1137,1330,Tigyaing Township
96.11393433,23.73283615,YaeWa(VT),3531,1743,1788,Tigyaing Township
96.03859138,23.75285769,TawMa(VT),1926,942,984,Tigyaing Township
96.0299263,23.72741318,MaRaThein(VT),1972,915,1057,Tigyaing Township
96.02783966,23.70842934,HpetTe(VT),617,305,312,Tigyaing Township
96.01606157,23.62439156,ChunTaung(VT),6193,3128,3065,Tigyaing Township
96.06528664,23.65315056,NyaungPinThar(VT),6350,2965,3385,Tigyaing Township
95.8750248,23.81273746,NyaungPinThar(VT),6350,2965,3385,Kawlin Township
95.74568844,23.83876872,NyaungPinThar(VT),6350,2965,3385,Wuntho Township
96.06528664,23.65315056,NyaungPinThar(VT),2275,1046,1229,Tigyaing Township
95.8750248,23.81273746,NyaungPinThar(VT),2275,1046,1229,Kawlin Township
95.74568844,23.83876872,NyaungPinThar(VT),2275,1046,1229,Wuntho Township
96.06528664,23.65315056,NyaungPinThar(VT),1952,893,1059,Tigyaing Township
95.8750248,23.81273746,NyaungPinThar(VT),1952,893,1059,Kawlin Township
95.74568844,23.83876872,NyaungPinThar(VT),1952,893,1059,Wuntho Township
96.19518026,23.73864746,NiTar(VT),3073,1473,1600,Tigyaing Township
96.2328186,23.73880959,PaukNet(VT),1909,933,976,Tigyaing Township
96.15906982,23.71968117,MyaTaung(VT),9929,4887,5042,Tigyaing Township
96.15232544,23.68618965,MaungKone(VT),12908,7031,5877,Tigyaing Township
96.10747147,23.69997978,SitTan(VT),1722,818,904,Tigyaing Township
95.86588796,24.39682007,AungTharKone(VT),2387,1113,1274,Banmauk Township
95.82015228,24.39916039,SetTaw(VT),1504,655,849,Banmauk Township
95.78085709,24.40134525,Kan(VT),830,373,457,Banmauk Township
95.76970825,24.39389343,KhoNan(VT),945,436,509,Banmauk Township
95.7574125,24.42246137,PinHinKhar(VT),2298,1067,1231,Banmauk Township
95.8596166,24.43487676,LayThi(VT),1928,920,1008,Banmauk Township
95.91942139,24.35279388,KyweKawGyi(VT),2542,1311,1231,Banmauk Township
95.85604382,24.35078835,LoneKinShweKyaung(VT),2837,1354,1483,Banmauk Township
95.91459274,24.47662735,ToneHlaw(VT),1554,746,808,Banmauk Township
95.93520737,24.43145943,KaingGyi(VT),1791,897,894,Banmauk Township
95.93352254,24.54994011,PanTaw(VT),2190,1345,845,Banmauk Township
95.89795685,24.61168671,HeChein(VT),2116,1155,961,Banmauk Township
95.9507043,24.61386408,InnPauk(VT),3593,1891,1702,Banmauk Township
95.71389542,24.49687595,PinPon(VT),3589,1701,1888,Banmauk Township
95.67067719,24.6066033,ManLaungPayPin(VT),3263,1740,1523,Banmauk Township
95.64419937,24.49908829,ManLu(VT),5009,2394,2615,Banmauk Township
95.54160461,24.51215782,NaungKan(VT),1745,899,846,Banmauk Township
95.62096659,24.41654332,SiKaTaung(VT),1370,621,749,Banmauk Township
95.86996307,24.3238678,DaYu(VT),2337,1179,1158,Banmauk Township
95.88286133,24.28001595,KyaukTan(VT),2272,1086,1186,Banmauk Township
95.87256731,23.77372442,KyaukTan(VT),2272,1086,1186,Kawlin Township
95.88286133,24.28001595,KyaukTan(VT),2843,1375,1468,Banmauk Township
95.87256731,23.77372442,KyaukTan(VT),2843,1375,1468,Kawlin Township
95.88663292,24.18570995,LeikSawMinKone(VT),1024,537,487,Banmauk Township
95.92737198,24.21144485,SoneTaw(VT),2049,1347,702,Banmauk Township
95.87459183,24.23817778,KanTaw(VT),970,525,445,Banmauk Township
95.85272408,24.25905991,YaeTwinKone(VT),1080,531,549,Banmauk Township
95.84039879,24.27179289,ManKat(VT),1494,768,726,Banmauk Township
95.6035141,24.36798973,SarKhan(VT),2146,1049,1097,Banmauk Township
95.54459127,24.38520961,NanTat(VT),2120,1019,1101,Banmauk Township
95.20839437,23.85425652,NanTat(VT),2120,1019,1101,Pinlebu Township
95.54459127,24.38520961,NanTat(VT),5206,2487,2719,Banmauk Township
95.20839437,23.85425652,NanTat(VT),5206,2487,2719,Pinlebu Township
95.61397362,24.36710262,YarYu(VT),577,294,283,Banmauk Township
95.57041321,24.31234398,ManYuGyi(VT),1468,705,763,Banmauk Township
95.63726298,24.32891401,ManYuPayKone(VT),717,348,369,Banmauk Township
95.72872501,24.67830573,ManSiGyi(VT),5110,2602,2508,Banmauk Township
95.76335526,24.65685463,NaungPat(VT),3140,1926,1214,Banmauk Township
95.84530792,24.7462738,NantMar(VT),3211,1583,1628,Banmauk Township
95.65824127,24.69141324,ManIn(VT),10334,5559,4775,Banmauk Township
95.48040263,24.43398348,GaNanShweKyaung(VT),2242,1077,1165,Banmauk Township
95.43934631,24.42811966,GaNanNanZar(VT),1466,699,767,Banmauk Township
95.44979095,24.37433306,GaNanHeKwee(VT),1254,614,640,Banmauk Township
95.43280538,24.39331373,GaNanLeikSaw(VT),1707,816,891,Banmauk Township
95.41492208,24.42512004,GaNanNanHnyin(VT),1535,689,846,Banmauk Township
95.39222145,24.36039019,GaNanMaGyiKone(VT),1104,505,599,Banmauk Township
95.3619472,24.30982127,GaNanNanMuThar(VT),2434,1146,1288,Banmauk Township
95.43284098,23.75001653,LarKar(VT),2067,998,1069,Kawlin Township
95.41591644,23.69598707,AingGyi(VT),4268,2051,2217,Kawlin Township
95.34111132,23.65268571,KyoetPin(VT),3735,1804,1931,Kawlin Township
95.41428375,23.66049004,TaGaungAing(VT),1114,508,606,Kawlin Township
95.43835449,23.6559906,MoeHnan(VT),3010,1557,1453,Kawlin Township
95.38888041,23.63094012,ThaYetChin(VT),3198,1600,1598,Kawlin Township
95.37069448,23.57811038,YinTaik(VT),2555,1281,1274,Kawlin Township
95.42608207,23.52180999,PanMaYe(VT),3781,1847,1934,Kawlin Township
95.46662013,23.62271182,TaungKyar(VT),5667,2839,2828,Kawlin Township
95.44965617,23.69172986,OkeKan(VT),4233,2038,2195,Kawlin Township
95.49103165,23.69857979,ShweTwin(VT),1196,583,613,Kawlin Township
95.50928688,23.71090508,ShanKaLone(VT),3834,1978,1856,Kawlin Township
95.53416443,23.67874765,GwayTaukTaw(VT),4207,2014,2193,Kawlin Township
95.59407806,23.61030006,SinGaung(VT),713,357,356,Kawlin Township
95.61012777,23.71936353,YarTaung(VT),1999,971,1028,Kawlin Township
95.58590953,23.74858348,KyunTaw(VT),2181,1096,1085,Kawlin Township
95.17226791,24.03058004,KyunTaw(VT),2181,1096,1085,Pinlebu Township
95.58590953,23.74858348,KyunTaw(VT),875,429,446,Kawlin Township
95.17226791,24.03058004,KyunTaw(VT),875,429,446,Pinlebu Township
95.63244798,23.7586636,YaeKanThar(VT),3208,1507,1701,Kawlin Township
95.641087,23.81435013,KyarInn(VT),2717,1320,1397,Kawlin Township
95.66645304,23.80199305,KaYarKone(VT),1710,756,954,Kawlin Township
95.65841548,23.77515634,NaNwinTaw(VT),3860,1784,2076,Kawlin Township
95.67685954,23.77938334,MinChan(VT),767,326,441,Kawlin Township
95.6759491,23.76280975,ThaYetKhon(VT),871,408,463,Kawlin Township
95.67938487,23.73782667,NyaungWun(VT),763,360,403,Kawlin Township
95.69720459,23.75876318,WarYonKhon(VT),2451,1157,1294,Kawlin Township
95.69877052,23.78527737,NatGyiKhon(VT),1181,562,619,Kawlin Township
95.68867588,23.80225253,NgaPwayLay(VT),2184,1026,1158,Kawlin Township
95.71229808,23.78767649,KyuTaw(VT),1253,578,675,Kawlin Township
95.72763062,23.81019821,MyayNi(VT),2404,1134,1270,Kawlin Township
95.78182678,23.81248779,TaungMaw(VT),2166,1010,1156,Kawlin Township
95.75364939,23.79114978,SeTo(VT),1830,876,954,Kawlin Township
95.76608429,23.73819389,OhnHminKone(VT),2874,1372,1502,Kawlin Township
95.73761654,23.69787765,InPinThar(VT),2961,1454,1507,Kawlin Township
95.80111694,23.69160576,ThaPayAing(VT),2451,1136,1315,Kawlin Township
95.82719676,23.71744347,KyaukPyinThar(VT),2989,1463,1526,Kawlin Township
95.81379445,23.75200653,InPinHla(VT),2094,1016,1078,Kawlin Township
95.88999786,23.87401772,YunOe(VT),2387,1273,1114,Kawlin Township
95.89156189,23.84434776,PaDonMar(VT),2480,1181,1299,Kawlin Township
95.9089447,23.79610214,SweiYa(VT),2139,979,1160,Kawlin Township
95.89266841,23.77872181,KhanThar(MinKone)(VT),2956,1387,1569,Kawlin Township
95.93466187,23.78260002,SinKone(VT),4721,2304,2417,Kawlin Township
95.90894127,23.73919487,HpaLe(VT),2774,1339,1435,Kawlin Township
95.87973785,23.70919991,WarTheeKone(VT),2303,1082,1221,Kawlin Township
95.8446579,23.67116992,KokeKoKone(VT),3161,1516,1645,Kawlin Township
95.84337616,23.55451488,TaungPon(VT),3885,1904,1981,Kawlin Township
95.78135045,23.65414206,TaungBoetHla(VT),3450,1672,1778,Kawlin Township
95.78956413,23.90049744,TaungBoetHla(VT),3450,1672,1778,Wuntho Township
95.78135045,23.65414206,TaungBoetHla(VT),2029,937,1092,Kawlin Township
95.78956413,23.90049744,TaungBoetHla(VT),2029,937,1092,Wuntho Township
95.71069082,23.90133031,MetKaLet(VT),535,258,277,Wuntho Township
95.72481918,23.90293026,PanTeinKone(VT),778,349,429,Wuntho Township
95.69193014,23.95327663,NaMawGyi(VT),1184,589,595,Wuntho Township
95.69313812,23.92495775,MyaukLel(VT),1112,500,612,Wuntho Township
95.68231637,23.85624995,YaeWaiMyinThar(VT),1119,499,620,Wuntho Township
95.78276443,23.85036707,TatKone(VT),1712,813,899,Wuntho Township
95.80710411,23.8741827,KyaukMaSin(VT),1199,627,572,Wuntho Township
95.6778717,23.83177471,KyaingKhwin(VT),533,237,296,Wuntho Township
95.63915405,23.84270172,WinGyi(VT),2086,1019,1067,Wuntho Township
95.65860901,23.86887779,MaGyiKone(VT),1666,850,816,Wuntho Township
95.71802521,23.87768784,AhrMaKhan(VT),1213,567,646,Wuntho Township
95.68768692,23.82048035,KyaukPaukKhon(VT),552,254,298,Wuntho Township
95.67317963,23.83763994,LetPanGyiTaw(VT),1376,657,719,Wuntho Township
95.70198822,23.83712959,LwinGyi(VT),1364,627,737,Wuntho Township
95.68081919,23.91850662,AungKone(VT),891,388,503,Wuntho Township
95.71287346,23.8545928,MeiZaLi(VT),1302,582,720,Wuntho Township
95.66162364,23.81321017,InnPokePayKone(VT),1303,603,700,Wuntho Township
95.64623133,23.89961338,TinWarChaung(VT),2235,1150,1085,Wuntho Township
95.74917857,23.8888038,KinMyinThar(VT),1846,867,979,Wuntho Township
95.73640747,23.93597412,KyeinBuKone(VT),1437,678,759,Wuntho Township
95.76575979,23.91300011,KyeinChaung(VT),1009,470,539,Wuntho Township
95.7627039,23.95539737,SayKhinKhon(VT),1877,922,955,Wuntho Township
95.78678703,23.95503664,MawNaing(VT),3185,1509,1676,Wuntho Township
95.88668738,23.99660365,NanKhan(VT),7057,3499,3558,Wuntho Township
95.93690999,24.12322617,TatLwin(VT),650,345,305,Wuntho Township
95.87691498,24.1019578,TaungKone(VT),3462,1842,1620,Wuntho Township
95.57482605,24.25295601,TaungKone(VT),3462,1842,1620,Pinlebu Township
95.87691498,24.1019578,TaungKone(VT),1254,576,678,Wuntho Township
95.57482605,24.25295601,TaungKone(VT),1254,576,678,Pinlebu Township
95.91082382,23.90825224,HpiLay(VT),1594,830,764,Wuntho Township
95.72580338,24.05679798,ChaungHpyar(VT),992,480,512,Wuntho Township
95.68831635,24.09177971,MaingThon(VT),482,237,245,Wuntho Township
95.64706993,24.02287245,AungPin(VT),1359,641,718,Wuntho Township
95.85466003,24.18296051,KyinGyi(VT),154,81,73,Wuntho Township
95.81005859,24.00160662,MawKhar(VT),2408,1205,1203,Wuntho Township
95.68949254,24.25332165,MawKhar(VT),2408,1205,1203,Pinlebu Township
95.81005859,24.00160662,MawKhar(VT),984,509,475,Wuntho Township
95.68949254,24.25332165,MawKhar(VT),984,509,475,Pinlebu Township
95.80460892,23.94376984,GyoeTaung(VT),3462,1623,1839,Wuntho Township
95.3800337,24.09534984,KaThaw(VT),2820,1296,1524,Pinlebu Township
95.3645256,24.11805325,PinKyaing(VT),4764,2065,2699,Pinlebu Township
95.43964767,24.07023239,SinLaung(KhinLaung)(VT),1618,782,836,Pinlebu Township
95.43489075,24.09496975,KanKone(VT),1179,521,658,Pinlebu Township
95.42406158,24.16523399,KatPanTar(VT),1730,776,954,Pinlebu Township
95.6549263,24.28015995,MawLin(VT),573,270,303,Pinlebu Township
95.18162918,23.79431248,NaungPuInn(VT),2367,1117,1250,Pinlebu Township
95.24510956,24.28252138,PinMaung(VT),2379,1091,1288,Pinlebu Township
95.29681505,24.29047857,YinThar(VT),2288,1067,1221,Pinlebu Township
95.45365143,24.22693491,ManSiLay(VT),2450,1186,1264,Pinlebu Township
95.3044014,24.02182007,OeMyayKone(VT),741,308,433,Pinlebu Township
95.30371966,23.99601446,KaNyinKone(VT),3519,1562,1957,Pinlebu Township
95.34082158,24.21222146,TaMawThar(VT),1540,719,821,Pinlebu Township
95.27820079,24.17060979,NaungKin(VT),958,462,496,Pinlebu Township
95.23564816,24.11715722,NaungTaw(VT),2415,1181,1234,Pinlebu Township
95.48826981,24.03158236,HeThat(VT),1400,641,759,Pinlebu Township
95.30591075,24.04249827,KhaukSin(VT),2125,913,1212,Pinlebu Township
95.34018071,24.05954806,MyayThar(VT),888,386,502,Pinlebu Township
95.33712082,24.02039566,HmanTan(VT),3882,1704,2178,Pinlebu Township
95.36408361,24.01323001,BantBwayKone(VT),2349,1024,1325,Pinlebu Township
95.4716746,23.94594701,KyuTawKaing(VT),1038,457,581,Pinlebu Township
95.35057576,23.8216114,KaNi(VT),4754,2314,2440,Pinlebu Township
95.33517965,23.91574351,LeikPoke(VT),1678,784,894,Pinlebu Township
95.32365903,23.95770524,KinPan(VT),5383,2526,2857,Pinlebu Township
95.28305478,23.827201,NaungMu(VT),6532,3199,3333,Pinlebu Township
95.25264359,23.90824509,WarYuThar(VT),2678,1259,1419,Pinlebu Township
95.27766418,23.94182014,ThaDutKone(VT),1945,929,1016,Pinlebu Township
95.46043396,23.91498311,NanMar(VT),1156,526,630,Pinlebu Township
95.39482771,23.94919259,TaungTaLone(VT),1594,770,824,Pinlebu Township
95.44315592,23.88743687,KyoetPinSeik(VT),1693,766,927,Pinlebu Township
95.50648159,23.88549889,YwarTharYar(VT),4475,2246,2229,Pinlebu Township
,,YwarTharYar(VT),4475,2246,2229,Pinlebu Township
95.51981099,23.9461352,TaDarKine(VT),2419,1119,1300,Pinlebu Township
95.49873861,24.11942355,KarMe(VT),1159,584,575,Pinlebu Township
95.49850464,24.18042469,PayTar(VT),1608,719,889,Pinlebu Township
95.53112793,24.17156029,KyayThee(VT),491,229,262,Pinlebu Township
95.58833059,24.16270002,MawKhwin(VT),1044,543,501,Pinlebu Township
95.61626053,24.13491964,KaBar(VT),1279,663,616,Pinlebu Township
95.52754974,24.20459175,DeeDauk(VT),496,226,270,Pinlebu Township
95.54847336,24.20984459,MaingToneTar(VT),496,266,230,Pinlebu Township
95.55460612,24.25931994,PinMu(VT),1563,713,850,Pinlebu Township
95.51031494,24.32312012,NarLon(VT),814,411,403,Pinlebu Township
95.50434367,24.25179354,TaikMun(VT),1629,774,855,Pinlebu Township
95.23579254,24.2171402,KhaKet(VT),1841,839,1002,Pinlebu Township
95.34388733,24.28003979,PyitSaing(VT),440,207,233,Pinlebu Township
95.17537562,24.07601166,WarYonKone(VT),1475,654,821,Pinlebu Township
97.04772949,24.75270081,MyinThar(VT),514,266,248,Myitkyina Township
97.05123138,24.7451992,YaeNarPinLon(VT),395,191,204,Myitkyina Township
97.02541351,24.71703911,PinTaw(VT),461,245,216,Myitkyina Township
97.02031708,24.72211075,TawPinLon(VT),714,369,345,Myitkyina Township
97.02342224,24.69614029,ManKin(VT),809,424,385,Myitkyina Township
97.05402374,24.78062057,WeaGyi(VT),297,159,138,Myitkyina Township
97.03106689,24.82768059,NawngPwe(VT),267,133,134,Myitkyina Township
97.04514694,24.83682442,NeiChar(VT),531,274,257,Myitkyina Township
97.06028748,24.84089088,ManHpwar(VT),714,371,343,Myitkyina Township
97.118927,24.88786634,NyaungPinThar(VT),1845,967,878,Myitkyina Township
,,WaingLon(VT),341,178,163,Myitkyina Township
97.08843231,24.89043045,TarHoeNar(VT),292,157,135,Myitkyina Township
94.35211182,24.33931669,KunTaung(VT),1989,1105,884,Tamu Township
94.36431122,24.17870331,HeZin(VT),1958,977,981,Tamu Township
94.28842163,24.13220596,InDaing(VT),4755,2397,2358,Tamu Township
94.35475922,24.11600494,AhHlaw(VT),797,418,379,Tamu Township
94.2748642,24.06530523,KhaMeik(VT),3346,1704,1642,Tamu Township
94.21917343,23.99584723,WiToke(VT),2009,1003,1006,Tamu Township
94.31994629,24.02308083,PutThar(VT),752,340,412,Tamu Township
94.56376801,24.65691414,HpaingLin(VT),3066,1591,1475,Tamu Township
94.55682373,24.59226036,ThaNan(VT),1293,708,585,Tamu Township
94.48956807,24.50469144,BanDuLa(VT),2936,1583,1353,Tamu Township
94.43206787,24.43457508,MinThar(VT),4030,2022,2008,Tamu Township
94.44728851,24.40460968,HleSeik(VT),1167,597,570,Tamu Township
94.46328735,24.36515474,HtoneKaTin(VT),2664,1342,1322,Tamu Township
94.20914841,23.92217541,AukTaung(VT),4269,2163,2106,Tamu Township
94.2205658,23.93839327,SunLel(VT),1927,961,966,Tamu Township
94.23789978,23.90863037,YwarThar(VT),485,256,229,Tamu Township
94.26555634,23.91222,MinThaMee(VT),1627,840,787,Tamu Township
94.2266655,23.88446045,MaLu(VT),1179,604,575,Tamu Township
94.17886734,23.84278806,HtinZin(VT),4355,2168,2187,Tamu Township
94.14469147,23.80384064,KaNan(VT),6865,3390,3475,Tamu Township
94.15047963,23.70882988,KyunTawYaeShin(VT),3462,1622,1840,Tamu Township
94.53380839,23.8989563,YuWa(VT),2025,984,1041,Mawlaik Township
94.60476939,23.9175663,KharWea(VT),2136,1014,1122,Mawlaik Township
94.58811188,23.88704014,KharTun(VT),1011,492,519,Mawlaik Township
94.52808253,23.84579627,WarYonThar(VT),2260,1059,1201,Mawlaik Township
94.55958811,23.82903671,PanThar(VT),1431,710,721,Mawlaik Township
94.48579597,23.78810024,TatKone(VT),2729,1358,1371,Mawlaik Township
94.47432709,23.76592318,HpeKaZet(VT),1089,542,547,Mawlaik Township
94.45437241,23.75120449,TeinThar(VT),935,450,485,Mawlaik Township
94.45504951,23.71946812,NarPin(VT),865,412,453,Mawlaik Township
94.43236542,23.72463036,KinTat(VT),4335,2013,2322,Mawlaik Township
94.41260529,23.73835373,HmawKu(VT),1471,726,745,Mawlaik Township
94.40937805,23.69363022,TunPin(VT),1369,659,710,Mawlaik Township
94.46259816,23.68617662,AwZeeKhon(VT),2151,1061,1090,Mawlaik Township
94.43323008,23.63775317,LaungKaung(VT),1870,889,981,Mawlaik Township
94.43390656,23.57786942,KyarInn(VT),1968,858,1110,Mawlaik Township
94.44462077,23.55611992,ZeeKhon(VT),1301,590,711,Mawlaik Township
94.45765686,23.57246971,NanSaukSauk(VT),412,188,224,Mawlaik Township
94.47300212,23.58276622,HmanPin(VT),1924,905,1019,Mawlaik Township
94.95362091,24.17222404,HmanPin(VT),1924,905,1019,Paungbyin Township
94.47300212,23.58276622,HmanPin(VT),1252,620,632,Mawlaik Township
94.95362091,24.17222404,HmanPin(VT),1252,620,632,Paungbyin Township
94.42901866,23.51942635,HtanPinKone(VT),732,342,390,Mawlaik Township
94.3977951,23.48923836,HparTin(VT),1079,513,566,Mawlaik Township
94.45305634,23.49719048,OkeHpo(VT),411,188,223,Mawlaik Township
94.49838257,23.5520649,TaungKone(VT),1192,618,574,Mawlaik Township
94.52007294,23.54957008,HtawThar(VT),853,418,435,Mawlaik Township
94.49535561,23.57636976,NanThi(VT),2467,1239,1228,Mawlaik Township
94.49501038,23.59935951,TaungIn(VT),1444,747,697,Mawlaik Township
94.58187866,23.59449482,KaungKway(VT),1192,592,600,Mawlaik Township
94.65657806,23.6283102,KyokeThar(VT),1029,517,512,Mawlaik Township
94.73010254,23.68436527,LawThar(VT),1077,570,507,Mawlaik Township
94.87557602,24.28460026,PinThar(VT),1464,706,758,Paungbyin Township
94.67206421,24.1737957,HeHlaw(VT),4481,2116,2365,Paungbyin Township
94.79928843,24.35362116,ThaYaung(VT),4838,2252,2586,Paungbyin Township
94.91310883,24.42531967,KhaMaing(VT),1320,646,674,Paungbyin Township
94.93368785,24.49244022,YwarTanShey(VT),3073,1564,1509,Paungbyin Township
94.8049687,24.22724152,ShweNyaungPin(VT),2704,1255,1449,Paungbyin Township
94.70858192,24.20395756,MaingNwe(VT),2180,1006,1174,Paungbyin Township
94.82254028,24.04656219,NanBone(VT),2253,1113,1140,Paungbyin Township
94.70865631,24.1522398,MaukSaHpar(VT),2610,1251,1359,Paungbyin Township
94.58990479,24.05938482,MaukPaLin(VT),2958,1453,1505,Paungbyin Township
94.57828267,24.06516711,YaeAukTaung(VT),2797,1362,1435,Paungbyin Township
94.99367523,24.34850629,ShweHteeKone(VT),1890,938,952,Paungbyin Township
94.89618225,24.37947617,ThaNyit(VT),2509,1171,1338,Paungbyin Township
94.86386108,24.38698292,HtawMa(VT),2760,1300,1460,Paungbyin Township
95.01222865,24.46227964,WetKhaung(LwinGyi)(VT),2893,1420,1473,Paungbyin Township
95.07914886,24.42227402,NaungMaNar(VT),2149,1029,1120,Paungbyin Township
94.96344757,24.27339935,KaukSar(VT),899,455,444,Paungbyin Township
94.92581177,24.18051834,Kyaw(VT),1429,664,765,Paungbyin Township
94.78675652,23.96650982,MaingChaung(VT),4477,2168,2309,Paungbyin Township
94.87695465,24.18195038,OhnDoke(VT),1893,862,1031,Paungbyin Township
94.73702494,24.26604716,SeChaung(VT),1702,878,824,Paungbyin Township
94.86388397,24.34757042,ThaYaungOhnDoke(VT),2334,1044,1290,Paungbyin Township
94.77890015,24.04048491,ManThea(VT),1603,784,819,Paungbyin Township
94.77463531,24.22820218,NanPan(VT),3613,1686,1927,Paungbyin Township
94.76047643,24.11320496,MarThee(VT),2443,1211,1232,Paungbyin Township
94.59772301,24.1355896,SitThaung(VT),1637,775,862,Paungbyin Township
94.67359416,24.20859655,NanMawLaik(VT),1398,675,723,Paungbyin Township
94.79765574,24.39609231,SanDar(VT),5117,2443,2674,Paungbyin Township
94.76738739,24.30842972,ManMaw(VT),1374,645,729,Paungbyin Township
94.73232905,24.51846027,InnTharNatSet(NatSet)(VT),2837,1414,1423,Paungbyin Township
94.60474014,24.15587759,KaYar(VT),3041,1448,1593,Paungbyin Township
94.62236404,23.9641304,ThaNgar(VT),2936,1419,1517,Paungbyin Township
94.81845747,24.18570573,OhnThar(VT),3355,1525,1830,Paungbyin Township
94.79960196,24.33978871,MinYar(VT),6922,3179,3743,Paungbyin Township
94.86540413,24.36893034,KaukKwayt(VT),1048,477,571,Paungbyin Township
94.87527847,24.45432663,LelU(VT),2245,1066,1179,Paungbyin Township
94.90127716,24.35064621,MyinThar(VT),1452,662,790,Paungbyin Township
96.06887817,26.28156948,TaikTee(VT),1205,758,447,Hkamti Township
95.77781677,26.04067993,HpaungSaing(VT),723,423,300,Hkamti Township
95.86585617,26.0113306,PaDuMone(VT),7996,5360,2636,Hkamti Township
95.80329895,26.07089996,NantHpar(VT),2679,1716,963,Hkamti Township
95.73577271,26.02196465,HmanPin(VT),2616,1479,1137,Hkamti Township
95.71178818,25.95148468,AungMyay(VT),1366,883,483,Hkamti Township
95.70704397,26.01025327,KinTaw(VT),1408,657,751,Hkamti Township
95.67008718,26.01979955,SinThay(VT),2611,1280,1331,Hkamti Township
95.61332703,26.13165092,LaungSauk(VT),443,226,217,Hkamti Township
95.5610733,26.10914993,HatTi(VT),327,181,146,Hkamti Township
95.50245667,26.02243042,ParSaung(VT),668,376,292,Hkamti Township
,,KyaukYwet(VT),363,197,166,Hkamti Township
95.27089691,25.99440956,ParYoe(VT),984,508,476,Hkamti Township
95.29699707,25.9661293,MawLaw(VT),304,156,148,Hkamti Township
95.18422699,25.88825989,KhaMaung(VT),668,337,331,Hkamti Township
95.43313293,25.93392754,SaungLin(VT),954,478,476,Hkamti Township
95.63245773,25.95852804,SeinNan(VT),1462,782,680,Hkamti Township
95.58174896,25.87651062,HeinSun(VT),476,237,239,Hkamti Township
95.52536774,25.87158012,MeiPoke(VT),255,140,115,Hkamti Township
,,SarLin(VT),449,247,202,Hkamti Township
95.56151199,25.82662964,LinHpar(VT),1371,763,608,Hkamti Township
95.45081329,25.72400093,AhSheyKaukTaung(VT),1194,718,476,Hkamti Township
95.44127655,25.7161808,AhNaukKaukTaung(VT),575,331,244,Hkamti Township
95.32900085,25.68920212,LaikKhaw(VT),452,258,194,Hkamti Township
95.4183197,25.66799927,KaungHein(VT),1251,670,581,Hkamti Township
95.33347321,25.57941055,HpaingLin(VT),263,134,129,Hkamti Township
95.43569183,25.59659004,YatNar(VT),1255,696,559,Hkamti Township
95.38522847,25.53228633,MinSin(VT),1789,1044,745,Hkamti Township
94.89568965,24.9054486,KhaungKhan(VT),3620,1662,1958,Homalin Township
94.95129852,24.85720406,NyaungPinThar(VT),3707,1702,2005,Homalin Township
94.89049149,24.84677029,KetThar(VT),5503,2612,2891,Homalin Township
94.73752213,24.70120525,LaungMin(VT),1848,912,936,Homalin Township
94.72048759,24.60002756,NanKhan(VT),1334,708,626,Homalin Township
