pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,mean_hhsize,hh_1,hh_2,hh_3,hh_4,hh_5,hh_6,hh_7,hh_8,hh_9,housing_t,housing_apt,housing_bung,housing_semi,housing_wood,housing_bamb,housing_hut23,housing_hut1,housing_oth,ownshp_t,ownshp_own,ownshp_rent,ownshp_free,ownshp_gov,ownshp_com,ownshp_oth,toilet_t,toilet_flu,toilet_seal,toilet_put,toilet_buck,toilet_oth,toilet_non,roof_t,roof_dani,roof_bamb,roof_wood,roof_corr,roof_tile,roof_oth,wall_t,wall_dani,wall_bamb,wall_earth,wall_wood,wall_corr,wall_tile,wall_oth,flr_t,flr_bamb,flr_earth,flr_wood,flr_tile,flr_oth,light_t,light_elec,light_kero,light_cand,light_batt,light_gen,light_wat,light_sol,light_oth,dwat_t,dwat_pipe,dwat_bore,dwat_pwell,dwat_upwel,dwat_pool,dwat_river,dwat_wfall,dwat_bott,dwat_tank,dwar_oth,ndwat_t,ndwat_tap,ndwat_tube,ndwat_pwell,ndwat_upwell,ndwat_pool,ndwat_river,ndwat_wfall,ndwat_bott,ndwat_tank,ndwat_oth,cook_t,cook_elec,cook_lpg,cook_kero,cook_bio,cook_firew,cook_char,cook_coal,cook_straw,cook_oth,com_t,com_radio,com_tv,com_lline,com_mob,com_comp,com_int,trans_t,trans_car,trans_mcyc,trans_bicyc,trans_4wheel,trans_canoe,trans_mboat,trans_cart,pop_t,pop_m,pop_f,pop_hh_m,pop_hh_f,pop_ins_m,pop_ins_f,pop_u,pop_u_m,pop_u_f,pop_r,pop_r_m,pop_r_f,pop_0_14,pop_15_64,pop_65ab,pop_10_17,pop_18ab,marstat_15ab_t,marstat_15ab_sgl_t,marstat_15ab_marr_t,marstat_15ab_wid_t,marstat_15ab_div_t,marstat_15ab_reno_t,marstat_15ab_m,marstat_15ab_sgl_m,marstat_15ab_marr_m,marstat_15ab_wid_m,marstat_15ab_div_m,marstat_15ab_reno_m,marstat_15ab_f,marstat_15ab_sgl_f,marstat_15ab_marr_f,marstat_15ab_wid_f,marstat_15ab_div_f,marstat_15ab_reno_f,pop_15ab_t,lit_15ab_t,lit_rate_15ab_t,illit_15ab_t,pop_15ab_m,lit_15ab_m,lit_rate_15ab_m,illit_15ab_m,pop_15ab_f,lit_15ab_f,lit_rate_15ab_f,illit_15ab_f,pop_15ab_t_u,lit_15ab_t_u,lit_rate_15ab_t_u,illit_15ab_t_u,pop_15ab_m_u,lit_15ab_m_u,lit_rate_15ab_m_u,illit_15ab_m_u,pop_15ab_f_u,lit_15ab_f_u,lit_rate_15ab_f_u,illit_15ab_f_u,pop_15ab_t_r,lit_15ab_t_r,lit_rate_15ab_t_r,illit_15ab_t_r,pop_15ab_m_r,lit_15ab_m_r,lit_rate_15ab_m_r,illit_15ab_m_r,pop_15ab_f_r,lit_15ab_f_r,lit_rate_15ab_f_r,illit_15ab_f_r,schatt_5_29_t,schatt_5_29_curr_t,schatt_5_29_prev_t,schatt_5_29_nev_t,schatt_5_29_m,schatt_5_29_curr_m,schatt_5_29_prev_m,schatt_5_29_nev_m,schatt_5_29_f,schatt_5_29_curr_f,schatt_5_29_prev_f,schatt_5_29_nev_f,hied_25ab_t,hied_25ab_non_t,hied_25ab_pri15_t,hied_25ab_mid69_t,hied_25ab_hi1011_t,hied_25ab_dip_t,hied_25ab_uni_t,hied_25ab_post_t,hied_25ab_voc_t,hied_25ab_oth_t,hied_25ab_m,hied_25ab_non_m,hied_25ab_pri15_m,hied_25ab_mid69_m,hied_25ab_hi1011_m,hied_25ab_dip_m,hied_25ab_uni_m,hied_25ab_post_m,hied_25ab_voc_m,hied_25ab_oth_m,hied_25ab_f,hied_25ab_non_f,hied_25ab_pri15_f,hied_25ab_fid69_f,hied_25ab_hi1011_f,hied_25ab_dip_f,hied_25ab_uni_f,hied_25ab_post_f,hied_25ab_voc_f,hied_25ab_oth_f,hied_25ab_hh_t,hied_25ab_non_hh_t,hied_25ab_pri15_hh_t,hied_25ab_mid69_hh_t,hied_25ab_hi1011_hh_t,hied_25ab_dip_hh_t,hied_25ab_uni_hh_t,hied_25ab_post_hh_t,hied_25ab_voc_hh_t,hied_25ab_oth_hh_t,hied_25ab_hh_m,hied_25ab_non_hh_m,hied_25ab_pri15_hh_m,hied_25ab_mid69_hh_m,hied_25ab_hi1011_hh_m,hied_25ab_dip_hh_m,hied_25ab_uni_hh_m,hied_25ab_post_hh_m,hied_25ab_voc_hh_m,hied_25ab_oth_hh_m,hied_25ab_hh_f,hied_25ab_non_hh_f,hied_25ab_pri15_hh_f,hied_25ab_mid69_hh_f,hied_25ab_hi1011_hh_f,hied_25ab_dip_hh_f,hied_25ab_uni_hh_f,hied_25ab_post_hh_f,hied_25ab_voc_hh_f,hied_25ab_oth_hh_f,hied_25ab_ins_t,hied_25ab_non_ins_t,hied_25ab_pri15_ins_t,hied_25ab_mid69_ins_t,hied_25ab_hi1011_ins_t,hied_25ab_dip_ins_t,hied_25ab_uni_ins_t,hied_25ab_post_ins_t,hied_25ab_voc_ins_t,hied_25ab_oth_ins_t,hied_25ab_ins_m,hied_25ab_non_ins_m,hied_25ab_pri15_ins_m,hied_25ab_mid69_ins_m,hied_25ab_hi1011_ins_m,hied_25ab_dip_ins_m,hied_25ab_uni_ins_m,hied_25ab_post_ins_m,hied_25ab_voc_ins_m,hied_25ab_oth_ins_m,hied_25ab_ins_f,hied_25ab_non_ins_f,hied_25ab_pri15_ins_f,hied_25ab_mid69_ins_f,hied_25ab_hi1011_ins_f,hied_25ab_dip_ins_f,hied_25ab_uni_ins_f,hied_25ab_post_ins_f,hied_25ab_voc_ins_f,hied_25ab_oth_ins_f,usuact_10ab_t,usuact_10ab_govemp_t,usuact_10ab_priemp_t,usuact_10ab_empyr_t,usuact_10ab_ownacc_t,usuact_10ab_unpfam_t,usuact_10ab_seekw_t,usuact_10ab_nseekw_t,usuact_10ab_stu_t,usuact_10ab_hhwork_t,usuact_10ab_retir_t,usuact_10ab_ill_t,usuact_10ab_oth_t,usuact_10ab_m,usuact_10ab_govemp_m,usuact_10ab_priemp_m,usuact_10ab_empyr_m,usuact_10ab_ownacc_m,usuact_10ab_unpfam_m,usuact_10ab_seekw_m,usuact_10ab_nseekw_m,usuact_10ab_stu_m,usuact_10ab_hhwork_m,usuact_10ab_retir_m,usuact_10ab_ill_m,usuact_10ab_oth_m,usuact_10ab_f,usuact_10ab_govemp_f,usuact_10ab_priemp_f,usuact_10ab_empyr_f,usuact_10ab_ownacc_f,usuact_10ab_unpfam_f,usuact_10ab_seekw_f,usuact_10ab_nseekw_f,usuact_10ab_stu_f,usuact_10ab_hhwork_f,usuact_10ab_retir_f,usuact_10ab_ill_f,usuact_10ab_oth_f,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t,idcard_10ab_u_t,idcard_10ab_citi_u_t,idcard_10ab_assc_u_t,idcard_10ab_natu_u_t,idcard_10ab_natreg_u_t,idcard_10ab_relig_u_t,idcard_10ab_temp_u_t,idcard_10ab_forreg_u_t,idcard_10ab_forpp_u_t,idcard_10ab_non_u_t,idcard_10ab_r_t,idcard_10ab_citi_r_t,idcard_10ab_assc_r_t,idcard_10ab_natu_r_t,idcard_10ab_natreg_r_t,idcard_10ab_relig_r_t,idcard_10ab_temp_r_t,idcard_10ab_forreg_r_t,idcard_10ab_forpp_r_t,idcard_10ab_non_r_t,popdisab_notdisab_t,popdisab_anydiab_t,disabtype_see_t,disabtype_hear_t,disabtype_walk_t,disabtype_rmbr_t,popdisab_notdisab_m,popdisab_anydiab_m,disabtype_see_m,disabtype_hear_m,disabtype_walk_m,disabtype_rmbr_m,popdisab_notdisab_f,popdisab_anydiab_f,disabtype_see_f,disabtype_hear_f,disabtype_walk_f,disabtype_rmbr_f
MMR003,Kayin,MMR003D003,Kawkareik,MMR003007,Kyainseikgyi,50568,41279,9289,246809,8040,5,1804,4778,7692,9982,9003,6852,4541,3071,2845,50568,1656,2436,3968,29568,9842,2116,654,328,50568,45293,3169,1070,432,141,463,50568,356,28298,4568,846,606,15894,50568,22355,84,35,26844,486,764,50568,5500,13332,52,23174,98,6441,1971,50568,9654,136,35153,4950,675,50568,7264,11514,23131,859,4881,302,2294,323,50568,2082,1102,12602,14003,268,9517,1737,6603,130,2524,50568,4030,1603,14049,13653,280,10912,1778,17,1747,2499,50568,981,1093,250,682,27007,20106,337,0,112,50568,10004,20220,1075,9646,805,735,50568,1597,22581,14642,2883,1322,591,9176,254849,125686,129163,119426,127383,6260,1780,39911,19336,20575,214938,106350,108588,93005,151111,10733,45187,147450,161844,41476,106114,10100,2283,1871,78914,21893,51984,2596,818,1623,82930,19583,54130,7504,1465,248,155657,106983,68.7,48674,74082,53630,72.4,20452,81575,53353,65.4,28222,26414,23956,90.7,2458,12222,11355,92.9,867,14192,12601,88.8,1591,129243,83027,64.2,46216,61860,42275,68.3,19585,67383,40752,60.5,26631,120888,43285,50895,26708,58383,20194,24273,13916,62505,23091,26622,12792,116851,43604,43602,14192,5981,120,2421,106,61,6764,56993,18590,21781,7756,3228,83,1081,53,39,4382,59858,25014,21821,6436,2753,37,1340,53,22,2382,112996,43017,42290,13263,5526,100,2153,72,58,6517,53951,18174,20805,6966,2851,63,865,19,36,4172,59045,24843,21485,6297,2675,37,1288,53,22,2345,3855,587,1312,929,455,20,268,34,3,247,3042,416,976,790,377,20,216,34,3,210,813,171,336,139,78,0,52,0,0,37,192637,2828,22659,2583,51206,30453,4837,2015,27374,32331,7994,1757,6600,94400,1659,14106,1798,35886,13600,3156,1264,12597,1243,3401,914,4776,98237,1169,8553,785,15320,16853,1681,751,14777,31088,4593,843,1824,192637,96299,112,393,3209,769,1298,42,88,90427,32300,21467,34,115,607,244,386,7,13,9427,160337,74832,78,278,2602,525,912,35,75,81000,236680,18169,10659,5465,7089,7267,116687,8999,5005,2655,3489,3436,119993,9170,5654,2810,3600,3831
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,9917,7554,2363,46519,1833,5,696,1073,1477,1667,1605,1392,950,582,475,9917,184,443,482,8623,133,18,2,32,9917,7264,1542,122,872,76,41,9917,38,9620,184,11,31,33,9917,168,54,526,9131,10,28,9917,21,340,7,8310,188,1045,6,9917,40,36,9478,297,66,9917,1781,63,2187,387,2287,1848,1055,309,9917,8777,67,139,301,166,289,7,137,20,14,9917,8897,67,136,302,172,290,7,11,20,15,9917,118,9,1,42,8257,1460,10,1,19,9917,1827,5058,1378,4889,482,374,9917,148,4459,223,41,5,9,1369,48352,23022,25330,21539,24980,1483,350,24926,11759,13167,23426,11263,12163,16788,28686,2878,8452,28602,31564,9714,18679,2396,743,32,14607,4949,9095,406,134,23,16957,4765,9584,1990,609,9,29918,26292,87.9,3626,13233,12076,91.3,1157,16685,14216,85.2,2469,16139,14661,90.8,1478,6963,6566,94.3,397,9176,8095,88.2,1081,13779,11631,84.4,2148,6270,5510,87.9,760,7509,6121,81.5,1388,21855,12613,8019,1223,10316,6109,3570,637,11539,6504,4449,586,22931,3526,8482,4800,3474,169,2203,206,27,44,10427,1088,3770,2500,1664,89,1139,129,15,33,12504,2438,4712,2300,1810,80,1064,77,12,11,21943,3471,8149,4560,3332,161,2026,175,25,44,9600,1045,3494,2286,1545,84,987,113,13,33,12343,2426,4655,2274,1787,77,1039,62,12,11,988,55,333,240,142,8,177,31,2,0,827,43,276,214,119,5,152,16,2,0,161,12,57,26,23,3,25,15,0,0,37054,3158,2211,259,5325,4117,935,385,8534,8050,2145,692,1243,17345,1765,1822,169,3869,2103,526,266,4128,466,1046,333,852,19709,1393,389,90,1456,2014,409,119,4406,7584,1099,359,391,37054,29136,15,12,64,33,108,2,24,7660,19968,16410,11,5,13,31,21,1,17,3459,17086,12726,4,7,51,2,87,1,7,4201,45221,3131,1571,1471,1452,2095,21604,1418,656,643,631,904,23617,1713,915,828,821,1191
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,9782,8060,1722,49949,425,5,489,852,1127,1522,1653,1552,1157,850,580,9782,5,87,83,8936,630,3,13,25,9782,8904,563,39,196,49,31,9782,44,8664,340,24,11,699,9782,1144,11,89,8506,4,28,9782,17,1059,9,8233,122,233,109,9782,154,31,9465,79,53,9782,2432,970,894,990,223,2330,1613,330,9782,9141,2,5,239,91,1,1,292,1,9,9782,9151,2,218,265,92,1,0,44,0,9,9782,98,1,45,15,9474,128,15,0,6,9782,1778,2911,541,956,212,80,9782,82,2848,131,60,32,32,1716,50374,24379,25995,24110,25839,269,156,7587,3583,4004,42787,20796,21991,20114,27428,2832,9349,27126,30260,7981,19339,2086,836,18,14188,4343,9345,361,131,8,16072,3638,9994,1725,705,10,29923,25357,84.7,4566,13968,12467,89.3,1501,15955,12890,80.8,3065,4937,4609,93.4,328,2222,2120,95.4,102,2715,2489,91.7,226,24986,20748,83.0,4238,11746,10347,88.1,1399,13240,10401,78.6,2839,24129,13727,8167,2235,11893,6960,3772,1161,12236,6767,4395,1074,21667,4508,8234,5123,2674,129,833,114,41,11,9927,1391,3723,2700,1377,88,529,89,24,6,11740,3117,4511,2423,1297,41,304,25,17,5,21481,4502,8175,5081,2639,126,801,106,40,11,9802,1389,3686,2672,1352,86,504,83,24,6,11679,3113,4489,2409,1287,40,297,23,16,5,186,6,59,42,35,3,32,8,1,0,125,2,37,28,25,2,25,6,0,0,61,4,22,14,10,1,7,2,1,0,36475,1159,870,62,6860,9232,436,301,8922,5253,1983,687,710,17302,697,613,48,4763,4093,249,194,4539,422,847,316,521,19173,462,257,14,2097,5139,187,107,4383,4831,1136,371,189,36475,28267,6,6,251,11,30,6,23,7875,5983,5151,0,0,19,6,7,1,0,799,30492,23116,6,6,232,5,23,5,23,7076,47323,3051,1417,1430,1294,1485,22940,1439,595,689,599,637,24383,1612,822,741,695,848
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,9626,6978,2648,46387,1690,5,819,1094,1211,1430,1526,1303,948,705,590,9626,156,230,278,8361,378,37,16,170,9626,7783,810,121,661,125,126,9626,49,9112,174,30,24,237,9626,569,6,22,8560,30,439,9626,28,599,10,7768,128,886,207,9626,31,42,9072,339,142,9626,3245,328,2094,434,52,1135,1885,453,9626,8425,4,56,12,374,228,349,4,1,173,9626,8425,4,55,12,375,230,349,2,1,173,9626,151,14,14,81,8435,882,40,1,8,9626,1661,4136,602,3547,241,245,9626,76,4895,452,24,11,12,314,48077,23623,24454,22580,23807,1043,647,12696,6007,6689,35381,17616,17765,17849,27761,2467,8950,27212,30228,9411,18064,1923,793,37,14714,5238,8888,367,201,20,15514,4173,9176,1556,592,17,28758,25568,88.9,3190,13801,12929,93.7,872,14957,12639,84.5,2318,8077,7591,94.0,486,3694,3593,97.3,101,4383,3998,91.2,385,20681,17977,86.9,2704,10107,9336,92.4,771,10574,8641,81.7,1933,22926,13150,8623,1153,11464,6499,4375,590,11462,6651,4248,563,21511,3096,7983,4932,3520,124,1619,182,29,26,10294,788,3520,2933,1988,79,822,126,21,17,11217,2308,4463,1999,1532,45,797,56,8,9,20707,3064,7805,4766,3335,111,1437,135,29,25,9728,776,3398,2802,1853,69,704,89,21,16,10979,2288,4407,1964,1482,42,733,46,8,9,804,32,178,166,185,13,182,47,0,1,566,12,122,131,135,10,118,37,0,1,238,20,56,35,50,3,64,10,0,0,36162,2188,2302,172,6878,9246,920,223,8788,2853,1454,575,563,17694,1188,1655,130,4357,3880,530,119,4225,333,683,255,339,18468,1000,647,42,2521,5366,390,104,4563,2520,771,320,224,36162,28112,14,16,69,19,33,5,11,7883,10218,8404,6,1,11,16,3,0,0,1777,25944,19708,8,15,58,3,30,5,11,6106,43079,4998,2953,2248,1950,2171,21334,2289,1271,1049,836,962,21745,2709,1682,1199,1114,1209
MMR004,Chin,MMR004D001,Falam,MMR004004,Tedim,14683,10740,3943,86855,768,6,743,1298,1464,1669,1838,1845,1652,1662,2512,14683,49,195,267,13068,923,93,21,67,14683,13139,883,276,332,30,23,14683,85,13643,594,46,26,289,14683,625,24,193,13382,20,439,14683,53,1419,9,12576,157,415,54,14683,106,75,14232,185,85,14683,2766,1221,1721,1293,283,3921,2890,588,14683,13215,14,143,372,199,644,20,12,1,63,14683,12967,17,139,437,221,815,20,1,1,65,14683,85,5,13,15,13959,559,41,0,6,14683,2567,4481,1097,2926,497,274,14683,222,5306,1477,74,29,61,783,87623,41927,45696,41453,45402,474,294,13452,6289,7163,74171,35638,38533,35689,48400,3534,17305,46132,51934,18164,28908,3715,1090,57,24009,9415,13754,595,222,23,27925,8749,15154,3120,868,34,51324,44487,86.7,6837,23633,22107,93.5,1526,27691,22380,80.8,5311,8766,8369,95.5,397,3945,3872,98.1,73,4821,4497,93.3,324,42558,36118,84.9,6440,19688,18235,92.6,1453,22870,17883,78.2,4987,44322,24111,16991,3220,21446,11957,7996,1493,22876,12154,8995,1727,36306,6345,14698,7435,5394,219,1898,222,73,22,16673,1288,6287,4665,3104,115,1002,156,40,16,19633,5057,8411,2770,2290,104,896,66,33,6,35950,6339,14617,7339,5322,214,1812,213,73,21,16434,1284,6231,4593,3063,114,944,150,40,15,19516,5055,8386,2746,2259,100,868,63,33,6,356,6,81,96,72,5,86,9,0,1,239,4,56,72,41,1,58,6,0,1,117,2,25,24,31,4,28,3,0,0,63437,2080,1492,198,5801,18388,3318,780,15387,10714,2786,864,1629,29798,996,1068,122,4061,9329,2119,455,7537,1442,1318,382,969,33639,1084,424,76,1740,9059,1199,325,7850,9272,1468,482,660,63437,46183,15,20,276,18,25,0,29,16871,10628,9203,1,2,11,0,0,0,0,1411,52809,36980,14,18,265,18,25,0,29,15460,81276,6347,3052,2750,2549,3057,39028,2899,1303,1287,1074,1306,42248,3448,1749,1463,1475,1751
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,4941,3948,993,31327,551,6,138,277,402,562,620,668,648,1014,612,4941,1,8,38,3573,1073,180,50,18,4941,4489,200,85,125,18,24,4941,109,3960,199,64,17,592,4941,1237,10,58,3377,1,258,4941,46,1645,8,3138,24,52,28,4941,249,59,4560,41,32,4941,619,637,720,1039,7,418,1173,328,4941,3446,21,433,412,79,435,95,1,0,19,4941,3329,20,437,406,76,559,95,0,0,19,4941,27,2,16,5,4781,96,13,0,1,4941,596,1016,83,371,78,26,4941,30,1484,192,6,1,2,200,31878,15692,16186,15353,15974,339,212,5227,2518,2709,26651,13174,13477,13756,16974,1148,6136,16119,18122,5741,10984,1188,177,32,8770,3191,5300,210,49,20,9352,2550,5684,978,128,12,17683,15437,87.3,2246,8480,7984,94.2,496,9203,7453,81.0,1750,3035,2787,91.8,248,1362,1318,96.8,44,1673,1469,87.8,204,14648,12650,86.4,1998,7118,6666,93.6,452,7530,5984,79.5,1546,16315,8527,6497,1291,8008,4253,3166,589,8307,4274,3331,702,12504,2090,5148,2674,1885,77,551,61,14,4,6038,419,2349,1684,1131,50,342,55,7,1,6466,1671,2799,990,754,27,209,6,7,3,12260,2081,5065,2620,1847,70,502,58,14,3,5868,416,2293,1643,1104,46,307,52,7,0,6392,1665,2772,977,743,24,195,6,7,3,244,9,83,54,38,7,49,3,0,1,170,3,56,41,27,4,35,3,0,1,74,6,27,13,11,3,14,0,0,0,22255,854,372,27,3189,6914,626,188,5535,2625,1287,280,358,10800,541,301,23,1998,3629,416,115,2749,153,527,123,225,11455,313,71,4,1191,3285,210,73,2786,2472,760,157,133,22255,15438,7,12,59,7,59,6,8,6659,3847,3163,0,1,0,3,0,0,0,680,18408,12275,7,11,59,4,59,6,8,5979,30078,1800,919,845,701,647,14824,868,423,402,328,280,15254,932,496,443,373,367
MMR004,Chin,MMR004D002,Mindat,MMR004006,Mindat,8522,6154,2368,41561,1039,5,694,1039,1059,1223,1215,1102,875,650,665,8522,121,48,138,4983,3120,59,35,18,8522,7524,392,84,426,23,73,8522,48,7190,919,24,95,246,8522,2735,93,81,5496,6,111,8522,55,3719,5,4416,27,291,9,8522,1643,30,6631,184,34,8522,353,7,3195,320,106,286,943,3312,8522,3063,0,27,486,155,2147,2447,4,0,193,8522,2683,0,27,488,154,2381,2595,1,0,193,8522,29,1,0,2,7846,600,14,1,29,8522,2939,1988,377,2084,142,106,8522,76,2384,130,11,0,2,773,42600,19727,22873,19002,22559,725,314,11505,5267,6238,31095,14460,16635,18139,22419,2042,7830,21894,24461,7351,14721,1994,293,102,10698,3456,6711,407,44,80,13763,3895,8010,1587,249,22,23610,16312,69.1,7298,10083,8456,83.9,1627,13527,7856,58.1,5671,6853,5650,82.4,1203,2875,2705,94.1,170,3978,2945,74.0,1033,16757,10662,63.6,6095,7208,5751,79.8,1457,9549,4911,51.4,4638,20264,12359,5152,2753,9330,6114,2147,1069,10934,6245,3005,1684,17850,6795,5235,2446,2044,64,1105,110,34,17,7771,1500,2657,1636,1201,38,624,83,20,12,10079,5295,2578,810,843,26,481,27,14,5,17346,6731,5113,2335,1972,58,989,99,32,17,7397,1476,2568,1538,1144,32,536,73,18,12,9949,5255,2545,797,828,26,453,26,14,5,504,64,122,111,72,6,116,11,2,0,374,24,89,98,57,6,88,10,2,0,130,40,33,13,15,0,28,1,0,0,29724,1671,1178,84,6298,6268,605,63,8154,2748,1531,384,740,13211,1008,824,45,3040,2358,352,32,3999,144,733,187,489,16513,663,354,39,3258,3910,253,31,4155,2604,798,197,251,29724,23614,2,27,193,78,11,1,11,5787,8734,7508,1,0,14,27,0,1,0,1183,20990,16106,1,27,179,51,11,0,11,4604,39205,3395,1850,1672,1487,1684,18092,1635,843,778,681,782,21113,1760,1007,894,806,902
MMR004,Chin,MMR004D002,Mindat,MMR004007,Matupi,10157,7742,2415,50520,831,5,678,1161,1278,1411,1545,1377,1169,874,664,10157,197,61,151,7916,1792,21,6,13,10157,9374,359,50,338,31,5,10157,77,8400,1149,55,74,402,10157,1560,251,112,8201,5,28,10157,47,2676,9,7048,50,326,1,10157,1296,18,8511,290,42,10157,1384,705,3752,1263,17,875,1362,799,10157,8960,3,51,137,279,519,185,0,0,23,10157,8950,8,50,136,281,525,183,0,0,24,10157,150,0,49,7,9830,104,7,0,10,10157,1526,2593,328,202,136,49,10157,51,3030,153,29,7,10,1650,51351,24151,27200,23480,27040,671,160,10851,5215,5636,40500,18936,21564,20178,27965,3208,9765,27915,31173,9495,19055,2307,299,17,14011,4621,9009,333,34,14,17162,4874,10046,1974,265,3,30420,23314,76.6,7106,13384,11534,86.2,1850,17036,11780,69.1,5256,6453,5371,83.2,1082,2821,2590,91.8,231,3632,2781,76.6,851,23967,17943,74.9,6024,10563,8944,84.7,1619,13404,8999,67.1,4405,24101,15270,6538,2293,11273,7433,2757,1083,12828,7837,3781,1210,22749,6772,7520,4096,3109,74,1082,74,13,9,10180,1726,3499,2483,1727,32,653,50,6,4,12569,5046,4021,1613,1382,42,429,24,7,5,22293,6748,7360,3992,3027,71,1009,65,13,8,9799,1707,3368,2390,1660,29,593,42,6,4,12494,5041,3992,1602,1367,42,416,23,7,4,456,24,160,104,82,3,73,9,0,1,381,19,131,93,67,3,60,8,0,0,75,5,29,11,15,0,13,1,0,1,37680,1934,2023,288,4690,8244,1080,352,10422,5711,2063,410,463,17211,1282,1265,139,2810,4178,693,209,4995,322,872,188,258,20469,652,758,149,1880,4066,387,143,5427,5389,1191,222,205,37680,30022,15,32,60,9,65,1,23,7453,8261,7261,1,3,4,7,4,1,10,970,29419,22761,14,29,56,2,61,0,13,6483,45975,5376,3041,2121,2391,2886,21688,2463,1338,960,1041,1266,24287,2913,1703,1161,1350,1620
MMR004,Chin,MMR004D002,Mindat,MMR004008,Kanpetlet,3977,3130,847,20726,767,5,289,388,486,536,522,549,446,354,407,3977,4,24,46,1609,2273,5,1,15,3977,3493,222,40,166,26,30,3977,5,2142,873,68,100,789,3977,2389,110,5,1384,1,88,3977,19,2616,2,1252,6,74,8,3977,2087,11,1810,52,17,3977,482,15,1460,251,9,121,452,1187,3977,2035,5,41,134,14,1528,103,2,0,115,3977,2038,5,41,134,14,1526,102,1,0,116,3977,6,0,2,1,3662,297,2,0,7,3977,1450,497,54,306,57,6,3977,33,1032,22,4,3,0,266,21493,10313,11180,9706,11020,607,160,4159,2028,2131,17334,8285,9049,9374,11242,877,3975,10813,12119,3553,7511,858,140,57,5541,1782,3505,175,26,53,6578,1771,4006,683,114,4,11472,8134,70.9,3338,5039,4353,86.4,686,6433,3781,58.8,2652,2311,1914,82.8,397,997,942,94.5,55,1314,972,74.0,342,9161,6220,67.9,2941,4042,3411,84.4,631,5119,2809,54.9,2310,10396,6356,2874,1166,4852,3199,1193,460,5544,3157,1681,706,8605,3134,2496,1231,1118,11,519,48,46,2,3928,650,1341,848,718,7,306,30,26,2,4677,2484,1155,383,400,4,213,18,20,0,8181,3118,2419,1138,1038,6,390,28,42,2,3614,642,1283,772,659,2,215,16,23,2,4567,2476,1136,366,379,4,175,12,19,0,424,16,77,93,80,5,129,20,4,0,314,8,58,76,59,5,91,14,3,0,110,8,19,17,21,0,38,6,1,0,14788,845,802,58,2149,2622,327,61,4140,2680,655,147,302,6958,538,651,32,1373,1224,192,37,2185,193,262,61,210,7830,307,151,26,776,1398,135,24,1955,2487,393,86,92,14788,11173,4,9,18,34,24,1,18,3507,3154,2645,0,0,1,10,1,0,17,480,11634,8528,4,9,17,24,23,1,1,3027,19301,2192,1292,975,1025,960,9257,1056,595,476,446,410,10044,1136,697,499,579,550
MMR004,Chin,MMR004D002,Mindat,MMR004009,Paletwa,19516,15985,3531,95265,1788,5,722,1934,2938,3422,3392,2875,1958,1303,972,19516,97,54,135,3805,15205,156,52,12,19516,18782,216,90,285,86,57,19516,49,4691,2794,728,134,11120,19516,8986,2415,22,7573,6,514,19516,145,17081,21,2019,19,211,20,19516,15463,36,3709,198,110,19516,1012,1447,10740,2302,284,17,3290,424,19516,5046,6,364,376,331,12428,959,1,0,5,19516,4368,5,360,432,188,13243,915,1,0,4,19516,13,1,53,8,19149,266,8,0,18,19516,4191,2204,123,286,154,27,19516,15,155,303,17,523,1100,511,97053,46770,50283,45399,49866,1371,417,9406,4532,4874,87647,42238,45409,39403,53730,3920,18018,51873,57650,14625,37967,4215,695,148,26702,7307,18286,810,159,140,30948,7318,19681,3405,536,8,56139,36957,65.8,19182,25501,20535,80.5,4966,30638,16422,53.6,14216,6011,5100,84.8,911,2621,2452,93.6,169,3390,2648,78.1,742,50128,31857,63.6,18271,22880,18083,79.0,4797,27248,13774,50.6,13474,48375,25015,14024,9336,23001,13282,6565,3154,25374,11733,7459,6182,41300,16643,14297,5325,3664,91,1153,65,47,15,19309,4456,7961,3563,2431,61,741,50,35,11,21991,12187,6336,1762,1233,30,412,15,12,4,40188,16502,13853,5085,3516,85,1028,60,46,13,18407,4382,7610,3348,2301,55,622,45,34,10,21781,12120,6243,1737,1215,30,406,15,12,3,1112,141,444,240,148,6,125,5,1,2,902,74,351,215,130,6,119,5,1,1,210,67,93,25,18,0,6,0,0,1,69891,1808,1711,571,20806,14737,1219,249,16154,8718,2529,574,815,32901,1276,1449,337,14075,4136,705,141,8672,441,893,256,520,36990,532,262,234,6731,10601,514,108,7482,8277,1636,318,295,69891,44368,39,108,502,108,627,5,97,24037,7460,5665,0,31,37,19,60,1,61,1586,62431,38703,39,77,465,89,567,4,36,22451,91674,5379,2701,2238,2490,2389,44201,2569,1259,1030,1140,1056,47473,2810,1442,1208,1350,1333
