pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,hh_t,hh_m,hh_f,pop_hh,pop_ins,mean_hhsize,hh_1,hh_2,hh_3,hh_4,hh_5,hh_6,hh_7,hh_8,hh_9,housing_t,housing_apt,housing_bung,housing_semi,housing_wood,housing_bamb,housing_hut23,housing_hut1,housing_oth,ownshp_t,ownshp_own,ownshp_rent,ownshp_free,ownshp_gov,ownshp_com,ownshp_oth,toilet_t,toilet_flu,toilet_seal,toilet_put,toilet_buck,toilet_oth,toilet_non,roof_t,roof_dani,roof_bamb,roof_wood,roof_corr,roof_tile,roof_oth,wall_t,wall_dani,wall_bamb,wall_earth,wall_wood,wall_corr,wall_tile,wall_oth,flr_t,flr_bamb,flr_earth,flr_wood,flr_tile,flr_oth,light_t,light_elec,light_kero,light_cand,light_batt,light_gen,light_wat,light_sol,light_oth,dwat_t,dwat_pipe,dwat_bore,dwat_pwell,dwat_upwel,dwat_pool,dwat_river,dwat_wfall,dwat_bott,dwat_tank,dwar_oth,ndwat_t,ndwat_tap,ndwat_tube,ndwat_pwell,ndwat_upwell,ndwat_pool,ndwat_river,ndwat_wfall,ndwat_bott,ndwat_tank,ndwat_oth,cook_t,cook_elec,cook_lpg,cook_kero,cook_bio,cook_firew,cook_char,cook_coal,cook_straw,cook_oth,com_t,com_radio,com_tv,com_lline,com_mob,com_comp,com_int,trans_t,trans_car,trans_mcyc,trans_bicyc,trans_4wheel,trans_canoe,trans_mboat,trans_cart,pop_t,pop_m,pop_f,pop_hh_m,pop_hh_f,pop_ins_m,pop_ins_f,pop_u,pop_u_m,pop_u_f,pop_r,pop_r_m,pop_r_f,pop_0_14,pop_15_64,pop_65ab,pop_10_17,pop_18ab,marstat_15ab_t,marstat_15ab_sgl_t,marstat_15ab_marr_t,marstat_15ab_wid_t,marstat_15ab_div_t,marstat_15ab_reno_t,marstat_15ab_m,marstat_15ab_sgl_m,marstat_15ab_marr_m,marstat_15ab_wid_m,marstat_15ab_div_m,marstat_15ab_reno_m,marstat_15ab_f,marstat_15ab_sgl_f,marstat_15ab_marr_f,marstat_15ab_wid_f,marstat_15ab_div_f,marstat_15ab_reno_f,pop_15ab_t,lit_15ab_t,lit_rate_15ab_t,illit_15ab_t,pop_15ab_m,lit_15ab_m,lit_rate_15ab_m,illit_15ab_m,pop_15ab_f,lit_15ab_f,lit_rate_15ab_f,illit_15ab_f,pop_15ab_t_u,lit_15ab_t_u,lit_rate_15ab_t_u,illit_15ab_t_u,pop_15ab_m_u,lit_15ab_m_u,lit_rate_15ab_m_u,illit_15ab_m_u,pop_15ab_f_u,lit_15ab_f_u,lit_rate_15ab_f_u,illit_15ab_f_u,pop_15ab_t_r,lit_15ab_t_r,lit_rate_15ab_t_r,illit_15ab_t_r,pop_15ab_m_r,lit_15ab_m_r,lit_rate_15ab_m_r,illit_15ab_m_r,pop_15ab_f_r,lit_15ab_f_r,lit_rate_15ab_f_r,illit_15ab_f_r,schatt_5_29_t,schatt_5_29_curr_t,schatt_5_29_prev_t,schatt_5_29_nev_t,schatt_5_29_m,schatt_5_29_curr_m,schatt_5_29_prev_m,schatt_5_29_nev_m,schatt_5_29_f,schatt_5_29_curr_f,schatt_5_29_prev_f,schatt_5_29_nev_f,hied_25ab_t,hied_25ab_non_t,hied_25ab_pri15_t,hied_25ab_mid69_t,hied_25ab_hi1011_t,hied_25ab_dip_t,hied_25ab_uni_t,hied_25ab_post_t,hied_25ab_voc_t,hied_25ab_oth_t,hied_25ab_m,hied_25ab_non_m,hied_25ab_pri15_m,hied_25ab_mid69_m,hied_25ab_hi1011_m,hied_25ab_dip_m,hied_25ab_uni_m,hied_25ab_post_m,hied_25ab_voc_m,hied_25ab_oth_m,hied_25ab_f,hied_25ab_non_f,hied_25ab_pri15_f,hied_25ab_fid69_f,hied_25ab_hi1011_f,hied_25ab_dip_f,hied_25ab_uni_f,hied_25ab_post_f,hied_25ab_voc_f,hied_25ab_oth_f,hied_25ab_hh_t,hied_25ab_non_hh_t,hied_25ab_pri15_hh_t,hied_25ab_mid69_hh_t,hied_25ab_hi1011_hh_t,hied_25ab_dip_hh_t,hied_25ab_uni_hh_t,hied_25ab_post_hh_t,hied_25ab_voc_hh_t,hied_25ab_oth_hh_t,hied_25ab_hh_m,hied_25ab_non_hh_m,hied_25ab_pri15_hh_m,hied_25ab_mid69_hh_m,hied_25ab_hi1011_hh_m,hied_25ab_dip_hh_m,hied_25ab_uni_hh_m,hied_25ab_post_hh_m,hied_25ab_voc_hh_m,hied_25ab_oth_hh_m,hied_25ab_hh_f,hied_25ab_non_hh_f,hied_25ab_pri15_hh_f,hied_25ab_mid69_hh_f,hied_25ab_hi1011_hh_f,hied_25ab_dip_hh_f,hied_25ab_uni_hh_f,hied_25ab_post_hh_f,hied_25ab_voc_hh_f,hied_25ab_oth_hh_f,hied_25ab_ins_t,hied_25ab_non_ins_t,hied_25ab_pri15_ins_t,hied_25ab_mid69_ins_t,hied_25ab_hi1011_ins_t,hied_25ab_dip_ins_t,hied_25ab_uni_ins_t,hied_25ab_post_ins_t,hied_25ab_voc_ins_t,hied_25ab_oth_ins_t,hied_25ab_ins_m,hied_25ab_non_ins_m,hied_25ab_pri15_ins_m,hied_25ab_mid69_ins_m,hied_25ab_hi1011_ins_m,hied_25ab_dip_ins_m,hied_25ab_uni_ins_m,hied_25ab_post_ins_m,hied_25ab_voc_ins_m,hied_25ab_oth_ins_m,hied_25ab_ins_f,hied_25ab_non_ins_f,hied_25ab_pri15_ins_f,hied_25ab_mid69_ins_f,hied_25ab_hi1011_ins_f,hied_25ab_dip_ins_f,hied_25ab_uni_ins_f,hied_25ab_post_ins_f,hied_25ab_voc_ins_f,hied_25ab_oth_ins_f,usuact_10ab_t,usuact_10ab_govemp_t,usuact_10ab_priemp_t,usuact_10ab_empyr_t,usuact_10ab_ownacc_t,usuact_10ab_unpfam_t,usuact_10ab_seekw_t,usuact_10ab_nseekw_t,usuact_10ab_stu_t,usuact_10ab_hhwork_t,usuact_10ab_retir_t,usuact_10ab_ill_t,usuact_10ab_oth_t,usuact_10ab_m,usuact_10ab_govemp_m,usuact_10ab_priemp_m,usuact_10ab_empyr_m,usuact_10ab_ownacc_m,usuact_10ab_unpfam_m,usuact_10ab_seekw_m,usuact_10ab_nseekw_m,usuact_10ab_stu_m,usuact_10ab_hhwork_m,usuact_10ab_retir_m,usuact_10ab_ill_m,usuact_10ab_oth_m,usuact_10ab_f,usuact_10ab_govemp_f,usuact_10ab_priemp_f,usuact_10ab_empyr_f,usuact_10ab_ownacc_f,usuact_10ab_unpfam_f,usuact_10ab_seekw_f,usuact_10ab_nseekw_f,usuact_10ab_stu_f,usuact_10ab_hhwork_f,usuact_10ab_retir_f,usuact_10ab_ill_f,usuact_10ab_oth_f,idcard_10ab_t,idcard_10ab_citi_t,idcard_10ab_assc_t,idcard_10ab_natu_t,idcard_10ab_natreg_t,idcard_10ab_relig_t,idcard_10ab_temp_t,idcard_10ab_forreg_t,idcard_10ab_forpp_t,idcard_10ab_non_t,idcard_10ab_u_t,idcard_10ab_citi_u_t,idcard_10ab_assc_u_t,idcard_10ab_natu_u_t,idcard_10ab_natreg_u_t,idcard_10ab_relig_u_t,idcard_10ab_temp_u_t,idcard_10ab_forreg_u_t,idcard_10ab_forpp_u_t,idcard_10ab_non_u_t,idcard_10ab_r_t,idcard_10ab_citi_r_t,idcard_10ab_assc_r_t,idcard_10ab_natu_r_t,idcard_10ab_natreg_r_t,idcard_10ab_relig_r_t,idcard_10ab_temp_r_t,idcard_10ab_forreg_r_t,idcard_10ab_forpp_r_t,idcard_10ab_non_r_t,popdisab_notdisab_t,popdisab_anydiab_t,disabtype_see_t,disabtype_hear_t,disabtype_walk_t,disabtype_rmbr_t,popdisab_notdisab_m,popdisab_anydiab_m,disabtype_see_m,disabtype_hear_m,disabtype_walk_m,disabtype_rmbr_m,popdisab_notdisab_f,popdisab_anydiab_f,disabtype_see_f,disabtype_hear_f,disabtype_walk_f,disabtype_rmbr_f
MMR001,Kachin,MMR001D003,Bhamo,MMR001011,Shwegu,16621,11562,5059,84607,10177,5,496,1151,2396,3255,3181,2400,1536,1060,1146,16621,216,701,631,9269,5279,323,76,126,16621,15232,432,555,344,10,48,16621,57,13115,2066,133,69,1181,16621,7438,21,10,9110,21,21,16621,56,8526,9,6808,12,1173,37,16621,793,161,14235,1354,78,16621,3571,60,6678,761,1020,19,4366,146,16621,73,13536,660,202,3,1682,141,181,1,142,16621,101,13610,554,215,3,1840,145,12,0,141,16621,583,0,0,5,14646,1289,83,0,15,16621,5902,9823,787,3995,250,442,16621,457,12040,5641,685,3511,1520,7429,94784,47174,47610,40809,43798,6365,3812,20722,9979,10743,74062,37195,36867,30831,60170,3783,17087,57860,63953,18761,39637,3922,1003,630,31479,10363,19466,662,409,579,32474,8398,20171,3260,594,51,56349,54814,97.3,1535,26548,26104,98.3,444,29801,28710,96.3,1091,13149,12783,97.2,366,5917,5815,98.3,102,7232,6968,96.3,264,43200,42031,97.3,1169,20631,20289,98.3,342,22569,21742,96.3,827,42172,19288,21368,1516,20901,9389,10691,821,21271,9899,10677,695,45577,2167,26991,8907,4208,70,2415,68,30,721,22037,844,12275,5004,2242,50,992,29,21,580,23540,1323,14716,3903,1966,20,1423,39,9,141,40755,1899,24471,7759,3672,50,2182,56,19,647,18927,700,10783,4208,1840,31,823,18,10,514,21828,1199,13688,3551,1832,19,1359,38,9,133,4822,268,2520,1148,536,20,233,12,11,74,3110,144,1492,796,402,19,169,11,11,66,1712,124,1028,352,134,1,64,1,0,8,74947,1948,9448,1669,19200,12638,1185,89,12673,10251,3974,451,1421,37109,1080,6560,1162,13082,5361,598,61,6089,307,1433,240,1136,37838,868,2888,507,6118,7277,587,28,6584,9944,2541,211,285,74947,51912,53,133,273,353,518,10,17,21678,16825,12731,26,55,30,135,33,10,10,3795,58122,39181,27,78,243,218,485,0,7,17883,90894,3890,1762,983,1468,1313,45384,1790,732,434,685,602,45510,2100,1030,549,783,711
MMR001,Kachin,MMR001D003,Bhamo,MMR001012,Momauk,12370,8439,3931,58651,4263,5,652,1123,1908,2521,2258,1656,976,634,642,12370,730,1065,869,3142,6075,180,46,263,12370,10537,496,127,647,11,552,12370,56,10626,713,37,75,863,12370,2751,26,7,9229,333,24,12370,41,7864,29,2016,17,2366,37,12370,3116,2424,3867,2872,91,12370,3474,38,4368,171,339,457,3498,25,12370,1006,5454,3259,1026,7,104,383,813,33,285,12370,1338,5480,3564,1054,10,166,445,13,10,290,12370,843,12,1,42,11050,390,7,1,24,12370,3710,7388,810,3103,253,93,12370,508,8647,3320,2673,559,125,3071,62914,31029,31885,28145,30506,2884,1379,20997,10132,10865,41917,20897,21020,20161,39326,3427,10906,39116,42753,11975,26662,3343,539,234,20803,6985,12943,491,210,174,21950,4990,13719,2852,329,60,39523,32699,82.7,6824,18498,16047,86.7,2451,21025,16652,79.2,4373,12192,10565,86.7,1627,5602,4910,87.6,692,6590,5655,85.8,935,27331,22134,81.0,5197,12896,11137,86.4,1759,14435,10997,76.2,3438,27845,13520,12550,1775,13958,6668,6354,936,13887,6852,6196,839,31690,7175,13020,6371,2737,45,1461,41,17,823,15028,2720,6343,3300,1327,29,689,26,10,584,16662,4455,6677,3071,1410,16,772,15,7,239,29624,6992,12240,5851,2502,26,1182,25,13,793,13570,2603,5816,2905,1160,11,484,14,7,570,16054,4389,6424,2946,1342,15,698,11,6,223,2066,183,780,520,235,19,279,16,4,30,1458,117,527,395,167,18,205,12,3,14,608,66,253,125,68,1,74,4,1,16,50022,2260,4241,2603,11261,9276,788,82,9066,5848,2957,478,1162,24544,1612,2762,2027,6848,3965,483,50,4441,437,996,223,700,25478,648,1479,576,4413,5311,305,32,4625,5411,1961,255,462,50022,38032,91,227,607,201,252,47,68,10497,16442,12868,26,148,79,58,63,1,17,3182,33580,25164,65,79,528,143,189,46,51,7315,59046,3868,2235,1371,1557,1781,29310,1719,920,562,657,761,29736,2149,1315,809,900,1020
MMR001,Kachin,MMR001D003,Bhamo,MMR001013,Mansi,10554,7156,3398,51198,1747,5,317,786,1529,2333,2185,1496,906,563,439,10554,237,583,641,4002,4315,87,657,32,10554,9143,256,100,270,7,778,10554,97,9497,574,29,72,285,10554,2394,25,7,8062,19,47,10554,59,5741,29,2926,39,1195,565,10554,2979,636,4507,1724,708,10554,2645,80,4266,269,413,857,2020,4,10554,406,2751,3966,1372,18,506,21,224,46,1244,10554,422,2742,3940,1424,43,660,25,7,45,1246,10554,484,1,7,6,9495,537,20,0,4,10554,4004,6809,714,2997,133,43,10554,644,8661,2828,2004,68,29,2580,52945,26156,26789,25092,26106,1064,683,8146,4087,4059,44799,22069,22730,17068,33530,2347,8997,32871,35877,9896,22656,2484,697,144,17499,5645,11063,389,273,129,18378,4251,11593,2095,424,15,34668,30944,89.3,3724,16726,15358,91.8,1368,17942,15586,86.9,2356,5304,4962,93.6,342,2536,2397,94.5,139,2768,2565,92.7,203,29364,25982,88.5,3382,14190,12961,91.3,1229,15174,13021,85.8,2153,25154,10927,12695,1532,12640,5440,6412,788,12514,5487,6283,744,26428,4504,12850,5733,1867,36,937,23,15,463,12699,1809,6183,2987,935,24,438,11,5,307,13729,2695,6667,2746,932,12,499,12,10,156,25531,4458,12360,5524,1812,27,859,18,13,460,12151,1780,5925,2855,887,15,375,6,4,304,13380,2678,6435,2669,925,12,484,12,9,156,897,46,490,209,55,9,78,5,2,3,548,29,258,132,48,9,63,5,1,3,349,17,232,77,7,0,15,0,1,0,41868,1081,2480,708,17011,4211,1247,39,7445,4496,1973,278,899,20531,622,1701,430,10029,1732,749,19,3661,276,683,157,472,21337,459,779,278,6982,2479,498,20,3784,4220,1290,121,427,41868,29421,27,41,572,112,284,0,6,11405,6414,5653,2,5,22,15,38,0,1,678,35454,23768,25,36,550,97,246,0,5,10727,50827,2118,1063,790,765,811,25146,1010,431,346,350,359,25681,1108,632,444,415,452
MMR001,Kachin,MMR001D004,Puta-O,MMR001014,Puta-O,10743,8469,2274,58643,2432,6,382,845,1247,1555,1714,1589,1317,1045,1049,10743,211,97,87,4457,5794,83,12,2,10743,9767,345,74,427,71,59,10743,90,8989,1503,66,58,37,10743,7844,26,11,2860,1,1,10743,29,7012,10,3333,21,335,3,10743,5972,34,4388,300,49,10743,982,20,4464,1933,133,617,2504,90,10743,1012,53,2673,5670,4,1054,68,1,15,193,10743,981,55,2238,5172,8,2032,71,0,18,168,10743,40,2,0,4,10663,28,4,0,2,10743,2623,2767,123,1151,196,44,10743,70,4135,1313,41,69,22,5123,61075,30162,30913,28490,30153,1672,760,15978,7706,8272,45097,22456,22641,23497,34636,2942,11214,33964,37578,12505,21719,2898,402,54,18377,7148,10502,549,130,48,19201,5357,11217,2349,272,6,35514,31250,88.0,4264,16910,15644,92.5,1266,18604,15606,83.9,2998,9176,8378,91.3,798,4111,3931,95.6,180,5065,4447,87.8,618,26338,22872,86.8,3466,12799,11713,91.5,1086,13539,11159,82.4,2380,29299,16535,10941,1823,14455,8093,5442,920,14844,8442,5499,903,26708,5002,9423,7001,3844,63,1264,80,15,16,12958,1471,4570,4067,2012,46,727,43,13,9,13750,3531,4853,2934,1832,17,537,37,2,7,25461,4937,9148,6634,3564,53,1051,48,13,13,12013,1446,4347,3755,1805,36,584,23,11,6,13448,3491,4801,2879,1759,17,467,25,2,7,1247,65,275,367,280,10,213,32,2,3,945,25,223,312,207,10,143,20,2,3,302,40,52,55,73,0,70,12,0,0,45178,1908,4694,174,8493,5376,895,518,11310,9024,2065,450,271,22119,1302,2940,114,6228,3099,572,346,5455,856,814,204,189,23059,606,1754,60,2265,2277,323,172,5855,8168,1251,246,82,45178,34405,39,32,168,36,278,1,22,10197,12543,10436,22,14,12,16,6,1,9,2027,32635,23969,17,18,156,20,272,0,13,8170,57523,3552,2229,1616,979,1018,28543,1619,966,709,449,417,28980,1933,1263,907,530,601
MMR001,Kachin,MMR001D004,Puta-O,MMR001015,Sumprabum,479,383,96,2405,141,5,30,53,65,72,60,78,41,38,42,479,6,1,2,61,407,,1,1,479,447,9,2,17,0,4,479,2,242,141,18,63,13,479,373,0,0,106,0,0,479,2,423,0,43,2,9,0,479,374,9,84,9,3,479,120,1,262,29,0,3,57,7,479,34,0,16,35,51,31,312,0,0,0,479,32,0,16,31,53,31,316,0,0,0,479,2,0,0,1,475,1,0,0,0,479,333,166,14,45,9,0,479,3,215,43,15,1,1,233,2546,1291,1255,1187,1218,104,37,1137,606,531,1409,685,724,950,1491,105,453,1449,1596,537,940,106,8,5,819,334,458,19,3,5,777,203,482,87,5,0,1459,1119,76.7,340,718,599,83.4,119,741,520,70.2,221,623,532,85.4,91,317,287,90.5,30,306,245,80.1,61,836,587,70.2,249,401,312,77.8,89,435,275,63.2,160,1171,715,369,87,584,339,201,44,587,376,168,43,1177,334,376,221,154,1,86,2,3,0,594,114,199,141,84,1,51,2,2,0,583,220,177,80,70,0,35,0,1,0,1104,334,365,207,145,0,51,0,2,0,532,114,190,127,76,0,24,0,1,0,572,220,175,80,69,0,27,0,1,0,73,0,11,14,9,1,35,2,1,0,62,0,9,14,8,1,27,2,1,0,11,0,2,0,1,0,8,0,0,0,1902,157,124,14,665,85,25,2,459,279,62,10,20,968,98,106,9,370,63,19,2,210,55,20,2,14,934,59,18,5,295,22,6,0,249,224,42,8,6,1902,1443,0,3,7,2,31,0,0,416,895,735,0,0,2,1,2,0,0,155,1007,708,0,3,5,1,29,0,0,261,2302,244,140,123,100,123,1176,115,65,52,37,47,1126,129,75,71,63,76
MMR001,Kachin,MMR001D004,Puta-O,MMR001016,Machanbaw,1719,1208,511,8353,505,5,76,195,263,290,265,231,176,122,101,1719,53,6,4,575,1079,1,,1,1719,1512,53,33,110,4,7,1719,69,1283,343,7,0,17,1719,1494,2,0,221,0,2,1719,5,1330,0,318,3,61,2,1719,1090,1,557,64,7,1719,298,1,659,328,1,94,320,18,1719,146,47,634,603,8,227,54,0,0,0,1719,148,45,624,601,8,240,53,0,0,0,1719,13,0,0,4,1698,3,0,1,0,1719,517,403,16,106,22,3,1719,7,505,107,6,31,13,1005,8858,4455,4403,4083,4270,372,133,2315,1181,1134,6543,3274,3269,3479,4941,438,1457,4974,5379,1643,3170,495,61,10,2695,989,1551,123,23,9,2684,654,1619,372,38,1,4923,4291,87.2,632,2353,2138,90.9,215,2570,2153,83.8,417,1295,1219,94.1,76,610,594,97.4,16,685,625,91.2,60,3628,3072,84.7,556,1743,1544,88.6,199,1885,1528,81.1,357,3853,2304,1314,235,1903,1129,646,128,1950,1175,668,107,4114,698,1594,1039,505,28,219,17,10,4,2060,245,777,604,285,19,106,14,9,1,2054,453,817,435,220,9,113,3,1,3,3819,672,1516,963,471,26,147,11,9,4,1833,228,708,536,255,18,71,8,8,1,1986,444,808,427,216,8,76,3,1,3,295,26,78,76,34,2,72,6,1,0,227,17,69,68,30,1,35,6,1,0,68,9,9,8,4,1,37,0,0,0,6431,561,303,39,1887,907,86,7,1412,824,232,102,71,3215,360,240,27,1248,377,59,3,674,30,93,57,47,3216,201,63,12,639,530,27,4,738,794,139,45,24,6431,5591,2,5,7,9,7,1,3,806,1809,1669,1,0,2,1,3,1,0,132,4622,3922,1,5,5,8,4,0,3,674,7930,928,441,390,333,423,3979,476,216,217,158,204,3951,452,225,173,175,219
MMR001,Kachin,MMR001D004,Puta-O,MMR001018,Khaunglanhpu,1711,1502,209,11635,20,7,14,43,67,157,221,289,290,351,279,1711,,,1,284,1424,2,,,1711,1696,0,2,10,1,2,1711,13,79,1571,42,6,0,1711,1320,313,1,76,1,0,1711,1,1519,2,185,4,0,0,1711,1461,4,242,,4,1711,146,0,1289,39,1,69,2,165,1711,43,0,4,35,15,34,1579,0,0,1,1711,31,0,3,29,11,12,1624,0,0,1,1711,7,0,0,4,1670,3,0,0,27,1711,1003,202,10,12,9,9,1711,12,12,15,11,11,11,444,11655,5855,5800,5843,5792,12,8,450,237,213,11205,5618,5587,3793,7363,499,2529,6965,7862,3601,3813,399,48,1,4015,1965,1875,144,31,0,3847,1636,1938,255,17,1,7842,6368,81.2,1474,4003,3310,82.7,693,3839,3058,79.7,781,247,243,98.4,4,137,137,100.0,0,110,106,96.4,4,7595,6125,80.6,1470,3866,3173,82.1,693,3729,2952,79.2,777,6668,4011,2356,301,3355,2005,1218,132,3313,2006,1138,169,5258,1528,1461,1627,589,6,43,0,0,4,2667,717,690,901,322,4,32,0,0,1,2591,811,771,726,267,2,11,0,0,3,5241,1528,1461,1623,587,3,35,0,0,4,2656,717,690,897,320,2,29,0,0,1,2585,811,771,726,267,1,6,0,0,3,17,0,0,4,2,3,8,0,0,0,11,0,0,4,2,2,3,0,0,0,6,0,0,0,0,1,5,0,0,0,9494,124,60,77,1983,1711,118,41,2814,2087,386,17,76,4815,88,50,64,1703,1091,61,23,1427,83,179,8,38,4679,36,10,13,280,620,57,18,1387,2004,207,9,38,9494,7866,4,9,9,0,0,1,5,1600,329,307,0,0,0,0,0,0,0,22,9165,7559,4,9,9,0,0,1,5,1578,10792,863,682,599,502,611,5426,429,335,301,243,291,5366,434,347,298,259,320
MMR001,Kachin,MMR001D004,Puta-O,MMR001017,Nawngmun,1212,996,216,7025,98,6,34,83,118,156,189,191,160,126,155,1212,,,1,302,909,,,,1212,1147,16,15,21,6,7,1212,0,580,619,11,0,2,1212,1053,10,54,95,0,0,1212,1,942,0,267,1,1,0,1212,885,3,322,1,1,1212,179,1,677,80,4,98,161,12,1212,2,52,60,236,1,775,86,0,0,0,1212,1,21,31,212,1,863,83,0,0,0,1212,5,0,0,3,1202,2,0,0,0,1212,378,137,5,52,14,2,1212,3,222,6,1,10,0,671,7123,3603,3520,3555,3470,48,50,2236,1106,1130,4887,2497,2390,2820,3889,414,1289,3856,4303,1621,2264,381,37,0,2169,933,1133,100,3,0,2134,688,1131,281,34,0,4208,3757,89.3,451,2121,1982,93.4,139,2087,1775,85.1,312,1317,1249,94.8,68,642,627,97.7,15,675,622,92.1,53,2891,2508,86.8,383,1479,1355,91.6,124,1412,1153,81.7,259,3381,2067,1072,242,1709,1034,577,98,1672,1033,495,144,3096,422,1036,875,630,4,117,4,4,4,1560,132,475,510,360,3,72,2,4,2,1536,290,561,365,270,1,45,2,0,2,3064,421,1033,869,623,4,102,4,4,4,1539,132,472,505,355,3,64,2,4,2,1525,289,561,364,268,1,38,2,0,2,32,1,3,6,7,0,15,0,0,0,21,0,3,5,5,0,8,0,0,0,11,1,0,1,2,0,7,0,0,0,5145,396,221,5,991,638,486,24,1379,747,170,63,25,2608,247,160,2,802,163,337,13,691,67,83,25,18,2537,149,61,3,189,475,149,11,688,680,87,38,7,5145,4601,0,0,130,0,0,0,0,414,1679,1557,0,0,2,0,0,0,0,120,3466,3044,0,0,128,0,0,0,0,294,6664,459,227,175,233,213,3369,234,109,89,109,101,3295,225,118,86,124,112
MMR002,Kayah,MMR002D001,Loikaw,MMR002001,Loikaw,26495,20119,6376,122223,6178,5,1325,2737,4585,5393,4650,3318,1965,1293,1229,26495,1519,4750,2691,11232,6130,64,49,60,26495,20844,2184,888,2363,110,106,26495,423,24781,648,24,39,580,26495,3983,22,28,22246,183,33,26495,110,6801,28,11637,56,7775,88,26495,1341,162,17458,7383,151,26495,17924,234,3856,569,70,450,3199,193,26495,5544,1291,6695,4519,352,1507,435,4625,41,1486,26495,9819,1198,6283,4314,485,2237,613,44,25,1477,26495,10377,12,2,27,15063,960,27,1,26,26495,8272,18183,1478,12646,1498,2158,26495,1375,18056,11166,2458,141,35,3323,128401,63109,65292,58479,63744,4630,1548,51349,24732,26617,77052,38377,38675,40582,82494,5325,21700,80162,87819,28957,50662,5659,1504,1037,42591,15420,24806,958,571,836,45228,13537,25856,4701,933,201,82728,71062,85.9,11666,38727,35080,90.6,3647,44001,35982,81.8,8019,34659,33014,95.3,1645,15718,15337,97.6,381,18941,17677,93.3,1264,48069,38048,79.2,10021,23009,19743,85.8,3266,25060,18305,73.0,6755,58906,27061,28001,3844,28710,12927,14034,1749,30196,14134,13967,2095,63205,11442,20169,13523,10217,232,6891,346,204,181,30262,3608,10205,7812,5192,135,2884,134,152,140,32943,7834,9964,5711,5025,97,4007,212,52,41,60044,11162,19176,12882,9757,204,6252,275,181,155,27799,3432,9393,7256,4832,110,2439,91,130,116,32245,7730,9783,5626,4925,94,3813,184,51,39,3161,280,993,641,460,28,639,71,23,26,2463,176,812,556,360,25,445,43,22,24,698,104,181,85,100,3,194,28,1,2,101862,7168,13297,1917,25478,10126,1858,352,18962,14386,5079,721,2518,49727,3960,9622,1416,14943,4733,1113,227,8849,480,2233,399,1752,52135,3208,3675,501,10535,5393,745,125,10113,13906,2846,322,766,101862,92337,169,359,771,465,64,14,46,7637,42721,38543,107,176,419,256,26,9,12,3173,59141,53794,62,183,352,209,38,5,34,4464,120694,7707,4457,2335,2941,3029,59446,3663,1978,1076,1378,1418,61248,4044,2479,1259,1563,1611
MMR002,Kayah,MMR002D001,Loikaw,MMR002002,Demoso,15347,11927,3420,78068,1133,5,576,1167,2094,2703,2753,2304,1641,1097,1012,15347,233,2057,1861,8009,3124,40,7,16,15347,14656,163,115,364,28,21,15347,52,14083,350,38,30,794,15347,1506,13,12,13769,13,34,15347,34,3620,16,8582,31,3025,39,15347,1656,43,11104,2446,98,15347,5977,1370,2940,598,107,6,4161,188,15347,1588,644,5322,3774,659,1407,1239,228,155,331,15347,1537,577,5048,3777,875,1742,1297,5,155,334,15347,1128,4,14,5,14117,64,13,,2,15347,4284,7335,448,2873,220,207,15347,311,10148,5594,2076,88,25,3611,79201,38936,40265,38113,39955,823,310,5621,2716,2905,73580,36220,37360,30530,45838,2833,14594,43847,48671,16357,28477,3134,519,184,23300,8715,13703,649,118,115,25371,7642,14774,2485,401,69,47725,37866,79.3,9859,22590,19313,85.5,3277,25135,18553,73.8,6582,3434,2938,85.6,496,1584,1433,90.5,151,1850,1505,81.4,345,44291,34928,78.9,9363,21006,17880,85.1,3126,23285,17048,73.2,6237,40235,19535,17897,2803,19868,9602,9029,1237,20367,9933,8868,1566,34212,8968,12809,7135,3842,108,1177,60,80,33,16205,2918,6800,3990,1810,61,508,33,63,22,18007,6050,6009,3145,2032,47,669,27,17,11,33655,8931,12660,6984,3735,96,1088,53,80,28,15776,2893,6673,3876,1740,51,437,26,63,17,17879,6038,5987,3108,1995,45,651,27,17,11,557,37,149,151,107,12,89,7,,5,429,25,127,114,70,10,71,7,,5,128,12,22,37,37,2,18,,,,58441,1883,4062,616,16684,11297,1280,292,10887,7778,2439,510,713,28253,990,2689,428,9929,5452,765,178,5229,766,1099,253,475,30188,893,1373,188,6755,5845,515,114,5658,7012,1340,257,238,58441,52733,41,147,136,84,20,17,8,5255,4227,3965,1,3,9,2,,1,,246,54214,48768,40,144,127,82,20,16,8,5009,73951,5250,2807,1947,2211,2407,36511,2425,1197,920,1000,1076,37440,2825,1610,1027,1211,1331
