pcode_st,name_st,pcode_dt,name_dt,pcode_ts,name_ts,com_t,com_radio,com_tv,com_lline,com_mob,com_comp,com_int
MMR222,Shan,MMR014D002,Loilen,MMR014016,Mongkaing,16332,2560,1895,98,829,137,28
MMR222,Shan,MMR014D002,Loilen,MMR014017,Monghsu,15867,3805,7211,160,3482,206,525
MMR222,Shan,MMR014D003,Langkho,MMR014018,Langkho,9548,2480,5478,663,3401,294,449
MMR222,Shan,MMR014D003,Langkho,MMR014019,Mongnai,8485,1540,4819,56,1821,278,264
MMR222,Shan,MMR014D003,Langkho,MMR014020,Mawkmai,7194,701,1687,20,262,56,10
MMR222,Shan,MMR014D003,Langkho,MMR014021,Mongpan,5421,1240,2804,117,2373,252,180
MMR222,Shan,MMR015D001,Lashio,MMR015001,Lashio,64932,15307,44205,4330,30118,3910,6087
MMR222,Shan,MMR015D001,Lashio,MMR015002,Hseni,11779,3031,7407,528,5087,232,524
MMR222,Shan,MMR015D001,Lashio,MMR015003,Mongyai,13328,2245,4855,271,1801,125,189
MMR222,Shan,MMR015D001,Lashio,MMR015004,Tangyan,35142,7867,15929,794,3698,424,471
MMR222,Shan,MMR015D002,Muse,MMR015009,Muse,32758,4919,25895,4056,23105,2238,2227
MMR222,Shan,MMR015D002,Muse,MMR015010,Namhkan,21417,2891,13997,1966,12775,646,539
MMR222,Shan,MMR015D002,Muse,MMR015011,Kutkai,32080,6759,14876,2296,6752,492,797
MMR222,Shan,MMR015D003,Kyaukme,MMR015012,Kyaukme,38256,8020,20530,1246,11234,911,941
MMR222,Shan,MMR015D003,Kyaukme,MMR015013,Nawnghkio,32224,11257,17657,1239,10409,508,1216
MMR222,Shan,MMR015D003,Kyaukme,MMR015014,Hsipaw,37906,7510,18038,1225,10200,553,592
MMR222,Shan,MMR015D003,Kyaukme,MMR015015,Namtu,11641,2794,7341,410,1223,232,56
MMR222,Shan,MMR015D003,Kyaukme,MMR015016,Namhsan,13685,3159,5344,316,1338,123,23
MMR222,Shan,MMR015D003,Kyaukme,MMR015017,Mongmit,13652,3907,7565,482,3559,166,321
MMR222,Shan,MMR015D003,Kyaukme,MMR015018,Mabein,8632,3880,6117,628,3389,142,165
MMR222,Shan,MMR015D003,Kyaukme,MMR015019,Manton,7683,1493,1447,62,421,28,8
MMR222,Shan,MMR015D004,Kunlong,MMR015020,Kunlong,10392,1267,6129,1886,2469,216,93
MMR222,Shan,MMR015D005,Laukkaing,MMR015022,Laukkaing,15181,792,11704,2028,10775,572,431
MMR222,Shan,MMR015D005,Laukkaing,MMR015023,Konkyan,9665,148,3473,1007,4681,77,73
MMR222,Shan,MMR015D006,Hopang,MMR015021,Hopang,11216,1432,6228,1059,5078,252,229
MMR222,Shan,MMR015D006,Hopang,MMR015008,Mongmao,10445,1254,5355,893,4439,118,73
MMR222,Shan,MMR015D006,Hopang,MMR015007,Pangwaun,13969,1065,5123,405,7238,84,58
MMR222,Shan,MMR015D007,Matman,MMR015024,Matman,3318,810,728,28,150,20,15
MMR222,Shan,MMR015D007,Matman,MMR015005,Pangsang,16457,1598,7980,1012,7158,825,887
MMR222,Shan,MMR015D007,Matman,MMR015006,Narphan,16474,1240,3461,695,5029,54,38
MMR222,Shan,MMR016D001,Kengtung,MMR016001,Kengtung,34096,9121,21746,2155,16616,1621,2581
MMR222,Shan,MMR016D001,Kengtung,MMR016002,Mongkhet,8025,637,2515,233,920,55,26
MMR222,Shan,MMR016D001,Kengtung,MMR016003,Mongyang,19404,1401,10699,1505,10105,249,271
MMR222,Shan,MMR016D001,Kengtung,MMR016005,Mongla,5208,428,3506,453,2891,326,590
MMR222,Shan,MMR016D002,Monghsat,MMR016006,Monghsat,19111,2279,8141,594,3320,377,368
MMR222,Shan,MMR016D002,Monghsat,MMR016007,Mongping,13299,2112,4238,277,2199,149,149
MMR222,Shan,MMR016D002,Monghsat,MMR016008,Mongton,12521,1634,4252,389,2171,173,260
MMR222,Shan,MMR016D003,Tachileik,MMR016009,Tachileik,37673,13779,27229,2210,25555,2999,2758
MMR222,Shan,MMR016D004,Monghpyak,MMR016010,Monghpyak,6165,2497,3103,262,2354,155,299
MMR222,Shan,MMR016D004,Monghpyak,MMR016011,Mongyawng,17196,2421,11637,1571,9576,237,309
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,42966,16291,19824,1328,9243,341,859
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,41402,15627,17553,1107,8007,236,140
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,59488,24532,24094,3357,8099,436,419
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,76652,34642,25658,2939,8621,539,744
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,85687,29087,46690,4229,36073,3099,7236
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,50715,20754,21026,3035,11242,822,1405
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,37237,15034,13962,807,6634,156,66
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,43748,18654,18460,2617,7105,330,591
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,48610,22000,16700,2609,9507,315,623
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,69416,25476,24042,3214,15499,723,1982
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,75987,28824,23541,3395,13022,796,1616
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,51201,20706,24207,2019,13628,433,1533
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,44797,20123,17582,1856,8118,312,976
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,60277,30491,23795,4185,9242,819,1100
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,71804,32526,30828,3761,13837,790,1781
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,66172,25159,31392,2949,12187,768,1975
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,67448,31750,26500,2647,11395,415,863
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,46455,20976,20259,2252,6996,333,727
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,74886,32829,24207,4604,10923,662,892
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,75583,28296,22463,3271,9417,546,812
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,26857,13488,12581,1375,5253,402,259
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,42073,17700,15633,1912,8263,293,873
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,59920,26172,22917,2003,9345,472,1456
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017010,Lemyethna,26244,11203,8726,724,3737,121,281
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,86129,30997,36954,3545,20238,1245,1073
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,57229,23571,18767,2407,10201,456,1159
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018003,Tatkon,51747,22626,19819,1280,18168,809,2581
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018001,Zay Yar Thi Ri,26075,8595,16718,778,14192,2270,2502
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018008,Oke Ta Ra Thi Ri,18661,7943,8299,438,7562,522,1529
MMR018,Nay Pyi Taw,MMR018D001,Nay Pyi Taw (North),MMR018005,Poke Ba Thi Ri,27616,8923,14434,593,14113,1339,1260
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018006,Pyinmana,39663,12503,24138,2896,19120,1867,3753
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018007,Lewe,65174,29022,25002,2111,20475,857,1640
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018002,Za Bu Thi Ri,26320,7814,21345,1839,21796,6210,9496
MMR018,Nay Pyi Taw,MMR018D002,Nay Pyi Taw (South),MMR018004,Det Khi Na Thi Ri,6997,2948,2703,134,2869,156,202
